,Report_Date,Mexico_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.01249121181145,5146.875909219541,False,1,0.11767997008071925,10293.751818439088
1,2020-01-23,0,86.01249121181145,5146.875909219541,False,2,0.13453426104766983,10293.751818439088
2,2020-01-24,0,86.01249121181145,5146.875909219541,False,3,0.15380241122458396,10293.751818439088
3,2020-01-25,0,86.01249121181145,5146.875909219541,False,4,0.175830120688885,10293.751818439088
4,2020-01-26,0,86.01249121181145,5146.875909219541,False,5,0.20101259544614605,10293.751818439088
5,2020-01-27,0,86.01249121181145,5146.875909219541,False,6,0.22980163587606092,10293.751818439088
6,2020-01-28,0,86.01249121181145,5146.875909219541,False,7,0.2627137398087207,10293.751818439088
7,2020-01-29,0,86.01249121181145,5146.875909219541,False,8,0.3003393653656779,10293.751818439088
8,2020-01-30,0,86.01249121181145,5146.875909219541,False,9,0.34335351943038744,10293.751818439088
9,2020-01-31,0,86.01249121181145,5146.875909219541,False,10,0.39252786129441586,10293.751818439088
10,2020-02-01,0,86.01249121181145,5146.875909219541,False,11,0.4487445380767272,10293.751818439088
11,2020-02-02,0,86.01249121181145,5146.875909219541,False,12,0.5130119994089822,10293.751818439088
12,2020-02-03,0,86.01249121181145,5146.875909219541,False,13,0.586483074161683,10293.751818439088
13,2020-02-04,0,86.01249121181145,5146.875909219541,False,14,0.6704756322705179,10293.751818439088
14,2020-02-05,0,86.01249121181145,5146.875909219541,False,15,0.7664962007103963,10293.751818439088
15,2020-02-06,0,86.01249121181145,5146.875909219541,False,16,0.8762669551530328,10293.751818439088
16,2020-02-07,0,86.01249121181145,5146.875909219541,False,17,1.0017565687371077,10293.751818439088
17,2020-02-08,0,86.01249121181145,5146.875909219541,False,18,1.145215467703916,10293.751818439088
18,2020-02-09,0,86.01249121181145,5146.875909219541,False,19,1.309216121568432,10293.751818439088
19,2020-02-10,0,86.01249121181145,5146.875909219541,False,20,1.496699084320791,10293.751818439088
20,2020-02-11,0,86.01249121181145,5146.875909219541,False,21,1.7110256043716847,10293.751818439088
21,2020-02-12,0,86.01249121181145,5146.875909219541,False,22,1.9560377362415928,10293.751818439088
