,Report_Date,Mexico_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,86.01249121181145,5146.875909219541,False,23,2.236127018231699,10293.751818439088
23,2020-02-14,0,86.01249121181145,5146.875909219541,False,24,2.5563129296172433,10293.751818439088
24,2020-02-15,0,86.01249121181145,5146.875909219541,False,25,2.922332510635563,10293.751818439088
25,2020-02-16,0,86.01249121181145,5146.875909219541,False,26,3.3407427213355225,10293.751818439088
26,2020-02-17,0,86.01249121181145,5146.875909219541,False,27,3.819037334135039,10293.751818439088
27,2020-02-18,0,86.01249121181145,5146.875909219541,False,28,4.365780402924543,10293.751818439088
28,2020-02-19,0,86.01249121181145,5146.875909219541,False,29,4.990758632293395,10293.751818439088
29,2020-02-20,0,86.01249121181145,5146.875909219541,False,30,5.705155287790781,10293.751818439088
30,2020-02-21,0,86.01249121181145,5146.875909219541,False,31,6.521748646205653,10293.751818439088
31,2020-02-22,0,86.01249121181145,5146.875909219541,False,32,7.4551383880666,10293.751818439088
32,2020-02-23,0,86.01249121181145,5146.875909219541,False,33,8.522003787527305,10293.751818439088
33,2020-02-24,0,86.01249121181145,5146.875909219541,False,34,9.741398062221148,10293.751818439088
34,2020-02-25,0,86.01249121181145,5146.875909219541,False,35,11.135083812194242,10293.751818439088
35,2020-02-26,0,86.01249121181145,5146.875909219541,False,36,12.72791510704116,10293.751818439088
36,2020-02-27,0,86.01249121181145,5146.875909219541,False,37,14.548272477666803,10293.751818439088
37,2020-02-28,1,86.01249121181145,5146.875909219541,False,38,16.628557836454206,10293.751818439088
38,2020-02-29,4,86.01249121181145,5146.875909219541,False,39,19.005757188177487,10293.751818439088
39,2020-03-01,5,86.01249121181145,5146.875909219541,False,40,21.722079902480267,10293.751818439088
40,2020-03-02,5,86.01249121181145,5146.875909219541,False,41,24.82568429233876,10293.751818439088
41,2020-03-03,5,86.01249121181145,5146.875909219541,False,42,28.37150027189958,10293.751818439088
42,2020-03-04,5,86.01249121181145,5146.875909219541,False,43,32.422160934844584,10293.751818439088
43,2020-03-05,5,86.01249121181145,5146.875909219541,False,44,37.0490559751454,10293.751818439088
44,2020-03-06,6,86.01249121181145,5146.875909219541,False,45,42.33352092746782,10293.751818439088
45,2020-03-07,6,86.01249121181145,5146.875909219541,False,46,48.36817717988744,10293.751818439088
46,2020-03-08,7,86.01249121181145,5146.875909219541,False,47,55.25843853081929,10293.751818439088
47,2020-03-09,7,86.01249121181145,5146.875909219541,False,48,63.124200621164675,10293.751818439088
48,2020-03-10,7,86.01249121181145,5146.875909219541,False,49,72.10172973208603,10293.751818439088
49,2020-03-11,8,86.01249121181145,5146.875909219541,False,50,82.34576701393951,10293.751818439088
50,2020-03-12,12,86.01249121181145,5146.875909219541,False,51,94.03186296190887,10293.751818439088
51,2020-03-13,12,86.01249121181145,5146.875909219541,False,52,107.3589545687239,10293.751818439088
52,2020-03-14,26,86.01249121181145,5146.875909219541,False,53,122.55219367065092,10293.751818439088
53,2020-03-15,41,86.01249121181145,5146.875909219541,False,54,139.86602906654744,10293.751818439088
54,2020-03-16,53,86.01249121181145,5146.875909219541,False,55,159.58753642338863,10293.751818439088
55,2020-03-17,82,86.01249121181145,5146.875909219541,False,56,182.03997804997675,10293.751818439088
56,2020-03-18,93,86.01249121181145,5146.875909219541,False,57,207.58655845329957,10293.751818439088
57,2020-03-19,118,86.01249121181145,5146.875909219541,False,58,236.63432018771186,10293.751818439088
58,2020-03-20,164,86.01249121181145,5146.875909219541,False,59,269.63809675487425,10293.751818439088
59,2020-03-21,203,86.01249121181145,5146.875909219541,False,60,307.10440404291285,10293.751818439088
60,2020-03-22,251,86.01249121181145,5146.875909219541,False,61,349.5951078730802,10293.751818439088
61,2020-03-23,316,86.01249121181145,5146.875909219541,False,62,397.7306517090282,10293.751818439088
62,2020-03-24,367,86.01249121181145,5146.875909219541,False,63,452.1925649649841,10293.751818439088
63,2020-03-25,405,86.01249121181145,5146.875909219541,False,64,513.7248988856539,10293.751818439088
64,2020-03-26,475,86.01249121181145,5146.875909219541,False,65,583.1341551677931,10293.751818439088
65,2020-03-27,585,86.01249121181145,5146.875909219541,False,66,661.2871857082635,10293.751818439088
66,2020-03-28,717,86.01249121181145,5146.875909219541,False,67,749.106456037392,10293.751818439088
67,2020-03-29,848,86.01249121181145,5146.875909219541,False,68,847.5619894608386,10293.751818439088
68,2020-03-30,993,86.01249121181145,5146.875909219541,False,69,957.6592571709423,10293.751818439088
69,2020-03-31,1094,86.01249121181145,5146.875909219541,False,70,1080.4222697465216,10293.751818439088
70,2020-04-01,1215,86.01249121181145,5146.875909219541,False,71,1216.8711802934574,10293.751818439088
71,2020-04-02,1378,86.01249121181145,5146.875909219541,False,72,1367.9938552919593,10293.751818439088
72,2020-04-03,1510,86.01249121181145,5146.875909219541,False,73,1534.711133293377,10293.751818439088
73,2020-04-04,1688,86.01249121181145,5146.875909219541,False,74,1717.8358976381958,10293.751818439088
74,2020-04-05,1890,86.01249121181145,5146.875909219541,False,75,1918.0266506063515,10293.751818439088
75,2020-04-06,2143,86.01249121181145,5146.875909219541,False,76,2135.7369868461815,10293.751818439088
76,2020-04-07,2439,86.01249121181145,5146.875909219541,False,77,2371.163188541034,10293.751818439088
77,2020-04-08,2785,86.01249121181145,5146.875909219541,False,78,2624.193031198693,10293.751818439088
