,Report_Date,Netherlands_sint maarten_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.93339933971475,74.27620106794986,False,1,0.0038188488504717444,58.03078437616457
1,2020-01-23,0,87.93339933971475,74.27620106794986,False,2,0.004312502205037545,58.03078437616457
2,2020-01-24,0,87.93339933971475,74.27620106794986,False,3,0.004869966842753171,58.03078437616457
3,2020-01-25,0,87.93339933971475,74.27620106794986,False,4,0.005499490647615376,58.03078437616457
4,2020-01-26,0,87.93339933971475,74.27620106794986,False,5,0.006210387419768415,58.03078437616457
5,2020-01-27,0,87.93339933971475,74.27620106794986,False,6,0.007013174585666034,58.03078437616457
6,2020-01-28,0,87.93339933971475,74.27620106794986,False,7,0.007919728687577671,58.03078437616457
7,2020-01-29,0,87.93339933971475,74.27620106794986,False,8,0.008943460944570969,58.03078437616457
8,2020-01-30,0,87.93339933971475,74.27620106794986,False,9,0.01009951547169648,58.03078437616457
9,2020-01-31,0,87.93339933971475,74.27620106794986,False,10,0.011404993076305603,58.03078437616457
10,2020-02-01,0,87.93339933971475,74.27620106794986,False,11,0.012879203924981935,58.03078437616457
11,2020-02-02,0,87.93339933971475,74.27620106794986,False,12,0.014543952796768051,58.03078437616457
12,2020-02-03,0,87.93339933971475,74.27620106794986,False,13,0.016423861114174078,58.03078437616457
13,2020-02-04,0,87.93339933971475,74.27620106794986,False,14,0.018546730479522447,58.03078437616457
14,2020-02-05,0,87.93339933971475,74.27620106794986,False,15,0.020943953047963298,58.03078437616457
15,2020-02-06,0,87.93339933971475,74.27620106794986,False,16,0.023650974748305516,58.03078437616457
16,2020-02-07,0,87.93339933971475,74.27620106794986,False,17,0.026707818127922396,58.03078437616457
17,2020-02-08,0,87.93339933971475,74.27620106794986,False,18,0.030159672458729678,58.03078437616457
18,2020-02-09,0,87.93339933971475,74.27620106794986,False,19,0.03405755970905781,58.03078437616457
19,2020-02-10,0,87.93339933971475,74.27620106794986,False,20,0.038459086073846974,58.03078437616457
20,2020-02-11,0,87.93339933971475,74.27620106794986,False,21,0.04342928997700584,58.03078437616457
21,2020-02-12,0,87.93339933971475,74.27620106794986,False,22,0.04904159883043336,58.03078437616457
22,2020-02-13,0,87.93339933971475,74.27620106794986,False,23,0.05537890837103154,58.03078437616457
23,2020-02-14,0,87.93339933971475,74.27620106794986,False,24,0.06253480011850933,58.03078437616457
24,2020-02-15,0,87.93339933971475,74.27620106794986,False,25,0.07061491442292762,58.03078437616457
25,2020-02-16,0,87.93339933971475,74.27620106794986,False,26,0.07973849872335306,58.03078437616457
26,2020-02-17,0,87.93339933971475,74.27620106794986,False,27,0.09004015304072747,58.03078437616457
27,2020-02-18,0,87.93339933971475,74.27620106794986,False,28,0.10167179740347583,58.03078437616457
28,2020-02-19,0,87.93339933971475,74.27620106794986,False,29,0.11480488887885153,58.03078437616457
29,2020-02-20,0,87.93339933971475,74.27620106794986,False,30,0.12963291918250747,58.03078437616457
30,2020-02-21,0,87.93339933971475,74.27620106794986,False,31,0.14637422748919376,58.03078437616457
31,2020-02-22,0,87.93339933971475,74.27620106794986,False,32,0.16527516709374723,58.03078437616457
32,2020-02-23,0,87.93339933971475,74.27620106794986,False,33,0.1866136689963428,58.03078437616457
33,2020-02-24,0,87.93339933971475,74.27620106794986,False,34,0.21070325032807238,58.03078437616457
34,2020-02-25,0,87.93339933971475,74.27620106794986,False,35,0.23789752080477092,58.03078437616457
35,2020-02-26,0,87.93339933971475,74.27620106794986,False,36,0.268595246101789,58.03078437616457
36,2020-02-27,0,87.93339933971475,74.27620106794986,False,37,0.3032460331699786,58.03078437616457
37,2020-02-28,0,87.93339933971475,74.27620106794986,False,38,0.342356709034849,58.03078437616457
38,2020-02-29,0,87.93339933971475,74.27620106794986,False,39,0.38649847148280003,58.03078437616457
39,2020-03-01,0,87.93339933971475,74.27620106794986,False,40,0.43631489715295335,58.03078437616457
40,2020-03-02,0,87.93339933971475,74.27620106794986,False,41,0.4925308997880982,58.03078437616457
41,2020-03-03,0,87.93339933971475,74.27620106794986,False,42,0.5559627385630952,58.03078437616457
42,2020-03-04,0,87.93339933971475,74.27620106794986,False,43,0.6275291832377534,58.03078437616457
43,2020-03-05,0,87.93339933971475,74.27620106794986,False,44,0.7082639490110508,58.03078437616457
44,2020-03-06,0,87.93339933971475,74.27620106794986,False,45,0.7993295188992735,58.03078437616457
45,2020-03-07,0,87.93339933971475,74.27620106794986,False,46,0.9020324745823687,58.03078437616457
46,2020-03-08,0,87.93339933971475,74.27620106794986,False,47,1.0178404571282442,58.03078437616457
47,2020-03-09,0,87.93339933971475,74.27620106794986,False,48,1.1484008757437227,58.03078437616457
48,2020-03-10,0,87.93339933971475,74.27620106794986,False,49,1.2955614743528268,58.03078437616457
49,2020-03-11,0,87.93339933971475,74.27620106794986,False,50,1.4613928506569804,58.03078437616457
50,2020-03-12,0,87.93339933971475,74.27620106794986,False,51,1.6482129982594476,58.03078437616457
51,2020-03-13,0,87.93339933971475,74.27620106794986,False,52,1.8586139068217895,58.03078437616457
52,2020-03-14,0,87.93339933971475,74.27620106794986,False,53,2.0954902048885966,58.03078437616457
53,2020-03-15,0,87.93339933971475,74.27620106794986,False,54,2.362069761170286,58.03078437616457
54,2020-03-16,0,87.93339933971475,74.27620106794986,False,55,2.6619460682456415,58.03078437616457
55,2020-03-17,0,87.93339933971475,74.27620106794986,False,56,2.9991121126882536,58.03078437616457
56,2020-03-18,0,87.93339933971475,74.27620106794986,False,57,3.3779952817527685,58.03078437616457
57,2020-03-19,0,87.93339933971475,74.27620106794986,False,58,3.803492662700265,58.03078437616457
58,2020-03-20,1,87.93339933971475,74.27620106794986,False,59,4.281005850098179,58.03078437616457
59,2020-03-21,1,87.93339933971475,74.27620106794986,False,60,4.816474082745767,58.03078437616457
60,2020-03-22,1,87.93339933971475,74.27620106794986,False,61,5.416404179975269,58.03078437616457
61,2020-03-23,2,87.93339933971475,74.27620106794986,False,62,6.087895333740947,58.03078437616457
62,2020-03-24,2,87.93339933971475,74.27620106794986,False,63,6.838656338480985,58.03078437616457
63,2020-03-25,3,87.93339933971475,74.27620106794986,False,64,7.677012311164385,58.03078437616457
64,2020-03-26,3,87.93339933971475,74.27620106794986,False,65,8.611897383355542,58.03078437616457
65,2020-03-27,3,87.93339933971475,74.27620106794986,False,66,9.652829261031789,58.03078437616457
66,2020-03-28,3,87.93339933971475,74.27620106794986,False,67,10.809860986706582,58.03078437616457
67,2020-03-29,6,87.93339933971475,74.27620106794986,False,68,12.093504761236828,58.03078437616457
68,2020-03-30,6,87.93339933971475,74.27620106794986,False,69,13.514622370564,58.03078437616457
69,2020-03-31,6,87.93339933971475,74.27620106794986,False,70,15.084276720463837,58.03078437616457
70,2020-04-01,16,87.93339933971475,74.27620106794986,False,71,16.81353933818949,58.03078437616457
71,2020-04-02,18,87.93339933971475,74.27620106794986,False,72,18.71324959971876,58.03078437616457
72,2020-04-03,23,87.93339933971475,74.27620106794986,False,73,20.793723037694985,58.03078437616457
73,2020-04-04,23,87.93339933971475,74.27620106794986,False,74,23.064408517375504,58.03078437616457
74,2020-04-05,25,87.93339933971475,74.27620106794986,False,75,25.533497432801163,58.03078437616457
75,2020-04-06,37,87.93339933971475,74.27620106794986,False,76,28.207492389000194,58.03078437616457
76,2020-04-07,40,87.93339933971475,74.27620106794986,False,77,31.090747989165227,58.03078437616457
77,2020-04-08,40,87.93339933971475,74.27620106794986,False,78,34.18500206036006,58.03078437616457
