,Report_Date,Australia_tasmania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,2,68.21152770188944,56.24239889846237,True,48,3.5930385663398243,108.63492068892127
48,2020-03-10,2,68.21152770188944,56.24239889846237,True,49,4.2288288542256485,108.63492068892127
49,2020-03-11,3,68.21152770188944,56.24239889846237,True,50,4.971985711731971,108.63492068892127
50,2020-03-12,3,68.21152770188944,56.24239889846237,True,51,5.838698107613616,108.63492068892127
51,2020-03-13,5,68.21152770188944,56.24239889846237,True,52,6.84687337530908,108.63492068892127
52,2020-03-14,5,68.21152770188944,56.24239889846237,True,53,8.016046593712312,108.63492068892127
53,2020-03-15,6,68.21152770188944,56.24239889846237,True,54,9.367164743035323,108.63492068892127
54,2020-03-16,7,68.21152770188944,56.24239889846237,True,55,10.922206623937381,108.63492068892127
55,2020-03-17,7,68.21152770188944,56.24239889846237,True,56,12.703597691973581,108.63492068892127
56,2020-03-18,10,68.21152770188944,56.24239889846237,True,57,14.733382258541242,108.63492068892127
57,2020-03-19,10,68.21152770188944,56.24239889846237,True,58,17.032126751005904,108.63492068892127
58,2020-03-20,10,68.21152770188944,56.24239889846237,True,59,19.617549796307095,108.63492068892127
59,2020-03-21,16,68.21152770188944,56.24239889846237,True,60,22.502909907876575,108.63492068892127
60,2020-03-22,22,68.21152770188944,56.24239889846237,True,61,25.695229538874614,108.63492068892127
61,2020-03-23,28,68.21152770188944,56.24239889846237,True,62,29.1934915502373,108.63492068892127
62,2020-03-24,28,68.21152770188944,56.24239889846237,True,63,32.98700201358169,108.63492068892127
63,2020-03-25,36,68.21152770188944,56.24239889846237,True,64,37.054157719791554,108.63492068892127
64,2020-03-26,47,68.21152770188944,56.24239889846237,True,65,41.36187040067626,108.63492068892127
65,2020-03-27,47,68.21152770188944,56.24239889846237,True,66,45.8658663486705,108.63492068892127
66,2020-03-28,62,68.21152770188944,56.24239889846237,True,67,50.51199168846332,108.63492068892127
67,2020-03-29,66,68.21152770188944,56.24239889846237,True,68,55.23851640476383,108.63492068892127
68,2020-03-30,66,68.21152770188944,56.24239889846237,True,69,59.979268101429035,108.63492068892127
69,2020-03-31,69,68.21152770188944,56.24239889846237,True,70,64.66727650077176,108.63492068892127
70,2020-04-01,69,68.21152770188944,56.24239889846237,True,71,69.23851150825557,108.63492068892127
71,2020-04-02,72,68.21152770188944,56.24239889846237,True,72,73.6352792351277,108.63492068892127
72,2020-04-03,74,68.21152770188944,56.24239889846237,True,73,77.80890709427483,108.63492068892127
73,2020-04-04,80,68.21152770188944,56.24239889846237,True,74,81.72148162436108,108.63492068892127
74,2020-04-05,82,68.21152770188944,56.24239889846237,True,75,85.34656466883403,108.63492068892127
75,2020-04-06,86,68.21152770188944,56.24239889846237,True,76,88.66896510201727,108.63492068892127
76,2020-04-07,89,68.21152770188944,56.24239889846237,True,77,91.68375412092809,108.63492068892127
77,2020-04-08,98,68.21152770188944,56.24239889846237,True,78,94.39476847898031,108.63492068892127
