,Report_Date,Monaco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.93405779522567,51.78051883837897,True,1,0.0012209199666418631,98.52702660117339
1,2020-01-23,0,69.93405779522567,51.78051883837897,True,2,0.0014394023345933294,98.52702660117339
2,2020-01-24,0,69.93405779522567,51.78051883837897,True,3,0.0016969812561343186,98.52702660117339
3,2020-01-25,0,69.93405779522567,51.78051883837897,True,4,0.002000652654727556,98.52702660117339
4,2020-01-26,0,69.93405779522567,51.78051883837897,True,5,0.0023586642045006255,98.52702660117339
5,2020-01-27,0,69.93405779522567,51.78051883837897,True,6,0.002780739262659779,98.52702660117339
6,2020-01-28,0,69.93405779522567,51.78051883837897,True,7,0.0032783408475696627,98.52702660117339
7,2020-01-29,0,69.93405779522567,51.78051883837897,True,8,0.0038649828180607054,98.52702660117339
8,2020-01-30,0,69.93405779522567,51.78051883837897,True,9,0.004556596685865526,98.52702660117339
9,2020-01-31,0,69.93405779522567,51.78051883837897,True,10,0.005371963996207447,98.52702660117339
10,2020-02-01,0,69.93405779522567,51.78051883837897,True,11,0.006333225981419575,98.52702660117339
11,2020-02-02,0,69.93405779522567,51.78051883837897,True,12,0.007466484275917205,98.52702660117339
12,2020-02-03,0,69.93405779522567,51.78051883837897,True,13,0.008802508932777628,98.52702660117339
13,2020-02-04,0,69.93405779522567,51.78051883837897,True,14,0.010377572866848156,98.52702660117339
14,2020-02-05,0,69.93405779522567,51.78051883837897,True,15,0.012234435241792217,98.52702660117339
15,2020-02-06,0,69.93405779522567,51.78051883837897,True,16,0.014423500306403481,98.52702660117339
16,2020-02-07,0,69.93405779522567,51.78051883837897,True,17,0.01700418287088705,98.52702660117339
17,2020-02-08,0,69.93405779522567,51.78051883837897,True,18,0.020046517115135526,98.52702660117339
18,2020-02-09,0,69.93405779522567,51.78051883837897,True,19,0.023633051875591223,98.52702660117339
19,2020-02-10,0,69.93405779522567,51.78051883837897,True,20,0.02786108312353145,98.52702660117339
20,2020-02-11,0,69.93405779522567,51.78051883837897,True,21,0.03284528320764274,98.52702660117339
21,2020-02-12,0,69.93405779522567,51.78051883837897,True,22,0.0387207967957315,98.52702660117339
22,2020-02-13,0,69.93405779522567,51.78051883837897,True,23,0.045646885550747016,98.52702660117339
23,2020-02-14,0,69.93405779522567,51.78051883837897,True,24,0.053811217681164474,98.52702660117339
24,2020-02-15,0,69.93405779522567,51.78051883837897,True,25,0.06343491491173234,98.52702660117339
25,2020-02-16,0,69.93405779522567,51.78051883837897,True,26,0.07477848845333318,98.52702660117339
26,2020-02-17,0,69.93405779522567,51.78051883837897,True,27,0.08814881756122539,98.52702660117339
27,2020-02-18,0,69.93405779522567,51.78051883837897,True,28,0.10390734962749022,98.52702660117339
28,2020-02-19,0,69.93405779522567,51.78051883837897,True,29,0.12247972982758126,98.52702660117339
29,2020-02-20,0,69.93405779522567,51.78051883837897,True,30,0.14436710148420556,98.52702660117339
30,2020-02-21,0,69.93405779522567,51.78051883837897,True,31,0.17015935582076733,98.52702660117339
31,2020-02-22,0,69.93405779522567,51.78051883837897,True,32,0.20055065183881993,98.52702660117339
32,2020-02-23,0,69.93405779522567,51.78051883837897,True,33,0.23635757366953325,98.52702660117339
33,2020-02-24,0,69.93405779522567,51.78051883837897,True,34,0.2785403436176908,98.52702660117339
34,2020-02-25,0,69.93405779522567,51.78051883837897,True,35,0.32822756347699716,98.52702660117339
35,2020-02-26,0,69.93405779522567,51.78051883837897,True,36,0.3867450131016181,98.52702660117339
36,2020-02-27,0,69.93405779522567,51.78051883837897,True,37,0.4556490912319042,98.52702660117339
37,2020-02-28,0,69.93405779522567,51.78051883837897,True,38,0.5367655353409173,98.52702660117339
38,2020-02-29,1,69.93405779522567,51.78051883837897,True,39,0.6322340989681886,98.52702660117339
39,2020-03-01,1,69.93405779522567,51.78051883837897,True,40,0.7445598881018572,98.52702660117339
40,2020-03-02,1,69.93405779522567,51.78051883837897,True,41,0.8766720504592795,98.52702660117339
41,2020-03-03,1,69.93405779522567,51.78051883837897,True,42,1.0319904559356294,98.52702660117339
42,2020-03-04,1,69.93405779522567,51.78051883837897,True,43,1.214500879654118,98.52702660117339
43,2020-03-05,1,69.93405779522567,51.78051883837897,True,44,1.428838969557558,98.52702660117339
44,2020-03-06,1,69.93405779522567,51.78051883837897,True,45,1.6803829070774603,98.52702660117339
45,2020-03-07,1,69.93405779522567,51.78051883837897,True,46,1.975354099262914,98.52702660117339
46,2020-03-08,1,69.93405779522567,51.78051883837897,True,47,2.3209244082106637,98.52702660117339
47,2020-03-09,1,69.93405779522567,51.78051883837897,True,48,2.7253272503762993,98.52702660117339
48,2020-03-10,1,69.93405779522567,51.78051883837897,True,49,3.197968295986025,98.52702660117339
49,2020-03-11,1,69.93405779522567,51.78051883837897,True,50,3.7495293759888506,98.52702660117339
50,2020-03-12,2,69.93405779522567,51.78051883837897,True,51,4.392056480763878,98.52702660117339
51,2020-03-13,2,69.93405779522567,51.78051883837897,True,52,5.139019367243699,98.52702660117339
52,2020-03-14,2,69.93405779522567,51.78051883837897,True,53,6.005326310943827,98.52702660117339
53,2020-03-15,2,69.93405779522567,51.78051883837897,True,54,7.007273111495353,98.52702660117339
54,2020-03-16,7,69.93405779522567,51.78051883837897,True,55,8.162400959620998,98.52702660117339
55,2020-03-17,7,69.93405779522567,51.78051883837897,True,56,9.489233876412785,98.52702660117339
56,2020-03-18,7,69.93405779522567,51.78051883837897,True,57,11.006864209683632,98.52702660117339
57,2020-03-19,7,69.93405779522567,51.78051883837897,True,58,12.734355629690553,98.52702660117339
58,2020-03-20,11,69.93405779522567,51.78051883837897,True,59,14.689939126750332,98.52702660117339
