,Report_Date,China_inner mongolia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,17.676143607907527,44.23201305524606,True,1,10.044109904023943,88.44878815952319
1,2020-01-23,0,17.676143607907527,44.23201305524606,True,2,11.194704720994507,88.44878815952319
2,2020-01-24,1,17.676143607907527,44.23201305524606,True,3,12.456169095582416,88.44878815952319
3,2020-01-25,7,17.676143607907527,44.23201305524606,True,4,13.834330317165858,88.44878815952319
4,2020-01-26,7,17.676143607907527,44.23201305524606,True,5,15.334210200034764,88.44878815952319
5,2020-01-27,11,17.676143607907527,44.23201305524606,True,6,16.959748822754054,88.44878815952319
6,2020-01-28,15,17.676143607907527,44.23201305524606,True,7,18.713510979167495,88.44878815952319
7,2020-01-29,16,17.676143607907527,44.23201305524606,True,8,20.596387643785054,88.44878815952319
8,2020-01-30,19,17.676143607907527,44.23201305524606,True,9,22.607308584473017,88.44878815952319
9,2020-01-31,20,17.676143607907527,44.23201305524606,True,10,24.742985631095788,88.44878815952319
10,2020-02-01,23,17.676143607907527,44.23201305524606,True,11,26.997708439661867,88.44878815952319
11,2020-02-02,27,17.676143607907527,44.23201305524606,True,12,29.363215242907128,88.44878815952319
12,2020-02-03,34,17.676143607907527,44.23201305524606,True,13,31.82865947890671,88.44878815952319
13,2020-02-04,35,17.676143607907527,44.23201305524606,True,14,34.38068896742872,88.44878815952319
14,2020-02-05,42,17.676143607907527,44.23201305524606,True,15,37.00364742478888,88.44878815952319
15,2020-02-06,46,17.676143607907527,44.23201305524606,True,16,39.67989897685648,88.44878815952319
16,2020-02-07,50,17.676143607907527,44.23201305524606,True,17,42.39026581706622,88.44878815952319
17,2020-02-08,52,17.676143607907527,44.23201305524606,True,18,45.11455851862254,88.44878815952319
18,2020-02-09,54,17.676143607907527,44.23201305524606,True,19,47.83216920264477,88.44878815952319
19,2020-02-10,58,17.676143607907527,44.23201305524606,True,20,50.522691173769566,88.44878815952319
20,2020-02-11,58,17.676143607907527,44.23201305524606,True,21,53.16652579691799,88.44878815952319
21,2020-02-12,60,17.676143607907527,44.23201305524606,True,22,55.745438761454125,88.44878815952319
22,2020-02-13,61,17.676143607907527,44.23201305524606,True,23,58.2430332394693,88.44878815952319
23,2020-02-14,65,17.676143607907527,44.23201305524606,True,24,60.64511594104127,88.44878815952319
24,2020-02-15,68,17.676143607907527,44.23201305524606,True,25,62.9399424070086,88.44878815952319
25,2020-02-16,70,17.676143607907527,44.23201305524606,True,26,65.11833859514816,88.44878815952319
26,2020-02-17,72,17.676143607907527,44.23201305524606,True,27,67.1737055554993,88.44878815952319
27,2020-02-18,73,17.676143607907527,44.23201305524606,True,28,69.10192173348725,88.44878815952319
28,2020-02-19,75,17.676143607907527,44.23201305524606,True,29,70.90116261451456,88.44878815952319
29,2020-02-20,75,17.676143607907527,44.23201305524606,True,30,72.571659919094,88.44878815952319
30,2020-02-21,75,17.676143607907527,44.23201305524606,True,31,74.1154226411585,88.44878815952319
31,2020-02-22,75,17.676143607907527,44.23201305524606,True,32,75.53594041116223,88.44878815952319
32,2020-02-23,75,17.676143607907527,44.23201305524606,True,33,76.83788658644283,88.44878815952319
33,2020-02-24,75,17.676143607907527,44.23201305524606,True,34,78.0268347399422,88.44878815952319
34,2020-02-25,75,17.676143607907527,44.23201305524606,True,35,79.10899835755494,88.44878815952319
35,2020-02-26,75,17.676143607907527,44.23201305524606,True,36,80.09099995166812,88.44878815952319
36,2020-02-27,75,17.676143607907527,44.23201305524606,True,37,80.97967269851382,88.44878815952319
37,2020-02-28,75,17.676143607907527,44.23201305524606,True,38,81.78189522732276,88.44878815952319
38,2020-02-29,75,17.676143607907527,44.23201305524606,True,39,82.50445834866679,88.44878815952319
39,2020-03-01,75,17.676143607907527,44.23201305524606,True,40,83.15396125927202,88.44878815952319
40,2020-03-02,75,17.676143607907527,44.23201305524606,True,41,83.73673401397073,88.44878815952319
41,2020-03-03,75,17.676143607907527,44.23201305524606,True,42,84.25878270973841,88.44878815952319
42,2020-03-04,75,17.676143607907527,44.23201305524606,True,43,84.72575377983625,88.44878815952319
43,2020-03-05,75,17.676143607907527,44.23201305524606,True,44,85.14291395619708,88.44878815952319
44,2020-03-06,75,17.676143607907527,44.23201305524606,True,45,85.51514274884464,88.44878815952319
45,2020-03-07,75,17.676143607907527,44.23201305524606,True,46,85.84693465236943,88.44878815952319
46,2020-03-08,75,17.676143607907527,44.23201305524606,True,47,86.14240867701935,88.44878815952319
47,2020-03-09,75,17.676143607907527,44.23201305524606,True,48,86.40532318508255,88.44878815952319
48,2020-03-10,75,17.676143607907527,44.23201305524606,True,49,86.63909437221876,88.44878815952319
49,2020-03-11,75,17.676143607907527,44.23201305524606,True,50,86.84681705694727,88.44878815952319
50,2020-03-12,75,17.676143607907527,44.23201305524606,True,51,87.03128672447079,88.44878815952319
51,2020-03-13,75,17.676143607907527,44.23201305524606,True,52,87.1950220124854,88.44878815952319
52,2020-03-14,75,17.676143607907527,44.23201305524606,True,53,87.34028702839538,88.44878815952319
53,2020-03-15,75,17.676143607907527,44.23201305524606,True,54,87.46911305281893,88.44878815952319
54,2020-03-16,75,17.676143607907527,44.23201305524606,True,55,87.58331931762486,88.44878815952319
55,2020-03-17,75,17.676143607907527,44.23201305524606,True,56,87.68453265240822,88.44878815952319
56,2020-03-18,75,17.676143607907527,44.23201305524606,True,57,87.7742058756113,88.44878815952319
57,2020-03-19,75,17.676143607907527,44.23201305524606,True,58,87.85363486941556,88.44878815952319
58,2020-03-20,75,17.676143607907527,44.23201305524606,True,59,87.92397432463585,88.44878815952319
59,2020-03-21,75,17.676143607907527,44.23201305524606,True,60,87.9862521762287,88.44878815952319
60,2020-03-22,75,17.676143607907527,44.23201305524606,True,61,88.04138277431635,88.44878815952319
61,2020-03-23,75,17.676143607907527,44.23201305524606,True,62,88.0901788520183,88.44878815952319
62,2020-03-24,75,17.676143607907527,44.23201305524606,True,63,88.13336236168098,88.44878815952319
63,2020-03-25,77,17.676143607907527,44.23201305524606,True,64,88.17157425676899,88.44878815952319
64,2020-03-26,89,17.676143607907527,44.23201305524606,True,65,88.20538329890354,88.44878815952319
65,2020-03-27,92,17.676143607907527,44.23201305524606,True,66,88.23529396923797,88.44878815952319
66,2020-03-28,94,17.676143607907527,44.23201305524606,True,67,88.26175356127844,88.44878815952319
67,2020-03-29,95,17.676143607907527,44.23201305524606,True,68,88.28515852895366,88.44878815952319
68,2020-03-30,97,17.676143607907527,44.23201305524606,True,69,88.30586015964961,88.44878815952319
69,2020-03-31,107,17.676143607907527,44.23201305524606,True,70,88.32416963737606,88.44878815952319
70,2020-04-01,111,17.676143607907527,44.23201305524606,True,71,88.34036255646984,88.44878815952319
71,2020-04-02,117,17.676143607907527,44.23201305524606,True,72,88.35468294143934,88.44878815952319
72,2020-04-03,117,17.676143607907527,44.23201305524606,True,73,88.36734682384524,88.44878815952319
73,2020-04-04,117,17.676143607907527,44.23201305524606,True,74,88.37854542257872,88.44878815952319
74,2020-04-05,117,17.676143607907527,44.23201305524606,True,75,88.38844796959906,88.44878815952319
75,2020-04-06,118,17.676143607907527,44.23201305524606,True,76,88.39720421916162,88.44878815952319
76,2020-04-07,121,17.676143607907527,44.23201305524606,True,77,88.40494667482191,88.44878815952319
77,2020-04-08,124,17.676143607907527,44.23201305524606,True,78,88.41179256504779,88.44878815952319
