,Report_Date,Albania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.5024643337216,261.1932908689755,True,1,0.009228077095844594,491.1503390354293
1,2020-01-23,0,70.5024643337216,261.1932908689755,True,2,0.010801750576882069,491.1503390354293
2,2020-01-24,0,70.5024643337216,261.1932908689755,True,3,0.012643777720172987,491.1503390354293
3,2020-01-25,0,70.5024643337216,261.1932908689755,True,4,0.014799917639943583,491.1503390354293
4,2020-01-26,0,70.5024643337216,261.1932908689755,True,5,0.017323731310515764,491.1503390354293
5,2020-01-27,0,70.5024643337216,261.1932908689755,True,6,0.020277911442328978,491.1503390354293
6,2020-01-28,0,70.5024643337216,261.1932908689755,True,7,0.023735838921758522,491.1503390354293
7,2020-01-29,0,70.5024643337216,261.1932908689755,True,8,0.027783404368048513,491.1503390354293
8,2020-01-30,0,70.5024643337216,261.1932908689755,True,9,0.03252113990440626,491.1503390354293
9,2020-01-31,0,70.5024643337216,261.1932908689755,True,10,0.03806671388851945,491.1503390354293
10,2020-02-01,0,70.5024643337216,261.1932908689755,True,11,0.04455785028457983,491.1503390354293
11,2020-02-02,0,70.5024643337216,261.1932908689755,True,12,0.05215574479828477,491.1503390354293
12,2020-02-03,0,70.5024643337216,261.1932908689755,True,13,0.061049062086545786,491.1503390354293
13,2020-02-04,0,70.5024643337216,261.1932908689755,True,14,0.0714586125824812,491.1503390354293
14,2020-02-05,0,70.5024643337216,261.1932908689755,True,15,0.08364282407648578,491.1503390354293
15,2020-02-06,0,70.5024643337216,261.1932908689755,True,16,0.09790414254980022,491.1503390354293
16,2020-02-07,0,70.5024643337216,261.1932908689755,True,17,0.11459651931007732,491.1503390354293
17,2020-02-08,0,70.5024643337216,261.1932908689755,True,18,0.13413416773612402,491.1503390354293
18,2020-02-09,0,70.5024643337216,261.1932908689755,True,19,0.15700180348090365,491.1503390354293
19,2020-02-10,0,70.5024643337216,261.1932908689755,True,20,0.18376661746731537,491.1503390354293
20,2020-02-11,0,70.5024643337216,261.1932908689755,True,21,0.2150922721857867,491.1503390354293
21,2020-02-12,0,70.5024643337216,261.1932908689755,True,22,0.25175525950327454,491.1503390354293
22,2020-02-13,0,70.5024643337216,261.1932908689755,True,23,0.2946640133508239,491.1503390354293
23,2020-02-14,0,70.5024643337216,261.1932908689755,True,24,0.34488123429458317,491.1503390354293
24,2020-02-15,0,70.5024643337216,261.1932908689755,True,25,0.4036499562203328,491.1503390354293
25,2020-02-16,0,70.5024643337216,261.1932908689755,True,26,0.4724239693469165,491.1503390354293
26,2020-02-17,0,70.5024643337216,261.1932908689755,True,27,0.5529033097348608,491.1503390354293
27,2020-02-18,0,70.5024643337216,261.1932908689755,True,28,0.647075634556621,491.1503390354293
28,2020-02-19,0,70.5024643337216,261.1932908689755,True,29,0.7572644257220152,491.1503390354293
29,2020-02-20,0,70.5024643337216,261.1932908689755,True,30,0.8861851028517302,491.1503390354293
30,2020-02-21,0,70.5024643337216,261.1932908689755,True,31,1.0370102804912764,491.1503390354293
31,2020-02-22,0,70.5024643337216,261.1932908689755,True,32,1.2134455736030565,491.1503390354293
32,2020-02-23,0,70.5024643337216,261.1932908689755,True,33,1.4198175384553027,491.1503390354293
33,2020-02-24,0,70.5024643337216,261.1932908689755,True,34,1.6611755301584052,491.1503390354293
34,2020-02-25,0,70.5024643337216,261.1932908689755,True,35,1.9434094581090222,491.1503390354293
35,2020-02-26,0,70.5024643337216,261.1932908689755,True,36,2.273385618064202,491.1503390354293
36,2020-02-27,0,70.5024643337216,261.1932908689755,True,37,2.6591029615095505,491.1503390354293
37,2020-02-28,0,70.5024643337216,261.1932908689755,True,38,3.109872310183921,491.1503390354293
38,2020-02-29,0,70.5024643337216,261.1932908689755,True,39,3.6365211083866686,491.1503390354293
39,2020-03-01,0,70.5024643337216,261.1932908689755,True,40,4.2516262890359915,491.1503390354293
40,2020-03-02,0,70.5024643337216,261.1932908689755,True,41,4.969777657561813,491.1503390354293
41,2020-03-03,0,70.5024643337216,261.1932908689755,True,42,5.807873797712272,491.1503390354293
42,2020-03-04,0,70.5024643337216,261.1932908689755,True,43,6.785451778296785,491.1503390354293
43,2020-03-05,0,70.5024643337216,261.1932908689755,True,44,7.92505076339572,491.1503390354293
44,2020-03-06,0,70.5024643337216,261.1932908689755,True,45,9.252607839473477,491.1503390354293
45,2020-03-07,0,70.5024643337216,261.1932908689755,True,46,10.797881770997305,491.1503390354293
46,2020-03-08,0,70.5024643337216,261.1932908689755,True,47,12.594896741225796,491.1503390354293
47,2020-03-09,2,70.5024643337216,261.1932908689755,True,48,14.682393150847734,491.1503390354293
48,2020-03-10,10,70.5024643337216,261.1932908689755,True,49,17.1042659376312,491.1503390354293
49,2020-03-11,12,70.5024643337216,261.1932908689755,True,50,19.909962359961295,491.1503390354293
50,2020-03-12,23,70.5024643337216,261.1932908689755,True,51,23.154800539348038,491.1503390354293
51,2020-03-13,33,70.5024643337216,261.1932908689755,True,52,26.900157226377765,491.1503390354293
52,2020-03-14,38,70.5024643337216,261.1932908689755,True,53,31.213458486925767,491.1503390354293
53,2020-03-15,42,70.5024643337216,261.1932908689755,True,54,36.16789104166088,491.1503390354293
54,2020-03-16,51,70.5024643337216,261.1932908689755,True,55,41.84173631504281,491.1503390354293
55,2020-03-17,55,70.5024643337216,261.1932908689755,True,56,48.317216363806054,491.1503390354293
56,2020-03-18,59,70.5024643337216,261.1932908689755,True,57,55.678734537191524,491.1503390354293
57,2020-03-19,64,70.5024643337216,261.1932908689755,True,58,64.01039914499613,491.1503390354293
58,2020-03-20,70,70.5024643337216,261.1932908689755,True,59,73.39274196064095,491.1503390354293
59,2020-03-21,76,70.5024643337216,261.1932908689755,True,60,83.89859195009463,491.1503390354293
60,2020-03-22,89,70.5024643337216,261.1932908689755,True,61,95.58814409765907,491.1503390354293
61,2020-03-23,104,70.5024643337216,261.1932908689755,True,62,108.50337613626999,491.1503390354293
62,2020-03-24,123,70.5024643337216,261.1932908689755,True,63,122.66210842175245,491.1503390354293
63,2020-03-25,146,70.5024643337216,261.1932908689755,True,64,138.05216041216795,491.1503390354293
64,2020-03-26,174,70.5024643337216,261.1932908689755,True,65,154.62620571977047,491.1503390354293
65,2020-03-27,186,70.5024643337216,261.1932908689755,True,66,172.29803012695774,491.1503390354293
66,2020-03-28,197,70.5024643337216,261.1932908689755,True,67,190.94091173192285,491.1503390354293
67,2020-03-29,212,70.5024643337216,261.1932908689755,True,68,210.38873369374716,491.1503390354293
68,2020-03-30,223,70.5024643337216,261.1932908689755,True,69,230.44019220200315,491.1503390354293
69,2020-03-31,243,70.5024643337216,261.1932908689755,True,70,250.86609285393848,491.1503390354293
70,2020-04-01,259,70.5024643337216,261.1932908689755,True,71,271.41929356510735,491.1503390354293
71,2020-04-02,277,70.5024643337216,261.1932908689755,True,72,291.8464377940263,491.1503390354293
72,2020-04-03,304,70.5024643337216,261.1932908689755,True,73,311.90032302469325,491.1503390354293
73,2020-04-04,333,70.5024643337216,261.1932908689755,True,74,331.3516401311418,491.1503390354293
74,2020-04-05,361,70.5024643337216,261.1932908689755,True,75,349.99892751926524,491.1503390354293
