,Report_Date,Burma_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,79.48930258425754,27.75293356729668,False,36,0.15914085218860122,0.20131854588448791
36,2020-02-27,0,79.48930258425754,27.75293356729668,False,37,0.18198587363159918,0.20131854588448791
37,2020-02-28,0,79.48930258425754,27.75293356729668,False,38,0.20809801804053968,0.20131854588448791
38,2020-02-29,0,79.48930258425754,27.75293356729668,False,39,0.23794073532511703,0.20131854588448791
39,2020-03-01,0,79.48930258425754,27.75293356729668,False,40,0.27204205373123963,0.20131854588448791
40,2020-03-02,0,79.48930258425754,27.75293356729668,False,41,0.31100322118590973,0.20131854588448791
41,2020-03-03,0,79.48930258425754,27.75293356729668,False,42,0.35550839270758705,0.20131854588448791
42,2020-03-04,0,79.48930258425754,27.75293356729668,False,43,0.4063354557621811,0.20131854588448791
43,2020-03-05,0,79.48930258425754,27.75293356729668,False,44,0.4643680817460895,0.20131854588448791
44,2020-03-06,0,79.48930258425754,27.75293356729668,False,45,0.5306090829012273,0.20131854588448791
45,2020-03-07,0,79.48930258425754,27.75293356729668,False,46,0.6061951380071049,0.20131854588448791
46,2020-03-08,0,79.48930258425754,27.75293356729668,False,47,0.6924129247390958,0.20131854588448791
47,2020-03-09,0,79.48930258425754,27.75293356729668,False,48,0.7907166586208612,0.20131854588448791
48,2020-03-10,0,79.48930258425754,27.75293356729668,False,49,0.9027469843419753,0.20131854588448791
49,2020-03-11,0,79.48930258425754,27.75293356729668,False,50,1.0303510904209978,0.20131854588448791
50,2020-03-12,0,79.48930258425754,27.75293356729668,False,51,1.1756038175600454,0.20131854588448791
51,2020-03-13,0,79.48930258425754,27.75293356729668,False,52,1.3408293986294153,0.20131854588448791
52,2020-03-14,0,79.48930258425754,27.75293356729668,False,53,1.5286232975675997,0.20131854588448791
53,2020-03-15,0,79.48930258425754,27.75293356729668,False,54,1.7418733989391197,0.20131854588448791
54,2020-03-16,0,79.48930258425754,27.75293356729668,False,55,1.983779533300654,0.20131854588448791
55,2020-03-17,0,79.48930258425754,27.75293356729668,False,56,2.257870001263856,0.20131854588448791
56,2020-03-18,0,79.48930258425754,27.75293356729668,False,57,2.568013379708344,0.20131854588448791
57,2020-03-19,0,79.48930258425754,27.75293356729668,False,58,2.918423460846299,0.20131854588448791
58,2020-03-20,0,79.48930258425754,27.75293356729668,False,59,3.3136547009869486,0.20131854588448791
59,2020-03-21,0,79.48930258425754,27.75293356729668,False,60,3.7585850652555592,0.20131854588448791
60,2020-03-22,0,79.48930258425754,27.75293356729668,False,61,4.258382688115662,0.20131854588448791
61,2020-03-23,0,79.48930258425754,27.75293356729668,False,62,4.818452389443675,0.20131854588448791
62,2020-03-24,0,79.48930258425754,27.75293356729668,False,63,5.444357879386066,0.20131854588448791
63,2020-03-25,0,79.48930258425754,27.75293356729668,False,64,6.141715566567994,0.20131854588448791
64,2020-03-26,0,79.48930258425754,27.75293356729668,False,65,6.91605639230991,0.20131854588448791
65,2020-03-27,8,79.48930258425754,27.75293356729668,False,66,7.7726532024650945,0.20131854588448791
66,2020-03-28,8,79.48930258425754,27.75293356729668,False,67,8.716312988292476,0.20131854588448791
67,2020-03-29,10,79.48930258425754,27.75293356729668,False,68,9.751135992448958,0.20131854588448791
68,2020-03-30,14,79.48930258425754,27.75293356729668,False,69,10.8802472191091,0.20131854588448791
69,2020-03-31,15,79.48930258425754,27.75293356729668,False,70,12.105510207015357,0.20131854588448791
70,2020-04-01,15,79.48930258425754,27.75293356729668,False,71,13.427237730529782,0.20131854588448791
71,2020-04-02,20,79.48930258425754,27.75293356729668,False,72,14.843918869068336,0.20131854588448791
72,2020-04-03,20,79.48930258425754,27.75293356729668,False,73,16.351985885611317,0.20131854588448791
73,2020-04-04,21,79.48930258425754,27.75293356729668,False,74,17.945646671757114,0.20131854588448791
74,2020-04-05,21,79.48930258425754,27.75293356729668,False,75,19.616808215872574,0.20131854588448791
75,2020-04-06,22,79.48930258425754,27.75293356729668,False,76,21.355112883316963,0.20131854588448791
76,2020-04-07,22,79.48930258425754,27.75293356729668,False,77,23.148101947429947,0.20131854588448791
77,2020-04-08,22,79.48930258425754,27.75293356729668,False,78,24.981510112230893,0.20131854588448791
