,Report_Date,Angola_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.23875223274818,27.316102379540233,False,1,0.008079768046174857,0.32937196170692074
1,2020-01-23,0,87.23875223274818,27.316102379540233,False,2,0.008949595347906824,0.32937196170692074
2,2020-01-24,0,87.23875223274818,27.316102379540233,False,3,0.009913046900330286,0.32937196170692074
3,2020-01-25,0,87.23875223274818,27.316102379540233,False,4,0.010980196135845216,0.32937196170692074
4,2020-01-26,0,87.23875223274818,27.316102379540233,False,5,0.012162199455622231,0.32937196170692074
5,2020-01-27,0,87.23875223274818,27.316102379540233,False,6,0.013471412458309757,0.32937196170692074
6,2020-01-28,0,87.23875223274818,27.316102379540233,False,7,0.014921518597846045,0.32937196170692074
7,2020-01-29,0,87.23875223274818,27.316102379540233,False,8,0.016527671589271882,0.32937196170692074
8,2020-01-30,0,87.23875223274818,27.316102379540233,False,9,0.01830665301906359,0.32937196170692074
9,2020-01-31,0,87.23875223274818,27.316102379540233,False,10,0.020277046767957295,0.32937196170692074
10,2020-02-01,0,87.23875223274818,27.316102379540233,False,11,0.022459432020780174,0.32937196170692074
11,2020-02-02,0,87.23875223274818,27.316102379540233,False,12,0.02487659682079416,0.32937196170692074
12,2020-02-03,0,87.23875223274818,27.316102379540233,False,13,0.027553774326928644,0.32937196170692074
13,2020-02-04,0,87.23875223274818,27.316102379540233,False,14,0.03051890415254706,0.32937196170692074
14,2020-02-05,0,87.23875223274818,27.316102379540233,False,15,0.03380292140564533,0.32937196170692074
15,2020-02-06,0,87.23875223274818,27.316102379540233,False,16,0.037440076314265124,0.32937196170692074
16,2020-02-07,0,87.23875223274818,27.316102379540233,False,17,0.04146828760910982,0.32937196170692074
17,2020-02-08,0,87.23875223274818,27.316102379540233,False,18,0.04592953314957863,0.32937196170692074
18,2020-02-09,0,87.23875223274818,27.316102379540233,False,19,0.05087028162136879,0.32937196170692074
19,2020-02-10,0,87.23875223274818,27.316102379540233,False,20,0.056341969505055725,0.32937196170692074
20,2020-02-11,0,87.23875223274818,27.316102379540233,False,21,0.06240152791713589,0.32937196170692074
21,2020-02-12,0,87.23875223274818,27.316102379540233,False,22,0.06911196435919569,0.32937196170692074
22,2020-02-13,0,87.23875223274818,27.316102379540233,False,23,0.07654300487812885,0.32937196170692074
23,2020-02-14,0,87.23875223274818,27.316102379540233,False,24,0.08477180264121215,0.32937196170692074
24,2020-02-15,0,87.23875223274818,27.316102379540233,False,25,0.093883719464313,0.32937196170692074
25,2020-02-16,0,87.23875223274818,27.316102379540233,False,26,0.10397318739869615,0.32937196170692074
26,2020-02-17,0,87.23875223274818,27.316102379540233,False,27,0.11514465807992112,0.32937196170692074
27,2020-02-18,0,87.23875223274818,27.316102379540233,False,28,0.1275136481679235,0.32937196170692074
28,2020-02-19,0,87.23875223274818,27.316102379540233,False,29,0.14120788985554922,0.32937196170692074
29,2020-02-20,0,87.23875223274818,27.316102379540233,False,30,0.15636859608635387,0.32937196170692074
30,2020-02-21,0,87.23875223274818,27.316102379540233,False,31,0.17315185079139853,0.32937196170692074
31,2020-02-22,0,87.23875223274818,27.316102379540233,False,32,0.1917301351156084,0.32937196170692074
32,2020-02-23,0,87.23875223274818,27.316102379540233,False,33,0.2122940012392449,0.32937196170692074
33,2020-02-24,0,87.23875223274818,27.316102379540233,False,34,0.23505390598611928,0.32937196170692074
34,2020-02-25,0,87.23875223274818,27.316102379540233,False,35,0.2602422169177983,0.32937196170692074
35,2020-02-26,0,87.23875223274818,27.316102379540233,False,36,0.2881154040047943,0.32937196170692074
36,2020-02-27,0,87.23875223274818,27.316102379540233,False,37,0.31895643019465025,0.32937196170692074
37,2020-02-28,0,87.23875223274818,27.316102379540233,False,38,0.3530773542045409,0.32937196170692074
38,2020-02-29,0,87.23875223274818,27.316102379540233,False,39,0.3908221585805331,0.32937196170692074
39,2020-03-01,0,87.23875223274818,27.316102379540233,False,40,0.43256981539888,0.32937196170692074
40,2020-03-02,0,87.23875223274818,27.316102379540233,False,41,0.47873760082971006,0.32937196170692074
41,2020-03-03,0,87.23875223274818,27.316102379540233,False,42,0.529784668011313,0.32937196170692074
42,2020-03-04,0,87.23875223274818,27.316102379540233,False,43,0.5862158851399176,0.32937196170692074
43,2020-03-05,0,87.23875223274818,27.316102379540233,False,44,0.6485859421828463,0.32937196170692074
44,2020-03-06,0,87.23875223274818,27.316102379540233,False,45,0.7175037249579322,0.32937196170692074
45,2020-03-07,0,87.23875223274818,27.316102379540233,False,46,0.7936369492401845,0.32937196170692074
46,2020-03-08,0,87.23875223274818,27.316102379540233,False,47,0.8777170397719984,0.32937196170692074
47,2020-03-09,0,87.23875223274818,27.316102379540233,False,48,0.9705442292421761,0.32937196170692074
48,2020-03-10,0,87.23875223274818,27.316102379540233,False,49,1.072992840101249,0.32937196170692074
49,2020-03-11,0,87.23875223274818,27.316102379540233,False,50,1.186016697103105,0.32937196170692074
50,2020-03-12,0,87.23875223274818,27.316102379540233,False,51,1.3106546002882806,0.32937196170692074
51,2020-03-13,0,87.23875223274818,27.316102379540233,False,52,1.4480357663248857,0.32937196170692074
52,2020-03-14,0,87.23875223274818,27.316102379540233,False,53,1.5993851202831668,0.32937196170692074
53,2020-03-15,0,87.23875223274818,27.316102379540233,False,54,1.7660282896672401,0.32937196170692074
