,Report_Date,Jordan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,1,66.36007271568174,208.2124378220344,True,53,37.33430772786906,406.89709921259333
53,2020-03-15,8,66.36007271568174,208.2124378220344,True,54,43.66565964190207,406.89709921259333
54,2020-03-16,17,66.36007271568174,208.2124378220344,True,55,50.92647621911537,406.89709921259333
55,2020-03-17,34,66.36007271568174,208.2124378220344,True,56,59.20288204506732,406.89709921259333
56,2020-03-18,52,66.36007271568174,208.2124378220344,True,57,68.57199372652684,406.89709921259333
57,2020-03-19,69,66.36007271568174,208.2124378220344,True,58,79.09551024382588,406.89709921259333
58,2020-03-20,85,66.36007271568174,208.2124378220344,True,59,90.81241264657403,406.89709921259333
59,2020-03-21,85,66.36007271568174,208.2124378220344,True,60,103.73127206634169,406.89709921259333
60,2020-03-22,112,66.36007271568174,208.2124378220344,True,61,117.82293636814663,406.89709921259333
61,2020-03-23,127,66.36007271568174,208.2124378220344,True,62,133.014601978738,406.89709921259333
62,2020-03-24,154,66.36007271568174,208.2124378220344,True,63,149.18639850906297,406.89709921259333
63,2020-03-25,172,66.36007271568174,208.2124378220344,True,64,166.17153621882454,406.89709921259333
64,2020-03-26,212,66.36007271568174,208.2124378220344,True,65,183.7607346850698,406.89709921259333
65,2020-03-27,235,66.36007271568174,208.2124378220344,True,66,201.71107318159122,406.89709921259333
66,2020-03-28,246,66.36007271568174,208.2124378220344,True,67,219.75867226703843,406.89709921259333
67,2020-03-29,259,66.36007271568174,208.2124378220344,True,68,237.633899787744,406.89709921259333
68,2020-03-30,268,66.36007271568174,208.2124378220344,True,69,255.07728750726776,406.89709921259333
69,2020-03-31,274,66.36007271568174,208.2124378220344,True,70,271.85419731601627,406.89709921259333
70,2020-04-01,278,66.36007271568174,208.2124378220344,True,71,287.76653379237496,406.89709921259333
71,2020-04-02,299,66.36007271568174,208.2124378220344,True,72,302.66038386363476,406.89709921259333
72,2020-04-03,310,66.36007271568174,208.2124378220344,True,73,316.4292044072783,406.89709921259333
73,2020-04-04,323,66.36007271568174,208.2124378220344,True,74,329.012881066372,406.89709921259333
74,2020-04-05,345,66.36007271568174,208.2124378220344,True,75,340.3934960965546,406.89709921259333
75,2020-04-06,349,66.36007271568174,208.2124378220344,True,76,350.5889011132434,406.89709921259333
76,2020-04-07,353,66.36007271568174,208.2124378220344,True,77,359.64520511213243,406.89709921259333
77,2020-04-08,358,66.36007271568174,208.2124378220344,True,78,367.62912607993997,406.89709921259333
