,Report_Date,Jordan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.36007271568174,208.2124378220344,True,1,0.004953110430967829,406.89709921259333
1,2020-01-23,0,66.36007271568174,208.2124378220344,True,2,0.005891468282472339,406.89709921259333
2,2020-01-24,0,66.36007271568174,208.2124378220344,True,3,0.007007593347583509,406.89709921259333
3,2020-01-25,0,66.36007271568174,208.2124378220344,True,4,0.008335161497211351,406.89709921259333
4,2020-01-26,0,66.36007271568174,208.2124378220344,True,5,0.009914227578261027,406.89709921259333
5,2020-01-27,0,66.36007271568174,208.2124378220344,True,6,0.011792433523313599,406.89709921259333
6,2020-01-28,0,66.36007271568174,208.2124378220344,True,7,0.014026445174782985,406.89709921259333
7,2020-01-29,0,66.36007271568174,208.2124378220344,True,8,0.016683661086124593,406.89709921259333
8,2020-01-30,0,66.36007271568174,208.2124378220344,True,9,0.019844244730780343,406.89709921259333
9,2020-01-31,0,66.36007271568174,208.2124378220344,True,10,0.023603541253492087,406.89709921259333
10,2020-02-01,0,66.36007271568174,208.2124378220344,True,11,0.02807495142455163,406.89709921259333
11,2020-02-02,0,66.36007271568174,208.2124378220344,True,12,0.033393349143849956,406.89709921259333
12,2020-02-03,0,66.36007271568174,208.2124378220344,True,13,0.039719145087894626,406.89709921259333
13,2020-02-04,0,66.36007271568174,208.2124378220344,True,14,0.047243118370666436,406.89709921259333
14,2020-02-05,0,66.36007271568174,208.2124378220344,True,15,0.05619216095333985,406.89709921259333
15,2020-02-06,0,66.36007271568174,208.2124378220344,True,16,0.06683610664074878,406.89709921259333
16,2020-02-07,0,66.36007271568174,208.2124378220344,True,17,0.07949584860861901,406.89709921259333
17,2020-02-08,0,66.36007271568174,208.2124378220344,True,18,0.09455298740855848,406.89709921259333
18,2020-02-09,0,66.36007271568174,208.2124378220344,True,19,0.11246129633800869,406.89709921259333
19,2020-02-10,0,66.36007271568174,208.2124378220344,True,20,0.13376034414568821,406.89709921259333
20,2020-02-11,0,66.36007271568174,208.2124378220344,True,21,0.15909167765919122,406.89709921259333
21,2020-02-12,0,66.36007271568174,208.2124378220344,True,22,0.1892180406603732,406.89709921259333
22,2020-02-13,0,66.36007271568174,208.2124378220344,True,23,0.22504619199855103,406.89709921259333
23,2020-02-14,0,66.36007271568174,208.2124378220344,True,24,0.26765398754062003,406.89709921259333
24,2020-02-15,0,66.36007271568174,208.2124378220344,True,25,0.31832250933717554,406.89709921259333
25,2020-02-16,0,66.36007271568174,208.2124378220344,True,26,0.37857416373592284,406.89709921259333
26,2020-02-17,0,66.36007271568174,208.2124378220344,True,27,0.45021783060824017,406.89709921259333
27,2020-02-18,0,66.36007271568174,208.2124378220344,True,28,0.5354023308727034,406.89709921259333
28,2020-02-19,0,66.36007271568174,208.2124378220344,True,29,0.6366796913978462,406.89709921259333
29,2020-02-20,0,66.36007271568174,208.2124378220344,True,30,0.7570799269328099,406.89709921259333
30,2020-02-21,0,66.36007271568174,208.2124378220344,True,31,0.9001993287606256,406.89709921259333
31,2020-02-22,0,66.36007271568174,208.2124378220344,True,32,1.070304548439275,406.89709921259333
32,2020-02-23,0,66.36007271568174,208.2124378220344,True,33,1.2724550887599648,406.89709921259333
33,2020-02-24,0,66.36007271568174,208.2124378220344,True,34,1.5126471552612635,406.89709921259333
34,2020-02-25,0,66.36007271568174,208.2124378220344,True,35,1.7979821664885143,406.89709921259333
35,2020-02-26,0,66.36007271568174,208.2124378220344,True,36,2.136863546894052,406.89709921259333
36,2020-02-27,0,66.36007271568174,208.2124378220344,True,37,2.539225697200731,406.89709921259333
37,2020-02-28,0,66.36007271568174,208.2124378220344,True,38,3.016799199526185,406.89709921259333
38,2020-02-29,0,66.36007271568174,208.2124378220344,True,39,3.583416290056683,406.89709921259333
39,2020-03-01,0,66.36007271568174,208.2124378220344,True,40,4.255360308449873,406.89709921259333
40,2020-03-02,0,66.36007271568174,208.2124378220344,True,41,5.051762053953175,406.89709921259333
41,2020-03-03,1,66.36007271568174,208.2124378220344,True,42,5.9950445299441775,406.89709921259333
42,2020-03-04,1,66.36007271568174,208.2124378220344,True,43,7.111415156975305,406.89709921259333
43,2020-03-05,1,66.36007271568174,208.2124378220344,True,44,8.431400811581158,406.89709921259333
44,2020-03-06,1,66.36007271568174,208.2124378220344,True,45,9.990415544533548,406.89709921259333
45,2020-03-07,1,66.36007271568174,208.2124378220344,True,46,11.829343000209457,406.89709921259333
46,2020-03-08,1,66.36007271568174,208.2124378220344,True,47,13.99510478892286,406.89709921259333
47,2020-03-09,1,66.36007271568174,208.2124378220344,True,48,16.541171752161304,406.89709921259333
48,2020-03-10,1,66.36007271568174,208.2124378220344,True,49,19.52795673858953,406.89709921259333
49,2020-03-11,1,66.36007271568174,208.2124378220344,True,50,23.023005070999957,406.89709921259333
50,2020-03-12,1,66.36007271568174,208.2124378220344,True,51,27.100872942578242,406.89709921259333
51,2020-03-13,1,66.36007271568174,208.2124378220344,True,52,31.84255636794386,406.89709921259333
