,Report_Date,Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.56436717316463,15.166776559034929,False,1,0.00035120471623955343,0.01211757869543969
1,2020-01-23,0,78.56436717316463,15.166776559034929,False,2,0.0004066320716006889,0.01211757869543969
2,2020-01-24,0,78.56436717316463,15.166776559034929,False,3,0.0004708068722444645,0.01211757869543969
3,2020-01-25,0,78.56436717316463,15.166776559034929,False,4,0.0005451095779760118,0.01211757869543969
4,2020-01-26,0,78.56436717316463,15.166776559034929,False,5,0.0006311384872352698,0.01211757869543969
5,2020-01-27,0,78.56436717316463,15.166776559034929,False,6,0.0007307441069992626,0.01211757869543969
6,2020-01-28,0,78.56436717316463,15.166776559034929,False,7,0.0008460689436345808,0.01211757869543969
7,2020-01-29,0,78.56436717316463,15.166776559034929,False,8,0.0009795935690907987,0.01211757869543969
8,2020-01-30,0,78.56436717316463,15.166776559034929,False,9,0.0011341899512734102,0.01211757869543969
9,2020-01-31,0,78.56436717316463,15.166776559034929,False,10,0.0013131831929673729,0.01211757869543969
10,2020-02-01,0,78.56436717316463,15.166776559034929,False,11,0.0015204230035814692,0.01211757869543969
11,2020-02-02,0,78.56436717316463,15.166776559034929,False,12,0.001760366436033778,0.01211757869543969
12,2020-02-03,0,78.56436717316463,15.166776559034929,False,13,0.002038173661660439,0.01211757869543969
13,2020-02-04,0,78.56436717316463,15.166776559034929,False,14,0.0023598188341246527,0.01211757869543969
14,2020-02-05,0,78.56436717316463,15.166776559034929,False,15,0.0027322184147068173,0.01211757869543969
15,2020-02-06,0,78.56436717316463,15.166776559034929,False,16,0.003163379702707495,0.01211757869543969
16,2020-02-07,0,78.56436717316463,15.166776559034929,False,17,0.0036625727436108983,0.01211757869543969
17,2020-02-08,0,78.56436717316463,15.166776559034929,False,18,0.004240529282868607,0.01211757869543969
18,2020-02-09,0,78.56436717316463,15.166776559034929,False,19,0.004909673004659757,0.01211757869543969
19,2020-02-10,0,78.56436717316463,15.166776559034929,False,20,0.005684385954168916,0.01211757869543969
20,2020-02-11,0,78.56436717316463,15.166776559034929,False,21,0.006581316801784732,0.01211757869543969
21,2020-02-12,0,78.56436717316463,15.166776559034929,False,22,0.007619737482910851,0.01211757869543969
22,2020-02-13,0,78.56436717316463,15.166776559034929,False,23,0.008821955754488067,0.01211757869543969
23,2020-02-14,0,78.56436717316463,15.166776559034929,False,24,0.010213792367663777,0.01211757869543969
24,2020-02-15,0,78.56436717316463,15.166776559034929,False,25,0.011825132886402221,0.01211757869543969
25,2020-02-16,0,78.56436717316463,15.166776559034929,False,26,0.013690565707705016,0.01211757869543969
26,2020-02-17,0,78.56436717316463,15.166776559034929,False,27,0.01585011958648286,0.01211757869543969
27,2020-02-18,0,78.56436717316463,15.166776559034929,False,28,0.018350115965422294,0.01211757869543969
28,2020-02-19,0,78.56436717316463,15.166776559034929,False,29,0.021244153688161283,0.01211757869543969
29,2020-02-20,0,78.56436717316463,15.166776559034929,False,30,0.02459424626539496,0.01211757869543969
30,2020-02-21,0,78.56436717316463,15.166776559034929,False,31,0.028472134802123947,0.01211757869543969
31,2020-02-22,0,78.56436717316463,15.166776559034929,False,32,0.032960803014275245,0.01211757869543969
32,2020-02-23,0,78.56436717316463,15.166776559034929,False,33,0.03815622449705295,0.01211757869543969
33,2020-02-24,0,78.56436717316463,15.166776559034929,False,34,0.04416937658436657,0.01211757869543969
34,2020-02-25,0,78.56436717316463,15.166776559034929,False,35,0.05112855977982055,0.01211757869543969
35,2020-02-26,0,78.56436717316463,15.166776559034929,False,36,0.05918206685379658,0.01211757869543969
36,2020-02-27,0,78.56436717316463,15.166776559034929,False,37,0.06850125127737826,0.01211757869543969
37,2020-02-28,0,78.56436717316463,15.166776559034929,False,38,0.07928405066238277,0.01211757869543969
38,2020-02-29,0,78.56436717316463,15.166776559034929,False,39,0.09175902721551056,0.01211757869543969
39,2020-03-01,0,78.56436717316463,15.166776559034929,False,40,0.1061899937518298,0.01211757869543969
40,2020-03-02,0,78.56436717316463,15.166776559034929,False,41,0.12288130032372083,0.01211757869543969
41,2020-03-03,0,78.56436717316463,15.166776559034929,False,42,0.14218386266771488,0.01211757869543969
42,2020-03-04,0,78.56436717316463,15.166776559034929,False,43,0.16450201896188385,0.01211757869543969
