,Report_Date,Turkey_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,86.44153266568914,71410.09280715171,False,35,150.94548757766717,142820.18561430345
35,2020-02-26,0,86.44153266568914,71410.09280715171,False,36,172.42384022758225,142820.18561430345
36,2020-02-27,0,86.44153266568914,71410.09280715171,False,37,196.95417402974275,142820.18561430345
37,2020-02-28,0,86.44153266568914,71410.09280715171,False,38,224.96887681258013,142820.18561430345
38,2020-02-29,0,86.44153266568914,71410.09280715171,False,39,256.9612032032932,142820.18561430345
39,2020-03-01,0,86.44153266568914,71410.09280715171,False,40,293.4937235343894,142820.18561430345
40,2020-03-02,0,86.44153266568914,71410.09280715171,False,41,335.207909154441,142820.18561430345
41,2020-03-03,0,86.44153266568914,71410.09280715171,False,42,382.8349958166699,142820.18561430345
42,2020-03-04,0,86.44153266568914,71410.09280715171,False,43,437.20828097897345,142820.18561430345
43,2020-03-05,0,86.44153266568914,71410.09280715171,False,44,499.27702526009995,142820.18561430345
44,2020-03-06,0,86.44153266568914,71410.09280715171,False,45,570.1221424903777,142820.18561430345
45,2020-03-07,0,86.44153266568914,71410.09280715171,False,46,650.9738760991203,142820.18561430345
46,2020-03-08,0,86.44153266568914,71410.09280715171,False,47,743.2316710548367,142820.18561430345
47,2020-03-09,0,86.44153266568914,71410.09280715171,False,48,848.4864589328198,142820.18561430345
48,2020-03-10,0,86.44153266568914,71410.09280715171,False,49,968.5455771980721,142820.18561430345
49,2020-03-11,1,86.44153266568914,71410.09280715171,False,50,1105.4605401685985,142820.18561430345
50,2020-03-12,1,86.44153266568914,71410.09280715171,False,51,1261.5578653700697,142820.18561430345
51,2020-03-13,5,86.44153266568914,71410.09280715171,False,52,1439.4731312451884,142820.18561430345
52,2020-03-14,5,86.44153266568914,71410.09280715171,False,53,1642.1883955231108,142820.18561430345
53,2020-03-15,6,86.44153266568914,71410.09280715171,False,54,1873.0730318142625,142820.18561430345
54,2020-03-16,18,86.44153266568914,71410.09280715171,False,55,2135.927937544734,142820.18561430345
55,2020-03-17,47,86.44153266568914,71410.09280715171,False,56,2435.032919914567,142820.18561430345
56,2020-03-18,98,86.44153266568914,71410.09280715171,False,57,2775.1968671302643,142820.18561430345
57,2020-03-19,192,86.44153266568914,71410.09280715171,False,58,3161.8100469418414,142820.18561430345
58,2020-03-20,359,86.44153266568914,71410.09280715171,False,59,3600.8975291812494,142820.18561430345
59,2020-03-21,670,86.44153266568914,71410.09280715171,False,60,4099.172288227129,142820.18561430345
60,2020-03-22,1236,86.44153266568914,71410.09280715171,False,61,4664.085989842099,142820.18561430345
61,2020-03-23,1529,86.44153266568914,71410.09280715171,False,62,5303.874791212508,142820.18561430345
62,2020-03-24,1872,86.44153266568914,71410.09280715171,False,63,6027.59667445127,142820.18561430345
63,2020-03-25,2433,86.44153266568914,71410.09280715171,False,64,6845.155892167981,142820.18561430345
64,2020-03-26,3629,86.44153266568914,71410.09280715171,False,65,7767.309043160053,142820.18561430345
65,2020-03-27,5698,86.44153266568914,71410.09280715171,False,66,8805.646152757561,142820.18561430345
66,2020-03-28,7402,86.44153266568914,71410.09280715171,False,67,9972.538972645747,142820.18561430345
67,2020-03-29,9217,86.44153266568914,71410.09280715171,False,68,11281.047647087455,142820.18561430345
68,2020-03-30,10827,86.44153266568914,71410.09280715171,False,69,12744.776075956977,142820.18561430345
69,2020-03-31,13531,86.44153266568914,71410.09280715171,False,70,14377.665959178938,142820.18561430345
70,2020-04-01,15679,86.44153266568914,71410.09280715171,False,71,16193.719913297009,142820.18561430345
71,2020-04-02,18135,86.44153266568914,71410.09280715171,False,72,18206.645543394225,142820.18561430345
72,2020-04-03,20921,86.44153266568914,71410.09280715171,False,73,20429.415293780916,142820.18561430345
73,2020-04-04,23934,86.44153266568914,71410.09280715171,False,74,22873.74162669123,142820.18561430345
74,2020-04-05,27069,86.44153266568914,71410.09280715171,False,75,25549.4738250695,142820.18561430345
75,2020-04-06,30217,86.44153266568914,71410.09280715171,False,76,28463.93150870197,142820.18561430345
76,2020-04-07,34109,86.44153266568914,71410.09280715171,False,77,31621.200481951968,142820.18561430345
77,2020-04-08,38226,86.44153266568914,71410.09280715171,False,78,35021.4280296969,142820.18561430345
