,Report_Date,Syrian Arab Republic_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.1314517455567,21.52750795331654,False,1,0.0004988999228359253,0.04478840855033504
1,2020-01-23,0,78.1314517455567,21.52750795331654,False,2,0.0005781058351486247,0.04478840855033504
2,2020-01-24,0,78.1314517455567,21.52750795331654,False,3,0.0006698863714437907,0.04478840855033504
3,2020-01-25,0,78.1314517455567,21.52750795331654,False,4,0.0007762377950373811,0.04478840855033504
4,2020-01-26,0,78.1314517455567,21.52750795331654,False,5,0.0008994732596948124,0.04478840855033504
5,2020-01-27,0,78.1314517455567,21.52750795331654,False,6,0.0010422731055178462,0.04478840855033504
6,2020-01-28,0,78.1314517455567,21.52750795331654,False,7,0.001207743134942026,0.04478840855033504
7,2020-01-29,0,78.1314517455567,21.52750795331654,False,8,0.0013994821340699752,0.04478840855033504
8,2020-01-30,0,78.1314517455567,21.52750795331654,False,9,0.0016216601048467832,0.04478840855033504
9,2020-01-31,0,78.1314517455567,21.52750795331654,False,10,0.001879108905459645,0.04478840855033504
10,2020-02-01,0,78.1314517455567,21.52750795331654,False,11,0.0021774272647617074,0.04478840855033504
11,2020-02-02,0,78.1314517455567,21.52750795331654,False,12,0.0025231024471882744,0.04478840855033504
12,2020-02-03,0,78.1314517455567,21.52750795331654,False,13,0.0029236512041351326,0.04478840855033504
13,2020-02-04,0,78.1314517455567,21.52750795331654,False,14,0.0033877830636892484,0.04478840855033504
14,2020-02-05,0,78.1314517455567,21.52750795331654,False,15,0.0039255894916738875,0.04478840855033504
15,2020-02-06,0,78.1314517455567,21.52750795331654,False,16,0.004548763013235264,0.04478840855033504
16,2020-02-07,0,78.1314517455567,21.52750795331654,False,17,0.005270851027189378,0.04478840855033504
17,2020-02-08,0,78.1314517455567,21.52750795331654,False,18,0.0061075497882913665,0.04478840855033504
18,2020-02-09,0,78.1314517455567,21.52750795331654,False,19,0.007077044890625808,0.04478840855033504
19,2020-02-10,0,78.1314517455567,21.52750795331654,False,20,0.00820040557573984,0.04478840855033504
20,2020-02-11,0,78.1314517455567,21.52750795331654,False,21,0.009502041331659102,0.04478840855033504
21,2020-02-12,0,78.1314517455567,21.52750795331654,False,22,0.011010230565928824,0.04478840855033504
22,2020-02-13,0,78.1314517455567,21.52750795331654,False,23,0.01275773265265384,0.04478840855033504
23,2020-02-14,0,78.1314517455567,21.52750795331654,False,24,0.014782496398739091,0.04478840855033504
24,2020-02-15,0,78.1314517455567,21.52750795331654,False,25,0.017128479980185646,0.04478840855033504
25,2020-02-16,0,78.1314517455567,21.52750795331654,False,26,0.01984659970105326,0.04478840855033504
26,2020-02-17,0,78.1314517455567,21.52750795331654,False,27,0.022995827564980437,0.04478840855033504
27,2020-02-18,0,78.1314517455567,21.52750795331654,False,28,0.02664446066506783,0.04478840855033504
28,2020-02-19,0,78.1314517455567,21.52750795331654,False,29,0.030871588839007372,0.04478840855033504
29,2020-02-20,0,78.1314517455567,21.52750795331654,False,30,0.0357687909519163,0.04478840855033504
30,2020-02-21,0,78.1314517455567,21.52750795331654,False,31,0.04144209461048308,0.04478840855033504
31,2020-02-22,0,78.1314517455567,21.52750795331654,False,32,0.0480142391298108,0.04478840855033504
32,2020-02-23,0,78.1314517455567,21.52750795331654,False,33,0.05562728721712229,0.04478840855033504
33,2020-02-24,0,78.1314517455567,21.52750795331654,False,34,0.06444563714598658,0.04478840855033504
34,2020-02-25,0,78.1314517455567,21.52750795331654,False,35,0.07465949420029397,0.04478840855033504
35,2020-02-26,0,78.1314517455567,21.52750795331654,False,36,0.08648886787776461,0.04478840855033504
36,2020-02-27,0,78.1314517455567,21.52750795331654,False,37,0.10018816973557357,0.04478840855033504
37,2020-02-28,0,78.1314517455567,21.52750795331654,False,38,0.11605149576587381,0.04478840855033504
38,2020-02-29,0,78.1314517455567,21.52750795331654,False,39,0.13441868666873755,0.04478840855033504
39,2020-03-01,0,78.1314517455567,21.52750795331654,False,40,0.1556822691103838,0.04478840855033504
40,2020-03-02,0,78.1314517455567,21.52750795331654,False,41,0.18029539064822386,0.04478840855033504
41,2020-03-03,0,78.1314517455567,21.52750795331654,False,42,0.20878086992173975,0.04478840855033504
42,2020-03-04,0,78.1314517455567,21.52750795331654,False,43,0.24174149115440116,0.04478840855033504
43,2020-03-05,0,78.1314517455567,21.52750795331654,False,44,0.2798716768649416,0.04478840855033504
44,2020-03-06,0,78.1314517455567,21.52750795331654,False,45,0.3239706733958658,0.04478840855033504
45,2020-03-07,0,78.1314517455567,21.52750795331654,False,46,0.37495737832781484,0.04478840855033504
46,2020-03-08,0,78.1314517455567,21.52750795331654,False,47,0.43388692424855496,0.04478840855033504
47,2020-03-09,0,78.1314517455567,21.52750795331654,False,48,0.501969105989302,0.04478840855033504
48,2020-03-10,0,78.1314517455567,21.52750795331654,False,49,0.5805886935521829,0.04478840855033504
49,2020-03-11,0,78.1314517455567,21.52750795331654,False,50,0.6713276044684039,0.04478840855033504
50,2020-03-12,0,78.1314517455567,21.52750795331654,False,51,0.7759888097122761,0.04478840855033504
51,2020-03-13,0,78.1314517455567,21.52750795331654,False,52,0.8966217074203094,0.04478840855033504
52,2020-03-14,0,78.1314517455567,21.52750795331654,False,53,1.0355485078106488,0.04478840855033504
53,2020-03-15,0,78.1314517455567,21.52750795331654,False,54,1.195390918822685,0.04478840855033504
54,2020-03-16,0,78.1314517455567,21.52750795331654,False,55,1.3790960923975226,0.04478840855033504
55,2020-03-17,0,78.1314517455567,21.52750795331654,False,56,1.589960373939896,0.04478840855033504
56,2020-03-18,0,78.1314517455567,21.52750795331654,False,57,1.831648883159951,0.04478840855033504
57,2020-03-19,0,78.1314517455567,21.52750795331654,False,58,2.1082083403899103,0.04478840855033504
58,2020-03-20,0,78.1314517455567,21.52750795331654,False,59,2.4240698473293567,0.04478840855033504
59,2020-03-21,0,78.1314517455567,21.52750795331654,False,60,2.784037562285466,0.04478840855033504
60,2020-03-22,1,78.1314517455567,21.52750795331654,False,61,3.1932584321663815,0.04478840855033504
61,2020-03-23,1,78.1314517455567,21.52750795331654,False,62,3.65716744944708,0.04478840855033504
62,2020-03-24,1,78.1314517455567,21.52750795331654,False,63,4.181402432806648,0.04478840855033504
63,2020-03-25,5,78.1314517455567,21.52750795331654,False,64,4.771682281033084,0.04478840855033504
64,2020-03-26,5,78.1314517455567,21.52750795331654,False,65,5.433643271298795,0.04478840855033504
65,2020-03-27,5,78.1314517455567,21.52750795331654,False,66,6.172629553890047,0.04478840855033504
66,2020-03-28,5,78.1314517455567,21.52750795331654,False,67,6.993436825029439,0.04478840855033504
67,2020-03-29,9,78.1314517455567,21.52750795331654,False,68,7.90001245858196,0.04478840855033504
68,2020-03-30,10,78.1314517455567,21.52750795331654,False,69,8.895121198923004,0.04478840855033504
69,2020-03-31,10,78.1314517455567,21.52750795331654,False,70,9.979992622548517,0.04478840855033504
70,2020-04-01,10,78.1314517455567,21.52750795331654,False,71,11.153974316014782,0.04478840855033504
71,2020-04-02,16,78.1314517455567,21.52750795331654,False,72,12.41422196401217,0.04478840855033504
72,2020-04-03,16,78.1314517455567,21.52750795331654,False,73,13.755462729367583,0.04478840855033504
73,2020-04-04,16,78.1314517455567,21.52750795331654,False,74,15.169869649269174,0.04478840855033504
74,2020-04-05,19,78.1314517455567,21.52750795331654,False,75,16.647080661819952,0.04478840855033504
75,2020-04-06,19,78.1314517455567,21.52750795331654,False,76,18.17438542569056,0.04478840855033504
76,2020-04-07,19,78.1314517455567,21.52750795331654,False,77,19.737086660580097,0.04478840855033504
77,2020-04-08,19,78.1314517455567,21.52750795331654,False,78,21.319022220267048,0.04478840855033504
