,Report_Date,Malta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,69.37340137540049,173.21590222760133,True,36,2.21988920614151,326.8533411148302
36,2020-02-27,0,69.37340137540049,173.21590222760133,True,37,2.5793688193416138,326.8533411148302
37,2020-02-28,0,69.37340137540049,173.21590222760133,True,38,2.9965542910153284,326.8533411148302
38,2020-02-29,0,69.37340137540049,173.21590222760133,True,39,3.480532078993018,326.8533411148302
39,2020-03-01,0,69.37340137540049,173.21590222760133,True,40,4.041757886092337,326.8533411148302
40,2020-03-02,0,69.37340137540049,173.21590222760133,True,41,4.692241581340428,326.8533411148302
41,2020-03-03,0,69.37340137540049,173.21590222760133,True,42,5.445749539266019,326.8533411148302
42,2020-03-04,0,69.37340137540049,173.21590222760133,True,43,6.318023191350143,326.8533411148302
43,2020-03-05,0,69.37340137540049,173.21590222760133,True,44,7.327011201556623,326.8533411148302
44,2020-03-06,0,69.37340137540049,173.21590222760133,True,45,8.493110778219455,326.8533411148302
45,2020-03-07,3,69.37340137540049,173.21590222760133,True,46,9.839411092425852,326.8533411148302
46,2020-03-08,3,69.37340137540049,173.21590222760133,True,47,11.391928456981166,326.8533411148302
47,2020-03-09,3,69.37340137540049,173.21590222760133,True,48,13.17981870702859,326.8533411148302
48,2020-03-10,5,69.37340137540049,173.21590222760133,True,49,15.235547024163841,326.8533411148302
49,2020-03-11,6,69.37340137540049,173.21590222760133,True,50,17.594989245022848,326.8533411148302
50,2020-03-12,6,69.37340137540049,173.21590222760133,True,51,20.297431610015934,326.8533411148302
51,2020-03-13,12,69.37340137540049,173.21590222760133,True,52,23.385428268173584,326.8533411148302
52,2020-03-14,18,69.37340137540049,173.21590222760133,True,53,26.90446830382982,326.8533411148302
53,2020-03-15,21,69.37340137540049,173.21590222760133,True,54,30.902397661483697,326.8533411148302
54,2020-03-16,30,69.37340137540049,173.21590222760133,True,55,35.428537721371235,326.8533411148302
55,2020-03-17,38,69.37340137540049,173.21590222760133,True,56,40.53244361728061,326.8533411148302
56,2020-03-18,38,69.37340137540049,173.21590222760133,True,57,46.2622544305348,326.8533411148302
57,2020-03-19,53,69.37340137540049,173.21590222760133,True,58,52.66260718293653,326.8533411148302
58,2020-03-20,64,69.37340137540049,173.21590222760133,True,59,59.77211990843363,326.8533411148302
59,2020-03-21,73,69.37340137540049,173.21590222760133,True,60,67.62049773495032,326.8533411148302
60,2020-03-22,90,69.37340137540049,173.21590222760133,True,61,76.22537927999161,326.8533411148302
61,2020-03-23,107,69.37340137540049,173.21590222760133,True,62,85.58911451887435,326.8533411148302
62,2020-03-24,110,69.37340137540049,173.21590222760133,True,63,95.69574060434135,326.8533411148302
63,2020-03-25,129,69.37340137540049,173.21590222760133,True,64,106.50848485282484,326.8533411148302
64,2020-03-26,134,69.37340137540049,173.21590222760133,True,65,117.96815652261508,326.8533411148302
65,2020-03-27,139,69.37340137540049,173.21590222760133,True,66,129.9927730613133,326.8533411148302
66,2020-03-28,149,69.37340137540049,173.21590222760133,True,67,142.4786891797835,326.8533411148302
67,2020-03-29,151,69.37340137540049,173.21590222760133,True,68,155.3033564240714,326.8533411148302
68,2020-03-30,156,69.37340137540049,173.21590222760133,True,69,168.32965040221512,326.8533411148302
69,2020-03-31,169,69.37340137540049,173.21590222760133,True,70,181.41149204573742,326.8533411148302
70,2020-04-01,188,69.37340137540049,173.21590222760133,True,71,194.40029873453557,326.8533411148302
71,2020-04-02,196,69.37340137540049,173.21590222760133,True,72,207.1516720400942,326.8533411148302
72,2020-04-03,202,69.37340137540049,173.21590222760133,True,73,219.5316911274548,326.8533411148302
73,2020-04-04,213,69.37340137540049,173.21590222760133,True,74,231.42224349006685,326.8533411148302
74,2020-04-05,227,69.37340137540049,173.21590222760133,True,75,242.72497280700696,326.8533411148302
75,2020-04-06,241,69.37340137540049,173.21590222760133,True,76,253.36362346338058,326.8533411148302
76,2020-04-07,293,69.37340137540049,173.21590222760133,True,77,263.2847704610025,326.8533411148302
77,2020-04-08,299,69.37340137540049,173.21590222760133,True,78,272.4571035488972,326.8533411148302
