,Report_Date,UK_montserrat_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,71.45973588864211,5.474836458670885,True,24,0.005229510164470834,10.237047713236663
24,2020-02-15,0,71.45973588864211,5.474836458670885,True,25,0.006143193931138077,10.237047713236663
25,2020-02-16,0,71.45973588864211,5.474836458670885,True,26,0.007216408427739971,10.237047713236663
26,2020-02-17,0,71.45973588864211,5.474836458670885,True,27,0.00847696800590979,10.237047713236663
27,2020-02-18,0,71.45973588864211,5.474836458670885,True,28,0.009957521294673451,10.237047713236663
28,2020-02-19,0,71.45973588864211,5.474836458670885,True,29,0.01169638565658892,10.237047713236663
29,2020-02-20,0,71.45973588864211,5.474836458670885,True,30,0.013738523490132258,10.237047713236663
30,2020-02-21,0,71.45973588864211,5.474836458670885,True,31,0.01613668365512565,10.237047713236663
31,2020-02-22,0,71.45973588864211,5.474836458670885,True,32,0.01895273479652285,10.237047713236663
32,2020-02-23,0,71.45973588864211,5.474836458670885,True,33,0.022259221239543114,10.237047713236663
33,2020-02-24,0,71.45973588864211,5.474836458670885,True,34,0.026141176417751887,10.237047713236663
34,2020-02-25,0,71.45973588864211,5.474836458670885,True,35,0.030698233437606293,10.237047713236663
35,2020-02-26,0,71.45973588864211,5.474836458670885,True,36,0.03604707729645269,10.237047713236663
36,2020-02-27,0,71.45973588864211,5.474836458670885,True,37,0.04232428830972302,10.237047713236663
37,2020-02-28,0,71.45973588864211,5.474836458670885,True,38,0.04968963122864412,10.237047713236663
38,2020-02-29,0,71.45973588864211,5.474836458670885,True,39,0.058329848974143846,10.237047713236663
39,2020-03-01,0,71.45973588864211,5.474836458670885,True,40,0.06846302332891217,10.237047713236663
40,2020-03-02,0,71.45973588864211,5.474836458670885,True,41,0.08034356652759765,10.237047713236663
41,2020-03-03,0,71.45973588864211,5.474836458670885,True,42,0.09426790634936195,10.237047713236663
42,2020-03-04,0,71.45973588864211,5.474836458670885,True,43,0.11058092150430777,10.237047713236663
43,2020-03-05,0,71.45973588864211,5.474836458670885,True,44,0.12968317172182933,10.237047713236663
44,2020-03-06,0,71.45973588864211,5.474836458670885,True,45,0.15203894520905264,10.237047713236663
45,2020-03-07,0,71.45973588864211,5.474836458670885,True,46,0.17818511142346297,10.237047713236663
46,2020-03-08,0,71.45973588864211,5.474836458670885,True,47,0.20874071478580325,10.237047713236663
47,2020-03-09,0,71.45973588864211,5.474836458670885,True,48,0.2444171693633973,10.237047713236663
48,2020-03-10,0,71.45973588864211,5.474836458670885,True,49,0.2860288089403796,10.237047713236663
49,2020-03-11,0,71.45973588864211,5.474836458670885,True,50,0.33450340369448744,10.237047713236663
50,2020-03-12,0,71.45973588864211,5.474836458670885,True,51,0.39089206612224975,10.237047713236663
51,2020-03-13,0,71.45973588864211,5.474836458670885,True,52,0.4563777280338088,10.237047713236663
52,2020-03-14,0,71.45973588864211,5.474836458670885,True,53,0.532281073466996,10.237047713236663
53,2020-03-15,0,71.45973588864211,5.474836458670885,True,54,0.6200624614722092,10.237047713236663
54,2020-03-16,0,71.45973588864211,5.474836458670885,True,55,0.7213179808770134,10.237047713236663
55,2020-03-17,0,71.45973588864211,5.474836458670885,True,56,0.8377673762699218,10.237047713236663
56,2020-03-18,1,71.45973588864211,5.474836458670885,True,57,0.9712312248083518,10.237047713236663
57,2020-03-19,1,71.45973588864211,5.474836458670885,True,58,1.1235945131548533,10.237047713236663
58,2020-03-20,1,71.45973588864211,5.474836458670885,True,59,1.2967537859279217,10.237047713236663
59,2020-03-21,1,71.45973588864211,5.474836458670885,True,60,1.4925454700355498,10.237047713236663
60,2020-03-22,1,71.45973588864211,5.474836458670885,True,61,1.7126540030033133,10.237047713236663
61,2020-03-23,1,71.45973588864211,5.474836458670885,True,62,1.9585001754387215,10.237047713236663
62,2020-03-24,1,71.45973588864211,5.474836458670885,True,63,2.2311127348544346,10.237047713236663
63,2020-03-25,1,71.45973588864211,5.474836458670885,True,64,2.5309897344672434,10.237047713236663
64,2020-03-26,5,71.45973588864211,5.474836458670885,True,65,2.8579600474199154,10.237047713236663
65,2020-03-27,5,71.45973588864211,5.474836458670885,True,66,3.2110592952546386,10.237047713236663
66,2020-03-28,5,71.45973588864211,5.474836458670885,True,67,3.5884372468844137,10.237047713236663
67,2020-03-29,5,71.45973588864211,5.474836458670885,True,68,3.9873144459754624,10.237047713236663
68,2020-03-30,5,71.45973588864211,5.474836458670885,True,69,4.40400344365785,10.237047713236663
69,2020-03-31,5,71.45973588864211,5.474836458670885,True,70,4.834004068551015,10.237047713236663
70,2020-04-01,5,71.45973588864211,5.474836458670885,True,71,5.272173040557778,10.237047713236663
71,2020-04-02,5,71.45973588864211,5.474836458670885,True,72,5.712957341436205,10.237047713236663
72,2020-04-03,6,71.45973588864211,5.474836458670885,True,73,6.1506703364409265,10.237047713236663
73,2020-04-04,6,71.45973588864211,5.474836458670885,True,74,6.57978218258514,10.237047713236663
74,2020-04-05,6,71.45973588864211,5.474836458670885,True,75,6.995193489411342,10.237047713236663
75,2020-04-06,6,71.45973588864211,5.474836458670885,True,76,7.392464206657656,10.237047713236663
76,2020-04-07,9,71.45973588864211,5.474836458670885,True,77,7.767977494295234,10.237047713236663
77,2020-04-08,9,71.45973588864211,5.474836458670885,True,78,8.119028881052104,10.237047713236663
