,Report_Date,Australia_australian capital territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.04484294976571,63.17160726079223,True,1,0.001496331205768424,122.16842123042896
1,2020-01-23,0,68.04484294976571,63.17160726079223,True,2,0.0017721796259271229,122.16842123042896
2,2020-01-24,0,68.04484294976571,63.17160726079223,True,3,0.0020988798137356974,122.16842123042896
3,2020-01-25,0,68.04484294976571,63.17160726079223,True,4,0.0024858057885630514,122.16842123042896
4,2020-01-26,0,68.04484294976571,63.17160726079223,True,5,0.0029440594403562143,122.16842123042896
5,2020-01-27,0,68.04484294976571,63.17160726079223,True,6,0.0034867889650452505,122.16842123042896
6,2020-01-28,0,68.04484294976571,63.17160726079223,True,7,0.004129565963327219,122.16842123042896
7,2020-01-29,0,68.04484294976571,63.17160726079223,True,8,0.004890832001074293,122.16842123042896
8,2020-01-30,0,68.04484294976571,63.17160726079223,True,9,0.005792427413655107,122.16842123042896
9,2020-01-31,0,68.04484294976571,63.17160726079223,True,10,0.006860217483593843,122.16842123042896
10,2020-02-01,0,68.04484294976571,63.17160726079223,True,11,0.008124833897080139,122.16842123042896
11,2020-02-02,0,68.04484294976571,63.17160726079223,True,12,0.00962255266745602,122.16842123042896
12,2020-02-03,0,68.04484294976571,63.17160726079223,True,13,0.01139633359420934,122.16842123042896
13,2020-02-04,0,68.04484294976571,63.17160726079223,True,14,0.013497050911438638,122.16842123042896
14,2020-02-05,0,68.04484294976571,63.17160726079223,True,15,0.01598495019604313,122.16842123042896
15,2020-02-06,0,68.04484294976571,63.17160726079223,True,16,0.018931373000384527,122.16842123042896
16,2020-02-07,0,68.04484294976571,63.17160726079223,True,17,0.02242079821904182,122.16842123042896
17,2020-02-08,0,68.04484294976571,63.17160726079223,True,18,0.026553258095186442,122.16842123042896
18,2020-02-09,0,68.04484294976571,63.17160726079223,True,19,0.03144719725210128,122.16842123042896
19,2020-02-10,0,68.04484294976571,63.17160726079223,True,20,0.037242855469068074,122.16842123042896
20,2020-02-11,0,68.04484294976571,63.17160726079223,True,21,0.04410626941860695,122.16842123042896
21,2020-02-12,0,68.04484294976571,63.17160726079223,True,22,0.05223400559889481,122.16842123042896
22,2020-02-13,0,68.04484294976571,63.17160726079223,True,23,0.061858756634076535,122.16842123042896
23,2020-02-14,0,68.04484294976571,63.17160726079223,True,24,0.07325595642888523,122.16842123042896
24,2020-02-15,0,68.04484294976571,63.17160726079223,True,25,0.08675159685461181,122.16842123042896
25,2020-02-16,0,68.04484294976571,63.17160726079223,True,26,0.10273146025808326,122.16842123042896
