,Report_Date,Australia_australian capital territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,0,68.04484294976571,63.17160726079223,True,27,0.12165201870559483,122.16842123042896
27,2020-02-18,0,68.04484294976571,63.17160726079223,True,28,0.14405329309646664,122.16842123042896
28,2020-02-19,0,68.04484294976571,63.17160726079223,True,29,0.1705740136849905,122.16842123042896
29,2020-02-20,0,68.04484294976571,63.17160726079223,True,30,0.2019694786435122,122.16842123042896
30,2020-02-21,0,68.04484294976571,63.17160726079223,True,31,0.23913256944078248,122.16842123042896
31,2020-02-22,0,68.04484294976571,63.17160726079223,True,32,0.28311845108468475,122.16842123042896
32,2020-02-23,0,68.04484294976571,63.17160726079223,True,33,0.3351735613260961,122.16842123042896
33,2020-02-24,0,68.04484294976571,63.17160726079223,True,34,0.39676957468050184,122.16842123042896
34,2020-02-25,0,68.04484294976571,63.17160726079223,True,35,0.4696431124793115,122.16842123042896
35,2020-02-26,0,68.04484294976571,63.17160726079223,True,36,0.5558420554433853,122.16842123042896
36,2020-02-27,0,68.04484294976571,63.17160726079223,True,37,0.6577793945707798,122.16842123042896
37,2020-02-28,0,68.04484294976571,63.17160726079223,True,38,0.7782956203841391,122.16842123042896
38,2020-02-29,0,68.04484294976571,63.17160726079223,True,39,0.9207306863409793,122.16842123042896
39,2020-03-01,0,68.04484294976571,63.17160726079223,True,40,1.0890065700443954,122.16842123042896
40,2020-03-02,0,68.04484294976571,63.17160726079223,True,41,1.2877213683760527,122.16842123042896
41,2020-03-03,0,68.04484294976571,63.17160726079223,True,42,1.5222556619119616,122.16842123042896
42,2020-03-04,0,68.04484294976571,63.17160726079223,True,43,1.7988915187321342,122.16842123042896
43,2020-03-05,0,68.04484294976571,63.17160726079223,True,44,2.124943910311562,122.16842123042896
44,2020-03-06,0,68.04484294976571,63.17160726079223,True,45,2.508903395564432,122.16842123042896
45,2020-03-07,0,68.04484294976571,63.17160726079223,True,46,2.9605875851186867,122.16842123042896
46,2020-03-08,0,68.04484294976571,63.17160726079223,True,47,3.491296997847406,122.16842123042896
47,2020-03-09,0,68.04484294976571,63.17160726079223,True,48,4.1139683219982315,122.16842123042896
48,2020-03-10,0,68.04484294976571,63.17160726079223,True,49,4.843314649578502,122.16842123042896
49,2020-03-11,0,68.04484294976571,63.17160726079223,True,50,5.695937847555763,122.16842123042896
50,2020-03-12,0,68.04484294976571,63.17160726079223,True,51,6.69039282028957,122.16842123042896
51,2020-03-13,1,68.04484294976571,63.17160726079223,True,52,7.847177111598663,122.16842123042896
52,2020-03-14,1,68.04484294976571,63.17160726079223,True,53,9.188612456660314,122.16842123042896
53,2020-03-15,1,68.04484294976571,63.17160726079223,True,54,10.73857828540786,122.16842123042896
54,2020-03-16,2,68.04484294976571,63.17160726079223,True,55,12.522052116541746,122.16842123042896
55,2020-03-17,2,68.04484294976571,63.17160726079223,True,56,14.564410270879526,122.16842123042896
56,2020-03-18,3,68.04484294976571,63.17160726079223,True,57,16.890447107833253,122.16842123042896
57,2020-03-19,4,68.04484294976571,63.17160726079223,True,58,19.52308532839656,122.16842123042896
58,2020-03-20,6,68.04484294976571,63.17160726079223,True,59,22.481777064288693,122.16842123042896
59,2020-03-21,9,68.04484294976571,63.17160726079223,True,60,25.78063769052327,122.16842123042896
60,2020-03-22,19,68.04484294976571,63.17160726079223,True,61,29.42641110962473,122.16842123042896
61,2020-03-23,32,68.04484294976571,63.17160726079223,True,62,33.41643170330726,122.16842123042896
62,2020-03-24,39,68.04484294976571,63.17160726079223,True,63,37.736813305392296,122.16842123042896
63,2020-03-25,39,68.04484294976571,63.17160726079223,True,64,42.361142531001455,122.16842123042896
64,2020-03-26,53,68.04484294976571,63.17160726079223,True,65,47.24996239525167,122.16842123042896
65,2020-03-27,62,68.04484294976571,63.17160726079223,True,66,52.35128465135656,122.16842123042896
66,2020-03-28,71,68.04484294976571,63.17160726079223,True,67,57.602258421566816,122.16842123042896
67,2020-03-29,77,68.04484294976571,63.17160726079223,True,68,62.931958880904574,122.16842123042896
68,2020-03-30,78,68.04484294976571,63.17160726079223,True,69,68.26507323860699,122.16842123042896
69,2020-03-31,80,68.04484294976571,63.17160726079223,True,70,73.52609623402728,122.16842123042896
70,2020-04-01,84,68.04484294976571,63.17160726079223,True,71,78.64354832362707,122.16842123042896
71,2020-04-02,87,68.04484294976571,63.17160726079223,True,72,83.55372524142696,122.16842123042896
72,2020-04-03,91,68.04484294976571,63.17160726079223,True,73,88.20357899166233,122.16842123042896
73,2020-04-04,93,68.04484294976571,63.17160726079223,True,74,92.5524911342369,122.16842123042896
74,2020-04-05,96,68.04484294976571,63.17160726079223,True,75,96.57288573422639,122.16842123042896
75,2020-04-06,96,68.04484294976571,63.17160726079223,True,76,100.24979670619504,122.16842123042896
76,2020-04-07,96,68.04484294976571,63.17160726079223,True,77,103.57962061432907,122.16842123042896
77,2020-04-08,99,68.04484294976571,63.17160726079223,True,78,106.56833909789616,122.16842123042896
