,Report_Date,Barbados_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.95468271170114,50.83867891898092,True,1,0.001188032027674948,91.41115699365461
1,2020-01-23,0,73.95468271170114,50.83867891898092,True,2,0.001388149576777913,91.41115699365461
2,2020-01-24,0,73.95468271170114,50.83867891898092,True,3,0.001621975303506765,91.41115699365461
3,2020-01-25,0,73.95468271170114,50.83867891898092,True,4,0.0018951868805008709,91.41115699365461
4,2020-01-26,0,73.95468271170114,50.83867891898092,True,5,0.0022144182334692445,91.41115699365461
5,2020-01-27,0,73.95468271170114,50.83867891898092,True,6,0.0025874205704031843,91.41115699365461
6,2020-01-28,0,73.95468271170114,50.83867891898092,True,7,0.0030232505178962588,91.41115699365461
7,2020-01-29,0,73.95468271170114,50.83867891898092,True,8,0.003532489924193115,91.41115699365461
8,2020-01-30,0,73.95468271170114,50.83867891898092,True,9,0.004127502654274131,91.41115699365461
9,2020-01-31,0,73.95468271170114,50.83867891898092,True,10,0.004822734596081144,91.41115699365461
10,2020-02-01,0,73.95468271170114,50.83867891898092,True,11,0.005635064140164915,91.41115699365461
11,2020-02-02,0,73.95468271170114,50.83867891898092,True,12,0.006584211612319053,91.41115699365461
12,2020-02-03,0,73.95468271170114,50.83867891898092,True,13,0.007693217558898076,91.41115699365461
13,2020-02-04,0,73.95468271170114,50.83867891898092,True,14,0.008989001440866262,91.41115699365461
14,2020-02-05,0,73.95468271170114,50.83867891898092,True,15,0.010503014223884137,91.41115699365461
15,2020-02-06,0,73.95468271170114,50.83867891898092,True,16,0.01227200060272575,91.41115699365461
16,2020-02-07,0,73.95468271170114,50.83867891898092,True,17,0.014338889220851407,91.41115699365461
17,2020-02-08,0,73.95468271170114,50.83867891898092,True,18,0.016753832299844305,91.41115699365461
18,2020-02-09,0,73.95468271170114,50.83867891898092,True,19,0.019575419647525027,91.41115699365461
19,2020-02-10,0,73.95468271170114,50.83867891898092,True,20,0.022872096146977765,91.41115699365461
20,2020-02-11,0,73.95468271170114,50.83867891898092,True,21,0.02672381663199356,91.41115699365461
21,2020-02-12,0,73.95468271170114,50.83867891898092,True,22,0.031223977630789244,91.41115699365461
22,2020-02-13,0,73.95468271170114,50.83867891898092,True,23,0.03648167192643241,91.41115699365461
23,2020-02-14,0,73.95468271170114,50.83867891898092,True,24,0.04262431937131959,91.41115699365461
24,2020-02-15,0,73.95468271170114,50.83867891898092,True,25,0.04980073605225357,91.41115699365461
25,2020-02-16,0,73.95468271170114,50.83867891898092,True,26,0.058184713896237875,91.41115699365461
26,2020-02-17,0,73.95468271170114,50.83867891898092,True,27,0.06797919431487674,91.41115699365461
27,2020-02-18,0,73.95468271170114,50.83867891898092,True,28,0.0794211327011997,91.41115699365461
28,2020-02-19,0,73.95468271170114,50.83867891898092,True,29,0.09278716572154155,91.41115699365461
29,2020-02-20,0,73.95468271170114,50.83867891898092,True,30,0.10840021059635324,91.41115699365461
30,2020-02-21,0,73.95468271170114,50.83867891898092,True,31,0.1266371451422137,91.41115699365461
31,2020-02-22,0,73.95468271170114,50.83867891898092,True,32,0.1479377394379347,91.41115699365461
32,2020-02-23,0,73.95468271170114,50.83867891898092,True,33,0.1728150347237571,91.41115699365461
33,2020-02-24,0,73.95468271170114,50.83867891898092,True,34,0.20186739261359704,91.41115699365461
34,2020-02-25,0,73.95468271170114,50.83867891898092,True,35,0.23579246784568153,91.41115699365461
35,2020-02-26,0,73.95468271170114,50.83867891898092,True,36,0.27540339038223877,91.41115699365461
36,2020-02-27,0,73.95468271170114,50.83867891898092,True,37,0.32164747718656966,91.41115699365461
