,Report_Date,China_liaoning_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,11.818878686905476,63.87649517116932,True,1,9.388308618208434,127.75298807115317
1,2020-01-23,3,11.818878686905476,63.87649517116932,True,2,11.640629683451968,127.75298807115317
2,2020-01-24,4,11.818878686905476,63.87649517116932,True,3,14.367708217696729,127.75298807115317
3,2020-01-25,17,11.818878686905476,63.87649517116932,True,4,17.636624921951086,127.75298807115317
4,2020-01-26,21,11.818878686905476,63.87649517116932,True,5,21.5081993423613,127.75298807115317
5,2020-01-27,27,11.818878686905476,63.87649517116932,True,6,26.02876648709347,127.75298807115317
6,2020-01-28,34,11.818878686905476,63.87649517116932,True,7,31.220263947052366,127.75298807115317
7,2020-01-29,39,11.818878686905476,63.87649517116932,True,8,37.06988130159975,127.75298807115317
8,2020-01-30,41,11.818878686905476,63.87649517116932,True,9,43.521382365743136,127.75298807115317
9,2020-01-31,48,11.818878686905476,63.87649517116932,True,10,50.47077325386851,127.75298807115317
10,2020-02-01,64,11.818878686905476,63.87649517116932,True,11,57.76878382135208,127.75298807115317
11,2020-02-02,70,11.818878686905476,63.87649517116932,True,12,65.23134814792122,127.75298807115317
12,2020-02-03,74,11.818878686905476,63.87649517116932,True,13,72.65709418446619,127.75298807115317
13,2020-02-04,81,11.818878686905476,63.87649517116932,True,14,79.84857110072267,127.75298807115317
14,2020-02-05,89,11.818878686905476,63.87649517116932,True,15,86.63261574869675,127.75298807115317
15,2020-02-06,94,11.818878686905476,63.87649517116932,True,16,92.87557142632592,127.75298807115317
16,2020-02-07,99,11.818878686905476,63.87649517116932,True,17,98.4908583273008,127.75298807115317
17,2020-02-08,105,11.818878686905476,63.87649517116932,True,18,103.43875881513226,127.75298807115317
18,2020-02-09,107,11.818878686905476,63.87649517116932,True,19,107.72019391269184,127.75298807115317
19,2020-02-10,108,11.818878686905476,63.87649517116932,True,20,111.36714861139002,127.75298807115317
20,2020-02-11,111,11.818878686905476,63.87649517116932,True,21,114.432279288107,127.75298807115317
21,2020-02-12,116,11.818878686905476,63.87649517116932,True,22,116.97951368110755,127.75298807115317
22,2020-02-13,117,11.818878686905476,63.87649517116932,True,23,119.07658861841516,127.75298807115317
23,2020-02-14,119,11.818878686905476,63.87649517116932,True,24,120.78976260067007,127.75298807115317
24,2020-02-15,119,11.818878686905476,63.87649517116932,True,25,122.18049693718511,127.75298807115317
25,2020-02-16,121,11.818878686905476,63.87649517116932,True,26,123.30369760767542,127.75298807115317
26,2020-02-17,121,11.818878686905476,63.87649517116932,True,27,124.20707455513373,127.75298807115317
27,2020-02-18,121,11.818878686905476,63.87649517116932,True,28,124.93122886474181,127.75298807115317
28,2020-02-19,121,11.818878686905476,63.87649517116932,True,29,125.51016531290163,127.75298807115317
29,2020-02-20,121,11.818878686905476,63.87649517116932,True,30,125.97201554126454,127.75298807115317
30,2020-02-21,121,11.818878686905476,63.87649517116932,True,31,126.33983081211646,127.75298807115317
31,2020-02-22,121,11.818878686905476,63.87649517116932,True,32,126.63235890458917,127.75298807115317
32,2020-02-23,121,11.818878686905476,63.87649517116932,True,33,126.86475856528845,127.75298807115317
33,2020-02-24,121,11.818878686905476,63.87649517116932,True,34,127.04923038650887,127.75298807115317
34,2020-02-25,121,11.818878686905476,63.87649517116932,True,35,127.19555864007286,127.75298807115317
35,2020-02-26,121,11.818878686905476,63.87649517116932,True,36,127.31156751640322,127.75298807115317
36,2020-02-27,121,11.818878686905476,63.87649517116932,True,37,127.40349975497688,127.75298807115317
37,2020-02-28,121,11.818878686905476,63.87649517116932,True,38,127.47632747556828,127.75298807115317
38,2020-02-29,121,11.818878686905476,63.87649517116932,True,39,127.53400525905106,127.75298807115317
39,2020-03-01,122,11.818878686905476,63.87649517116932,True,40,127.5796749123327,127.75298807115317
40,2020-03-02,122,11.818878686905476,63.87649517116932,True,41,127.61583033726242,127.75298807115317
41,2020-03-03,125,11.818878686905476,63.87649517116932,True,42,127.64444977640746,127.75298807115317
42,2020-03-04,125,11.818878686905476,63.87649517116932,True,43,127.66710157914402,127.75298807115317
43,2020-03-05,125,11.818878686905476,63.87649517116932,True,44,127.6850285956155,127.75298807115317
44,2020-03-06,125,11.818878686905476,63.87649517116932,True,45,127.69921539579668,127.75298807115317
45,2020-03-07,125,11.818878686905476,63.87649517116932,True,46,127.71044173305211,127.75298807115317
46,2020-03-08,125,11.818878686905476,63.87649517116932,True,47,127.71932501967082,127.75298807115317
47,2020-03-09,125,11.818878686905476,63.87649517116932,True,48,127.72635404304097,127.75298807115317
48,2020-03-10,125,11.818878686905476,63.87649517116932,True,49,127.73191571029882,127.75298807115317
49,2020-03-11,125,11.818878686905476,63.87649517116932,True,50,127.73631625136974,127.75298807115317
50,2020-03-12,125,11.818878686905476,63.87649517116932,True,51,127.7397980213958,127.75298807115317
51,2020-03-13,125,11.818878686905476,63.87649517116932,True,52,127.74255281134418,127.75298807115317
52,2020-03-14,125,11.818878686905476,63.87649517116932,True,53,127.74473238961468,127.75298807115317
53,2020-03-15,125,11.818878686905476,63.87649517116932,True,54,127.74645684890461,127.75298807115317
54,2020-03-16,125,11.818878686905476,63.87649517116932,True,55,127.74782121416027,127.75298807115317
55,2020-03-17,125,11.818878686905476,63.87649517116932,True,56,127.74890067318992,127.75298807115317
56,2020-03-18,125,11.818878686905476,63.87649517116932,True,57,127.74975471658983,127.75298807115317
57,2020-03-19,125,11.818878686905476,63.87649517116932,True,58,127.75043041414163,127.75298807115317
58,2020-03-20,126,11.818878686905476,63.87649517116932,True,59,127.7509650076293,127.75298807115317
59,2020-03-21,126,11.818878686905476,63.87649517116932,True,60,127.7513879625903,127.75298807115317
60,2020-03-22,127,11.818878686905476,63.87649517116932,True,61,127.75172259184245,127.75298807115317
61,2020-03-23,127,11.818878686905476,63.87649517116932,True,62,127.75198734012079,127.75298807115317
62,2020-03-24,127,11.818878686905476,63.87649517116932,True,63,127.75219680053632,127.75298807115317
63,2020-03-25,127,11.818878686905476,63.87649517116932,True,64,127.75236251882521,127.75298807115317
64,2020-03-26,128,11.818878686905476,63.87649517116932,True,65,127.75249362968138,127.75298807115317
65,2020-03-27,128,11.818878686905476,63.87649517116932,True,66,127.75259736022552,127.75298807115317
66,2020-03-28,132,11.818878686905476,63.87649517116932,True,67,127.75267942834682,127.75298807115317
67,2020-03-29,134,11.818878686905476,63.87649517116932,True,68,127.7527443578673,127.75298807115317
68,2020-03-30,136,11.818878686905476,63.87649517116932,True,69,127.75279572789442,127.75298807115317
69,2020-03-31,139,11.818878686905476,63.87649517116932,True,70,127.75283637010409,127.75298807115317
70,2020-04-01,140,11.818878686905476,63.87649517116932,True,71,127.75286852482641,127.75298807115317
