,Report_Date,Spain_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.67241732344846,98343.7557594925,True,1,2.314838165074531,185652.03078342963
1,2020-01-23,0,70.67241732344846,98343.7557594925,True,2,2.7243863103152006,185652.03078342963
2,2020-01-24,0,70.67241732344846,98343.7557594925,True,3,3.2063917665878297,185652.03078342963
3,2020-01-25,0,70.67241732344846,98343.7557594925,True,4,3.7736732358232885,185652.03078342963
4,2020-01-26,0,70.67241732344846,98343.7557594925,True,5,4.441317050657692,185652.03078342963
5,2020-01-27,0,70.67241732344846,98343.7557594925,True,6,5.227078251232855,185652.03078342963
6,2020-01-28,0,70.67241732344846,98343.7557594925,True,7,6.1518525746284025,185652.03078342963
7,2020-01-29,0,70.67241732344846,98343.7557594925,True,8,7.240231884665929,185652.03078342963
8,2020-01-30,0,70.67241732344846,98343.7557594925,True,9,8.521157779175033,185652.03078342963
9,2020-01-31,0,70.67241732344846,98343.7557594925,True,10,10.028690709306987,185652.03078342963
10,2020-02-01,1,70.67241732344846,98343.7557594925,True,11,11.802914998741647,185652.03078342963
11,2020-02-02,1,70.67241732344846,98343.7557594925,True,12,13.891003738831177,185652.03078342963
12,2020-02-03,1,70.67241732344846,98343.7557594925,True,13,16.348471751480517,185652.03078342963
13,2020-02-04,1,70.67241732344846,98343.7557594925,True,14,19.24064976310794,185652.03078342963
14,2020-02-05,1,70.67241732344846,98343.7557594925,True,15,22.64441874666043,185652.03078342963
15,2020-02-06,1,70.67241732344846,98343.7557594925,True,16,26.6502502115342,185652.03078342963
16,2020-02-07,1,70.67241732344846,98343.7557594925,True,17,31.36460622450023,185652.03078342963
17,2020-02-08,1,70.67241732344846,98343.7557594925,True,18,36.91276232691616,185652.03078342963
18,2020-02-09,2,70.67241732344846,98343.7557594925,True,19,43.442127504360556,185652.03078342963
19,2020-02-10,2,70.67241732344846,98343.7557594925,True,20,51.12614822929396,185652.03078342963
20,2020-02-11,2,70.67241732344846,98343.7557594925,True,21,60.168898639714016,185652.03078342963
21,2020-02-12,2,70.67241732344846,98343.7557594925,True,22,70.8104764847378,185652.03078342963
22,2020-02-13,2,70.67241732344846,98343.7557594925,True,23,83.33334495647524,185652.03078342963
23,2020-02-14,2,70.67241732344846,98343.7557594925,True,24,98.06978438134851,185652.03078342963
24,2020-02-15,2,70.67241732344846,98343.7557594925,True,25,115.41064545942884,185652.03078342963
25,2020-02-16,2,70.67241732344846,98343.7557594925,True,26,135.8156278638088,185652.03078342963
26,2020-02-17,2,70.67241732344846,98343.7557594925,True,27,159.82534513471595,185652.03078342963
27,2020-02-18,2,70.67241732344846,98343.7557594925,True,28,188.0754795495195,185652.03078342963
28,2020-02-19,2,70.67241732344846,98343.7557594925,True,29,221.31337965707945,185652.03078342963
29,2020-02-20,2,70.67241732344846,98343.7557594925,True,30,260.4175090486231,185652.03078342963
30,2020-02-21,2,70.67241732344846,98343.7557594925,True,31,306.4202182383075,185652.03078342963
31,2020-02-22,2,70.67241732344846,98343.7557594925,True,32,360.53438263055784,185652.03078342963
32,2020-02-23,2,70.67241732344846,98343.7557594925,True,33,424.1845285706318,185652.03078342963
33,2020-02-24,2,70.67241732344846,98343.7557594925,True,34,499.0431560785654,185652.03078342963
34,2020-02-25,6,70.67241732344846,98343.7557594925,True,35,587.0730600385039,185652.03078342963
35,2020-02-26,13,70.67241732344846,98343.7557594925,True,36,690.5765493163185,185652.03078342963
36,2020-02-27,15,70.67241732344846,98343.7557594925,True,37,812.2525619805842,185652.03078342963
37,2020-02-28,32,70.67241732344846,98343.7557594925,True,38,955.2627688551324,185652.03078342963
38,2020-02-29,45,70.67241732344846,98343.7557594925,True,39,1123.3078384122255,185652.03078342963
39,2020-03-01,84,70.67241732344846,98343.7557594925,True,40,1320.7150908044555,185652.03078342963
40,2020-03-02,120,70.67241732344846,98343.7557594925,True,41,1552.5387793588325,185652.03078342963
41,2020-03-03,165,70.67241732344846,98343.7557594925,True,42,1824.6741784469016,185652.03078342963
42,2020-03-04,222,70.67241732344846,98343.7557594925,True,43,2143.9864919550287,185652.03078342963
43,2020-03-05,259,70.67241732344846,98343.7557594925,True,44,2518.4552788970936,185652.03078342963
44,2020-03-06,400,70.67241732344846,98343.7557594925,True,45,2957.334558950407,185652.03078342963
45,2020-03-07,500,70.67241732344846,98343.7557594925,True,46,3471.327929343167,185652.03078342963
46,2020-03-08,673,70.67241732344846,98343.7557594925,True,47,4072.776793107494,185652.03078342963
47,2020-03-09,1073,70.67241732344846,98343.7557594925,True,48,4775.858042791811,185652.03078342963
48,2020-03-10,1695,70.67241732344846,98343.7557594925,True,49,5596.785119052684,185652.03078342963
49,2020-03-11,2277,70.67241732344846,98343.7557594925,True,50,6554.00311402306,185652.03078342963
50,2020-03-12,2277,70.67241732344846,98343.7557594925,True,51,7668.364364552733,185652.03078342963
51,2020-03-13,5232,70.67241732344846,98343.7557594925,True,52,8963.26566777562,185652.03078342963
52,2020-03-14,6391,70.67241732344846,98343.7557594925,True,53,10464.721829417478,185652.03078342963
53,2020-03-15,7798,70.67241732344846,98343.7557594925,True,54,12201.34287380974,185652.03078342963
54,2020-03-16,9942,70.67241732344846,98343.7557594925,True,55,14204.174337676322,185652.03078342963
55,2020-03-17,11748,70.67241732344846,98343.7557594925,True,56,16506.35249766913,185652.03078342963
56,2020-03-18,13910,70.67241732344846,98343.7557594925,True,57,19142.520587856914,185652.03078342963
57,2020-03-19,17963,70.67241732344846,98343.7557594925,True,58,22147.95020766003,185652.03078342963
58,2020-03-20,20410,70.67241732344846,98343.7557594925,True,59,25557.317115813057,185652.03078342963
59,2020-03-21,25374,70.67241732344846,98343.7557594925,True,60,29403.095946324636,185652.03078342963
60,2020-03-22,28768,70.67241732344846,98343.7557594925,True,61,33713.5676234276,185652.03078342963
61,2020-03-23,35136,70.67241732344846,98343.7557594925,True,62,38510.4790086511,185652.03078342963
62,2020-03-24,39885,70.67241732344846,98343.7557594925,True,63,43806.45674014082,185652.03078342963
63,2020-03-25,49515,70.67241732344846,98343.7557594925,True,64,49602.35217414699,185652.03078342963
64,2020-03-26,57786,70.67241732344846,98343.7557594925,True,65,55884.77173065059,185652.03078342963
65,2020-03-27,65719,70.67241732344846,98343.7557594925,True,66,62624.11028672149,185652.03078342963
66,2020-03-28,73235,70.67241732344846,98343.7557594925,True,67,69773.43343417704,185652.03078342963
67,2020-03-29,80110,70.67241732344846,98343.7557594925,True,68,77268.52649319082,185652.03078342963
68,2020-03-30,87956,70.67241732344846,98343.7557594925,True,69,85029.33087636864,185652.03078342963
69,2020-03-31,95923,70.67241732344846,98343.7557594925,True,70,92962.82410708348,185652.03078342963
70,2020-04-01,104118,70.67241732344846,98343.7557594925,True,71,100967.19142748129,185652.03078342963
71,2020-04-02,112065,70.67241732344846,98343.7557594925,True,72,108936.92600689965,185652.03078342963
72,2020-04-03,119199,70.67241732344846,98343.7557594925,True,73,116768.3312277927,185652.03078342963
73,2020-04-04,126168,70.67241732344846,98343.7557594925,True,74,124364.82495261559,185652.03078342963
74,2020-04-05,131646,70.67241732344846,98343.7557594925,True,75,131641.48210941523,185652.03078342963
75,2020-04-06,136675,70.67241732344846,98343.7557594925,True,76,138528.38838381172,185652.03078342963
76,2020-04-07,141942,70.67241732344846,98343.7557594925,True,77,144972.57801340608,185652.03078342963
77,2020-04-08,148220,70.67241732344846,98343.7557594925,True,78,150938.54333680312,185652.03078342963
