,Report_Date,Djibouti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.82792238915376,200.03168832517505,False,1,0.012986469520841067,400.0631209302082
1,2020-01-23,0,88.82792238915376,200.03168832517505,False,2,0.014608188439425707,400.0631209302082
2,2020-01-24,0,88.82792238915376,200.03168832517505,False,3,0.016432415377475734,400.0631209302082
3,2020-01-25,0,88.82792238915376,200.03168832517505,False,4,0.01848443580084448,400.0631209302082
4,2020-01-26,0,88.82792238915376,200.03168832517505,False,5,0.020792691772235358,400.0631209302082
5,2020-01-27,0,88.82792238915376,200.03168832517505,False,6,0.02338917586026092,400.0631209302082
6,2020-01-28,0,88.82792238915376,200.03168832517505,False,7,0.0263098741628419,400.0631209302082
7,2020-01-29,0,88.82792238915376,200.03168832517505,False,8,0.02959526455779608,400.0631209302082
8,2020-01-30,0,88.82792238915376,200.03168832517505,False,9,0.03329087705137569,400.0631209302082
9,2020-01-31,0,88.82792238915376,200.03168832517505,False,10,0.037447923946618236,400.0631209302082
10,2020-02-01,0,88.82792238915376,200.03168832517505,False,11,0.04212400850893324,400.0631209302082
11,2020-02-02,0,88.82792238915376,200.03168832517505,False,12,0.047383921878914846,400.0631209302082
12,2020-02-03,0,88.82792238915376,200.03168832517505,False,13,0.05330053918594349,400.0631209302082
13,2020-02-04,0,88.82792238915376,200.03168832517505,False,14,0.059955827166303585,400.0631209302082
14,2020-02-05,0,88.82792238915376,200.03168832517505,False,15,0.06744197710361956,400.0631209302082
15,2020-02-06,0,88.82792238915376,200.03168832517505,False,16,0.07586267860662825,400.0631209302082
16,2020-02-07,0,88.82792238915376,200.03168832517505,False,17,0.08533455164095971,400.0631209302082
17,2020-02-08,0,88.82792238915376,200.03168832517505,False,18,0.09598875636123738,400.0631209302082
18,2020-02-09,0,88.82792238915376,200.03168832517505,False,19,0.10797280267339333,400.0631209302082
19,2020-02-10,0,88.82792238915376,200.03168832517505,False,20,0.12145258412316745,400.0631209302082
20,2020-02-11,0,88.82792238915376,200.03168832517505,False,21,0.13661466368659517,400.0631209302082
21,2020-02-12,0,88.82792238915376,200.03168832517505,False,22,0.1536688423660099,400.0631209302082
22,2020-02-13,0,88.82792238915376,200.03168832517505,False,23,0.17285104520775196,400.0631209302082
23,2020-02-14,0,88.82792238915376,200.03168832517505,False,24,0.19442656349539683,400.0631209302082
24,2020-02-15,0,88.82792238915376,200.03168832517505,False,25,0.21869369647778503,400.0631209302082
25,2020-02-16,0,88.82792238915376,200.03168832517505,False,26,0.24598784111004351,400.0631209302082
26,2020-02-17,0,88.82792238915376,200.03168832517505,False,27,0.2766860839660727,400.0631209302082
27,2020-02-18,0,88.82792238915376,200.03168832517505,False,28,0.3112123557723276,400.0631209302082
28,2020-02-19,0,88.82792238915376,200.03168832517505,False,29,0.3500432159657646,400.0631209302082
29,2020-02-20,0,88.82792238915376,200.03168832517505,False,30,0.3937143423438139,400.0631209302082
30,2020-02-21,0,88.82792238915376,200.03168832517505,False,31,0.4428278092993552,400.0631209302082
31,2020-02-22,0,88.82792238915376,200.03168832517505,False,32,0.4980602473626297,400.0631209302082
32,2020-02-23,0,88.82792238915376,200.03168832517505,False,33,0.5601719868408402,400.0631209302082
33,2020-02-24,0,88.82792238915376,200.03168832517505,False,34,0.630017299278971,400.0631209302082
34,2020-02-25,0,88.82792238915376,200.03168832517505,False,35,0.7085558622686703,400.0631209302082
35,2020-02-26,0,88.82792238915376,200.03168832517505,False,36,0.7968655857877011,400.0631209302082
36,2020-02-27,0,88.82792238915376,200.03168832517505,False,37,0.8961569517081392,400.0631209302082
37,2020-02-28,0,88.82792238915376,200.03168832517505,False,38,1.0077890322688192,400.0631209302082
38,2020-02-29,0,88.82792238915376,200.03168832517505,False,39,1.1332873680068365,400.0631209302082
39,2020-03-01,0,88.82792238915376,200.03168832517505,False,40,1.2743639006441922,400.0631209302082
40,2020-03-02,0,88.82792238915376,200.03168832517505,False,41,1.4329391713845387,400.0631209302082
41,2020-03-03,0,88.82792238915376,200.03168832517505,False,42,1.6111670095129618,400.0631209302082
42,2020-03-04,0,88.82792238915376,200.03168832517505,False,43,1.8114619494594077,400.0631209302082
43,2020-03-05,0,88.82792238915376,200.03168832517505,False,44,2.0365296257185896,400.0631209302082
44,2020-03-06,0,88.82792238915376,200.03168832517505,False,45,2.28940040308029,400.0631209302082
45,2020-03-07,0,88.82792238915376,200.03168832517505,False,46,2.5734665030426545,400.0631209302082
46,2020-03-08,0,88.82792238915376,200.03168832517505,False,47,2.8925228841725263,400.0631209302082
47,2020-03-09,0,88.82792238915376,200.03168832517505,False,48,3.2508121221525648,400.0631209302082
48,2020-03-10,0,88.82792238915376,200.03168832517505,False,49,3.653073511318459,400.0631209302082
49,2020-03-11,0,88.82792238915376,200.03168832517505,False,50,4.104596569920611,400.0631209302082
