,Report_Date,Mauritius_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.8961279507236,280.36467564685165,True,1,0.006500343367583736,457.8795464916508
1,2020-01-23,0,77.8961279507236,280.36467564685165,True,2,0.007535698929239863,457.8795464916508
2,2020-01-24,0,77.8961279507236,280.36467564685165,True,3,0.008735960308554459,457.8795464916508
3,2020-01-25,0,77.8961279507236,280.36467564685165,True,4,0.010127391926028614,457.8795464916508
4,2020-01-26,0,77.8961279507236,280.36467564685165,True,5,0.011740441011965379,457.8795464916508
5,2020-01-27,0,77.8961279507236,280.36467564685165,True,6,0.013610403646400827,457.8795464916508
6,2020-01-28,0,77.8961279507236,280.36467564685165,True,7,0.015778196818399707,457.8795464916508
7,2020-01-29,0,77.8961279507236,280.36467564685165,True,8,0.01829125336837614,457.8795464916508
8,2020-01-30,0,77.8961279507236,280.36467564685165,True,9,0.02120455935521537,457.8795464916508
9,2020-01-31,0,77.8961279507236,280.36467564685165,True,10,0.02458185649193565,457.8795464916508
10,2020-02-01,0,77.8961279507236,280.36467564685165,True,11,0.028497035886014647,457.8795464916508
11,2020-02-02,0,77.8961279507236,280.36467564685165,True,12,0.033035753480170106,457.8795464916508
12,2020-02-03,0,77.8961279507236,280.36467564685165,True,13,0.03829730240499839,457.8795464916508
13,2020-02-04,0,77.8961279507236,280.36467564685165,True,14,0.04439678302864805,457.8795464916508
14,2020-02-05,0,77.8961279507236,280.36467564685165,True,15,0.05146761793835315,457.8795464916508
15,2020-02-06,0,77.8961279507236,280.36467564685165,True,16,0.05966446654958977,457.8795464916508
16,2020-02-07,0,77.8961279507236,280.36467564685165,True,17,0.06916660266643268,457.8795464916508
17,2020-02-08,0,77.8961279507236,280.36467564685165,True,18,0.08018182828985973,457.8795464916508
18,2020-02-09,0,77.8961279507236,280.36467564685165,True,19,0.09295100849365778,457.8795464916508
19,2020-02-10,0,77.8961279507236,280.36467564685165,True,20,0.1077533254937671,457.8795464916508
20,2020-02-11,0,77.8961279507236,280.36467564685165,True,21,0.12491236539254855,457.8795464916508
21,2020-02-12,0,77.8961279507236,280.36467564685165,True,22,0.14480316878703944,457.8795464916508
22,2020-02-13,0,77.8961279507236,280.36467564685165,True,23,0.16786039683225026,457.8795464916508
23,2020-02-14,0,77.8961279507236,280.36467564685165,True,24,0.1945877878329718,457.8795464916508
24,2020-02-15,0,77.8961279507236,280.36467564685165,True,25,0.2255691064332224,457.8795464916508
25,2020-02-16,0,77.8961279507236,280.36467564685165,True,26,0.26148081846341853,457.8795464916508
26,2020-02-17,0,77.8961279507236,280.36467564685165,True,27,0.30310676002404896,457.8795464916508
27,2020-02-18,0,77.8961279507236,280.36467564685165,True,28,0.3513551100130767,457.8795464916508
28,2020-02-19,0,77.8961279507236,280.36467564685165,True,29,0.4072780216700345,457.8795464916508
29,2020-02-20,0,77.8961279507236,280.36467564685165,True,30,0.47209432147736735,457.8795464916508
30,2020-02-21,0,77.8961279507236,280.36467564685165,True,31,0.5472157436154305,457.8795464916508
31,2020-02-22,0,77.8961279507236,280.36467564685165,True,32,0.6342772357955073,457.8795464916508
32,2020-02-23,0,77.8961279507236,280.36467564685165,True,33,0.7351719483391768,457.8795464916508
33,2020-02-24,0,77.8961279507236,280.36467564685165,True,34,0.8520916033809587,457.8795464916508
34,2020-02-25,0,77.8961279507236,280.36467564685165,True,35,0.9875730354183335,457.8795464916508
