,Report_Date,Canada_alberta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,74.46246854110684,1114.5117349044472,True,24,0.9109346885935647,1984.342831141256
24,2020-02-15,0,74.46246854110684,1114.5117349044472,True,25,1.0631767889384367,1984.342831141256
25,2020-02-16,0,74.46246854110684,1114.5117349044472,True,26,1.2408485382345014,1984.342831141256
26,2020-02-17,0,74.46246854110684,1114.5117349044472,True,27,1.448192428471671,1984.342831141256
27,2020-02-18,0,74.46246854110684,1114.5117349044472,True,28,1.690156879595146,1984.342831141256
28,2020-02-19,0,74.46246854110684,1114.5117349044472,True,29,1.972513029638029,1984.342831141256
29,2020-02-20,0,74.46246854110684,1114.5117349044472,True,30,2.301990603233857,1984.342831141256
30,2020-02-21,0,74.46246854110684,1114.5117349044472,True,31,2.6864358866102456,1984.342831141256
31,2020-02-22,0,74.46246854110684,1114.5117349044472,True,32,3.1349952854142873,1984.342831141256
32,2020-02-23,0,74.46246854110684,1114.5117349044472,True,33,3.6583284442361124,1984.342831141256
33,2020-02-24,0,74.46246854110684,1114.5117349044472,True,34,4.268855465267188,1984.342831141256
34,2020-02-25,0,74.46246854110684,1114.5117349044472,True,35,4.9810433777242,1984.342831141256
35,2020-02-26,0,74.46246854110684,1114.5117349044472,True,36,5.8117376756260795,1984.342831141256
36,2020-02-27,0,74.46246854110684,1114.5117349044472,True,37,6.780545450258204,1984.342831141256
37,2020-02-28,0,74.46246854110684,1114.5117349044472,True,38,7.910277378814391,1984.342831141256
38,2020-02-29,0,74.46246854110684,1114.5117349044472,True,39,9.22745656538025,1984.342831141256
39,2020-03-01,0,74.46246854110684,1114.5117349044472,True,40,10.762902923061304,1984.342831141256
40,2020-03-02,0,74.46246854110684,1114.5117349044472,True,41,12.55240237499544,1984.342831141256
41,2020-03-03,0,74.46246854110684,1114.5117349044472,True,42,14.637470548338836,1984.342831141256
42,2020-03-04,0,74.46246854110684,1114.5117349044472,True,43,17.06622071392005,1984.342831141256
43,2020-03-05,0,74.46246854110684,1114.5117349044472,True,44,19.89434531235151,1984.342831141256
44,2020-03-06,1,74.46246854110684,1114.5117349044472,True,45,23.186219270785706,1984.342831141256
45,2020-03-07,2,74.46246854110684,1114.5117349044472,True,46,27.016131141345017,1984.342831141256
46,2020-03-08,4,74.46246854110684,1114.5117349044472,True,47,31.46964447484844,1984.342831141256
47,2020-03-09,7,74.46246854110684,1114.5117349044472,True,48,36.6450862595438,1984.342831141256
48,2020-03-10,7,74.46246854110684,1114.5117349044472,True,49,42.65515105074778,1984.342831141256
49,2020-03-11,19,74.46246854110684,1114.5117349044472,True,50,49.62859779955129,1984.342831141256
50,2020-03-12,19,74.46246854110684,1114.5117349044472,True,51,57.712000427886245,1984.342831141256
51,2020-03-13,29,74.46246854110684,1114.5117349044472,True,52,67.07149186198701,1984.342831141256
52,2020-03-14,29,74.46246854110684,1114.5117349044472,True,53,77.89441347194322,1984.342831141256
53,2020-03-15,39,74.46246854110684,1114.5117349044472,True,54,90.3907467430496,1984.342831141256
54,2020-03-16,56,74.46246854110684,1114.5117349044472,True,55,104.79416097455864,1984.342831141256
55,2020-03-17,74,74.46246854110684,1114.5117349044472,True,56,121.36246008171707,1984.342831141256
56,2020-03-18,97,74.46246854110684,1114.5117349044472,True,57,140.37715471791066,1984.342831141256
57,2020-03-19,119,74.46246854110684,1114.5117349044472,True,58,162.14182656793685,1984.342831141256
58,2020-03-20,146,74.46246854110684,1114.5117349044472,True,59,186.97889641521292,1984.342831141256
59,2020-03-21,195,74.46246854110684,1114.5117349044472,True,60,215.2243670273842,1984.342831141256
60,2020-03-22,259,74.46246854110684,1114.5117349044472,True,61,247.22010131128053,1984.342831141256
61,2020-03-23,301,74.46246854110684,1114.5117349044472,True,62,283.30323565563884,1984.342831141256
62,2020-03-24,359,74.46246854110684,1114.5117349044472,True,63,323.7924416643831,1984.342831141256
63,2020-03-25,358,74.46246854110684,1114.5117349044472,True,64,368.9709607646528,1984.342831141256
64,2020-03-26,486,74.46246854110684,1114.5117349044472,True,65,419.06666401706855,1984.342831141256
65,2020-03-27,542,74.46246854110684,1114.5117349044472,True,66,474.22983772916547,1984.342831141256
66,2020-03-28,542,74.46246854110684,1114.5117349044472,True,67,534.5099421241068,1984.342831141256
67,2020-03-29,621,74.46246854110684,1114.5117349044472,True,68,599.8331767226423,1984.342831141256
68,2020-03-30,661,74.46246854110684,1114.5117349044472,True,69,669.9832118174232,1984.342831141256
69,2020-03-31,690,74.46246854110684,1114.5117349044472,True,70,744.5877745727134,1984.342831141256
70,2020-04-01,754,74.46246854110684,1114.5117349044472,True,71,823.1137628169846,1984.342831141256
71,2020-04-02,969,74.46246854110684,1114.5117349044472,True,72,904.873080039387,1984.342831141256
72,2020-04-03,969,74.46246854110684,1114.5117349044472,True,73,989.0404008987108,1984.342831141256
73,2020-04-04,1075,74.46246854110684,1114.5117349044472,True,74,1074.6826686584463,1984.342831141256
74,2020-04-05,1181,74.46246854110684,1114.5117349044472,True,75,1160.798509527715,1984.342831141256
75,2020-04-06,1250,74.46246854110684,1114.5117349044472,True,76,1246.3642394875271,1984.342831141256
76,2020-04-07,1373,74.46246854110684,1114.5117349044472,True,77,1330.3820733621133,1984.342831141256
77,2020-04-08,1373,74.46246854110684,1114.5117349044472,True,78,1411.92577965652,1984.342831141256
