,Report_Date,Canada_british columbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.23176514684666,749.9092777796751,True,1,0.017845389513778863,1466.4806456275687
1,2020-01-23,0,66.23176514684666,749.9092777796751,True,2,0.021233301556124004,1466.4806456275687
2,2020-01-24,0,66.23176514684666,749.9092777796751,True,3,0.025264391190634963,1466.4806456275687
3,2020-01-25,0,66.23176514684666,749.9092777796751,True,4,0.030060757854845407,1466.4806456275687
4,2020-01-26,0,66.23176514684666,749.9092777796751,True,5,0.03576767820579331,1466.4806456275687
5,2020-01-27,0,66.23176514684666,749.9092777796751,True,6,0.04255800489908774,1466.4806456275687
6,2020-01-28,1,66.23176514684666,749.9092777796751,True,7,0.0506373998837787,1466.4806456275687
7,2020-01-29,1,66.23176514684666,749.9092777796751,True,8,0.060250560398904154,1466.4806456275687
8,2020-01-30,1,66.23176514684666,749.9092777796751,True,9,0.0716886257864062,1466.4806456275687
9,2020-01-31,1,66.23176514684666,749.9092777796751,True,10,0.08529798880318581,1466.4806456275687
10,2020-02-01,1,66.23176514684666,749.9092777796751,True,11,0.10149077737526024,1466.4806456275687
11,2020-02-02,1,66.23176514684666,749.9092777796751,True,12,0.12075732293467725,1466.4806456275687
12,2020-02-03,1,66.23176514684666,749.9092777796751,True,13,0.14368099108640692,1466.4806456275687
13,2020-02-04,1,66.23176514684666,749.9092777796751,True,14,0.17095582110385218,1466.4806456275687
14,2020-02-05,2,66.23176514684666,749.9092777796751,True,15,0.2034075046925793,1466.4806456275687
15,2020-02-06,2,66.23176514684666,749.9092777796751,True,16,0.2420183339957506,1466.4806456275687
16,2020-02-07,4,66.23176514684666,749.9092777796751,True,17,0.28795686675949533,1466.4806456275687
17,2020-02-08,4,66.23176514684666,749.9092777796751,True,18,0.3426131962260936,1466.4806456275687
18,2020-02-09,4,66.23176514684666,749.9092777796751,True,19,0.4076408785134874,1466.4806456275687
19,2020-02-10,4,66.23176514684666,749.9092777796751,True,20,0.48500676541807114,1466.4806456275687
20,2020-02-11,4,66.23176514684666,749.9092777796751,True,21,0.5770502208689983,1466.4806456275687
21,2020-02-12,4,66.23176514684666,749.9092777796751,True,22,0.686553470530203,1466.4806456275687
22,2020-02-13,4,66.23176514684666,749.9092777796751,True,23,0.8168251529379008,1466.4806456275687
23,2020-02-14,4,66.23176514684666,749.9092777796751,True,24,0.9717995145202325,1466.4806456275687
24,2020-02-15,4,66.23176514684666,749.9092777796751,True,25,1.15615412807427,1466.4806456275687
25,2020-02-16,4,66.23176514684666,749.9092777796751,True,26,1.3754495236131945,1466.4806456275687
26,2020-02-17,5,66.23176514684666,749.9092777796751,True,27,1.636294711168819,1466.4806456275687
27,2020-02-18,5,66.23176514684666,749.9092777796751,True,28,1.946543256308726,1466.4806456275687
28,2020-02-19,5,66.23176514684666,749.9092777796751,True,29,2.315525349178167,1466.4806456275687
29,2020-02-20,5,66.23176514684666,749.9092777796751,True,30,2.7543221932365833,1466.4806456275687
30,2020-02-21,6,66.23176514684666,749.9092777796751,True,31,3.2760900332647167,1466.4806456275687
31,2020-02-22,6,66.23176514684666,749.9092777796751,True,32,3.8964422401133314,1466.4806456275687
32,2020-02-23,6,66.23176514684666,749.9092777796751,True,33,4.633899058408503,1466.4806456275687
33,2020-02-24,6,66.23176514684666,749.9092777796751,True,34,5.510415873873996,1466.4806456275687
34,2020-02-25,7,66.23176514684666,749.9092777796751,True,35,6.552002116774257,1466.4806456275687
35,2020-02-26,7,66.23176514684666,749.9092777796751,True,36,7.78944410113761,1466.4806456275687
36,2020-02-27,7,66.23176514684666,749.9092777796751,True,37,9.259146071509587,1466.4806456275687
37,2020-02-28,7,66.23176514684666,749.9092777796751,True,38,11.004104287864562,1466.4806456275687
38,2020-02-29,8,66.23176514684666,749.9092777796751,True,39,13.075028829490664,1466.4806456275687
39,2020-03-01,8,66.23176514684666,749.9092777796751,True,40,15.531626518683758,1466.4806456275687
40,2020-03-02,8,66.23176514684666,749.9092777796751,True,41,18.444055367229755,1466.4806456275687
41,2020-03-03,9,66.23176514684666,749.9092777796751,True,42,21.894555431912003,1466.4806456275687
42,2020-03-04,12,66.23176514684666,749.9092777796751,True,43,25.979251864676517,1466.4806456275687
43,2020-03-05,13,66.23176514684666,749.9092777796751,True,44,30.810111883043373,1466.4806456275687
44,2020-03-06,21,66.23176514684666,749.9092777796751,True,45,36.51701665307965,1466.4806456275687
45,2020-03-07,21,66.23176514684666,749.9092777796751,True,46,43.249879636730526,1466.4806456275687
46,2020-03-08,27,66.23176514684666,749.9092777796751,True,47,51.18070256021018,1466.4806456275687
47,2020-03-09,32,66.23176514684666,749.9092777796751,True,48,60.50540661151972,1466.4806456275687
48,2020-03-10,32,66.23176514684666,749.9092777796751,True,49,71.44520813084503,1466.4806456275687
49,2020-03-11,39,66.23176514684666,749.9092777796751,True,50,84.24722470272044,1466.4806456275687
50,2020-03-12,46,66.23176514684666,749.9092777796751,True,51,99.1839017580467,1466.4806456275687
51,2020-03-13,64,66.23176514684666,749.9092777796751,True,52,116.55074880162597,1466.4806456275687
52,2020-03-14,64,66.23176514684666,749.9092777796751,True,53,136.661782546078,1466.4806456275687
53,2020-03-15,73,66.23176514684666,749.9092777796751,True,54,159.84201554092655,1466.4806456275687
54,2020-03-16,103,66.23176514684666,749.9092777796751,True,55,186.41633876556077,1466.4806456275687
55,2020-03-17,103,66.23176514684666,749.9092777796751,True,56,216.69427147310097,1466.4806456275687
