,Report_Date,Uganda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.34186492808846,41.44768376600593,True,1,0.0009719444431004655,76.56002437966886
1,2020-01-23,0,72.34186492808846,41.44768376600593,True,2,0.0011396115298513917,76.56002437966886
2,2020-01-24,0,72.34186492808846,41.44768376600593,True,3,0.0013362018735112039,76.56002437966886
3,2020-01-25,0,72.34186492808846,41.44768376600593,True,4,0.0015667046792367863,76.56002437966886
4,2020-01-26,0,72.34186492808846,41.44768376600593,True,5,0.0018369697148179558,76.56002437966886
5,2020-01-27,0,72.34186492808846,41.44768376600593,True,6,0.002153855720210161,76.56002437966886
6,2020-01-28,0,72.34186492808846,41.44768376600593,True,7,0.002525404402043489,76.56002437966886
7,2020-01-29,0,72.34186492808846,41.44768376600593,True,8,0.0029610444203681777,76.56002437966886
8,2020-01-30,0,72.34186492808846,41.44768376600593,True,9,0.003471830532797871,76.56002437966886
9,2020-01-31,0,72.34186492808846,41.44768376600593,True,10,0.00407072394896182,76.56002437966886
10,2020-02-01,0,72.34186492808846,41.44768376600593,True,11,0.004772920987840651,76.56002437966886
11,2020-02-02,0,72.34186492808846,41.44768376600593,True,12,0.005596238347882611,76.56002437966886
12,2020-02-03,0,72.34186492808846,41.44768376600593,True,13,0.00656156472479246,76.56002437966886
13,2020-02-04,0,72.34186492808846,41.44768376600593,True,14,0.007693390179508117,76.56002437966886
14,2020-02-05,0,72.34186492808846,41.44768376600593,True,15,0.0090204266097901,76.56002437966886
15,2020-02-06,0,72.34186492808846,41.44768376600593,True,16,0.01057633496027156,76.56002437966886
16,2020-02-07,0,72.34186492808846,41.44768376600593,True,17,0.012400577472511205,76.56002437966886
17,2020-02-08,0,72.34186492808846,41.44768376600593,True,18,0.014539416391919455,76.56002437966886
18,2020-02-09,0,72.34186492808846,41.44768376600593,True,19,0.01704708418552493,76.56002437966886
19,2020-02-10,0,72.34186492808846,41.44768376600593,True,20,0.01998715456757667,76.56002437966886
20,2020-02-11,0,72.34186492808846,41.44768376600593,True,21,0.023434148575440503,76.56002437966886
21,2020-02-12,0,72.34186492808846,41.44768376600593,True,22,0.027475415696308157,76.56002437966886
22,2020-02-13,0,72.34186492808846,41.44768376600593,True,23,0.032213336740965354,76.56002437966886
23,2020-02-14,0,72.34186492808846,41.44768376600593,True,24,0.037767902935294854,76.56002437966886
24,2020-02-15,0,72.34186492808846,41.44768376600593,True,25,0.044279734711002924,76.56002437966886
25,2020-02-16,0,72.34186492808846,41.44768376600593,True,26,0.05191361409862078,76.56002437966886
26,2020-02-17,0,72.34186492808846,41.44768376600593,True,27,0.06086261664822368,76.56002437966886
27,2020-02-18,0,72.34186492808846,41.44768376600593,True,28,0.07135294262976367,76.56002437966886
28,2020-02-19,0,72.34186492808846,41.44768376600593,True,29,0.08364956310694781,76.56002437966886
29,2020-02-20,0,72.34186492808846,41.44768376600593,True,30,0.09806281454773581,76.56002437966886
30,2020-02-21,0,72.34186492808846,41.44768376600593,True,31,0.11495609612918914,76.56002437966886
31,2020-02-22,0,72.34186492808846,41.44768376600593,True,32,0.13475484697984663,76.56002437966886
32,2020-02-23,0,72.34186492808846,41.44768376600593,True,33,0.1579570063816267,76.56002437966886
33,2020-02-24,0,72.34186492808846,41.44768376600593,True,34,0.18514518842253389,76.56002437966886
34,2020-02-25,0,72.34186492808846,41.44768376600593,True,35,0.217000833581941,76.56002437966886
35,2020-02-26,0,72.34186492808846,41.44768376600593,True,36,0.2543206328211092,76.56002437966886
36,2020-02-27,0,72.34186492808846,41.44768376600593,True,37,0.29803555415273225,76.56002437966886
37,2020-02-28,0,72.34186492808846,41.44768376600593,True,38,0.3492328360544703,76.56002437966886
38,2020-02-29,0,72.34186492808846,41.44768376600593,True,39,0.4091813444059453,76.56002437966886
39,2020-03-01,0,72.34186492808846,41.44768376600593,True,40,0.4793607167658294,76.56002437966886
40,2020-03-02,0,72.34186492808846,41.44768376600593,True,41,0.5614947352544976,76.56002437966886
41,2020-03-03,0,72.34186492808846,41.44768376600593,True,42,0.6575893706639356,76.56002437966886
42,2020-03-04,0,72.34186492808846,41.44768376600593,True,43,0.7699759167750297,76.56002437966886
43,2020-03-05,0,72.34186492808846,41.44768376600593,True,44,0.9013595730757766,76.56002437966886
44,2020-03-06,0,72.34186492808846,41.44768376600593,True,45,1.054873719882028,76.56002437966886
45,2020-03-07,0,72.34186492808846,41.44768376600593,True,46,1.2341399409271032,76.56002437966886
46,2020-03-08,0,72.34186492808846,41.44768376600593,True,47,1.4433335574198838,76.56002437966886
47,2020-03-09,0,72.34186492808846,41.44768376600593,True,48,1.6872540101301448,76.56002437966886
48,2020-03-10,0,72.34186492808846,41.44768376600593,True,49,1.9713988208170437,76.56002437966886
49,2020-03-11,0,72.34186492808846,41.44768376600593,True,50,2.3020390333116163,76.56002437966886
50,2020-03-12,0,72.34186492808846,41.44768376600593,True,51,2.6862929257191412,76.56002437966886
51,2020-03-13,0,72.34186492808846,41.44768376600593,True,52,3.132193347639293,76.56002437966886
52,2020-03-14,0,72.34186492808846,41.44768376600593,True,53,3.6487422300631147,76.56002437966886
53,2020-03-15,0,72.34186492808846,41.44768376600593,True,54,4.245943627735312,76.56002437966886
54,2020-03-16,0,72.34186492808846,41.44768376600593,True,55,4.934804122664465,76.56002437966886
55,2020-03-17,0,72.34186492808846,41.44768376600593,True,56,5.727286667078875,76.56002437966886
56,2020-03-18,0,72.34186492808846,41.44768376600593,True,57,6.636201227904994,76.56002437966886
57,2020-03-19,0,72.34186492808846,41.44768376600593,True,58,7.6750133456978755,76.56002437966886
58,2020-03-20,0,72.34186492808846,41.44768376600593,True,59,8.857550597331665,76.56002437966886
59,2020-03-21,1,72.34186492808846,41.44768376600593,True,60,10.197587860475569,76.56002437966886
60,2020-03-22,1,72.34186492808846,41.44768376600593,True,61,11.708296342590252,76.56002437966886
61,2020-03-23,9,72.34186492808846,41.44768376600593,True,62,13.401549770964127,76.56002437966886
62,2020-03-24,9,72.34186492808846,41.44768376600593,True,63,15.287094978980207,76.56002437966886
63,2020-03-25,14,72.34186492808846,41.44768376600593,True,64,17.371613795344686,76.56002437966886
64,2020-03-26,14,72.34186492808846,41.44768376600593,True,65,19.65772790144553,76.56002437966886
65,2020-03-27,23,72.34186492808846,41.44768376600593,True,66,22.143025667616254,76.56002437966886
66,2020-03-28,30,72.34186492808846,41.44768376600593,True,67,24.819215305896435,76.56002437966886
67,2020-03-29,33,72.34186492808846,41.44768376600593,True,68,27.671525481314944,76.56002437966886
68,2020-03-30,33,72.34186492808846,41.44768376600593,True,69,30.67847548482946,76.56002437966886
69,2020-03-31,44,72.34186492808846,41.44768376600593,True,70,33.81211608193579,76.56002437966886
70,2020-04-01,44,72.34186492808846,41.44768376600593,True,71,37.03879692437979,76.56002437966886
71,2020-04-02,45,72.34186492808846,41.44768376600593,True,72,40.32045074682667,76.56002437966886
72,2020-04-03,48,72.34186492808846,41.44768376600593,True,73,43.6163090646938,76.56002437966886
73,2020-04-04,48,72.34186492808846,41.44768376600593,True,74,46.88489438368315,76.56002437966886
74,2020-04-05,52,72.34186492808846,41.44768376600593,True,75,50.086086522618814,76.56002437966886
75,2020-04-06,52,72.34186492808846,41.44768376600593,True,76,53.1830476093529,76.56002437966886
76,2020-04-07,52,72.34186492808846,41.44768376600593,True,77,56.143815059147684,76.56002437966886
77,2020-04-08,53,72.34186492808846,41.44768376600593,True,78,58.94242792437156,76.56002437966886
