,Report_Date,China_shanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,12.746632271668258,67.14430657162526,True,1,3.933381260883193,134.28861311881494
1,2020-01-23,1,12.746632271668258,67.14430657162526,True,2,5.245675972273976,134.28861311881494
2,2020-01-24,1,12.746632271668258,67.14430657162526,True,3,6.972373856848263,134.28861311881494
3,2020-01-25,6,12.746632271668258,67.14430657162526,True,4,9.226802392490109,134.28861311881494
4,2020-01-26,9,12.746632271668258,67.14430657162526,True,5,12.140661198402428,134.28861311881494
5,2020-01-27,13,12.746632271668258,67.14430657162526,True,6,15.858043712549962,134.28861311881494
6,2020-01-28,27,12.746632271668258,67.14430657162526,True,7,20.522423635350805,134.28861311881494
7,2020-01-29,27,12.746632271668258,67.14430657162526,True,8,26.25460887407621,134.28861311881494
8,2020-01-30,35,12.746632271668258,67.14430657162526,True,9,33.12173458504375,134.28861311881494
9,2020-01-31,39,12.746632271668258,67.14430657162526,True,10,41.10166757125035,134.28861311881494
10,2020-02-01,47,12.746632271668258,67.14430657162526,True,11,50.05297377511178,134.28861311881494
11,2020-02-02,66,12.746632271668258,67.14430657162526,True,12,59.70472264373872,134.28861311881494
12,2020-02-03,74,12.746632271668258,67.14430657162526,True,13,69.6781142957941,134.28861311881494
13,2020-02-04,81,12.746632271668258,67.14430657162526,True,14,79.54078202992987,134.28861311881494
14,2020-02-05,81,12.746632271668258,67.14430657162526,True,15,88.87908464911861,134.28861311881494
15,2020-02-06,96,12.746632271668258,67.14430657162526,True,16,97.36398582634949,134.28861311881494
16,2020-02-07,104,12.746632271668258,67.14430657162526,True,17,104.78966210296896,134.28861311881494
17,2020-02-08,115,12.746632271668258,67.14430657162526,True,18,111.07800316429905,134.28861311881494
18,2020-02-09,119,12.746632271668258,67.14430657162526,True,19,116.25651914807872,134.28861311881494
19,2020-02-10,119,12.746632271668258,67.14430657162526,True,20,120.42387127601967,134.28861311881494
20,2020-02-11,124,12.746632271668258,67.14430657162526,True,21,123.71570643331718,134.28861311881494
21,2020-02-12,126,12.746632271668258,67.14430657162526,True,22,126.27796784528864,134.28861311881494
22,2020-02-13,126,12.746632271668258,67.14430657162526,True,23,128.24959576102515,134.28861311881494
