,Report_Date,Saint Kitts and Nevis_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.60739808123408,12.646261785981508,False,1,0.0002928157144277732,0.0069717009575007175
1,2020-01-23,0,78.60739808123408,12.646261785981508,False,2,0.00033900088479242737,0.0069717009575007175
2,2020-01-24,0,78.60739808123408,12.646261785981508,False,3,0.0003924706261576488,0.0069717009575007175
3,2020-01-25,0,78.60739808123408,12.646261785981508,False,4,0.00045437386138017346,0.0069717009575007175
4,2020-01-26,0,78.60739808123408,12.646261785981508,False,5,0.0005260407083871212,0.0069717009575007175
5,2020-01-27,0,78.60739808123408,12.646261785981508,False,6,0.0006090110517496931,0.0069717009575007175
6,2020-01-28,0,78.60739808123408,12.646261785981508,False,7,0.0007050676180220133,0.0069717009575007175
7,2020-01-29,0,78.60739808123408,12.646261785981508,False,8,0.0008162742642618721,0.0069717009575007175
8,2020-01-30,0,78.60739808123408,12.646261785981508,False,9,0.0009450203007191796,0.0069717009575007175
9,2020-01-31,0,78.60739808123408,12.646261785981508,False,10,0.001094071797733443,0.0069717009575007175
10,2020-02-01,0,78.60739808123408,12.646261785981508,False,11,0.001266630976143874,0.0069717009575007175
11,2020-02-02,0,78.60739808123408,12.646261785981508,False,12,0.0014664049531212455,0.0069717009575007175
12,2020-02-03,0,78.60739808123408,12.646261785981508,False,13,0.0016976853148933761,0.0069717009575007175
13,2020-02-04,0,78.60739808123408,12.646261785981508,False,14,0.0019654402185169907,0.0069717009575007175
14,2020-02-05,0,78.60739808123408,12.646261785981508,False,15,0.002275420991434024,0.0069717009575007175
15,2020-02-06,0,78.60739808123408,12.646261785981508,False,16,0.002634285505539937,0.0069717009575007175
16,2020-02-07,0,78.60739808123408,12.646261785981508,False,17,0.0030497409581971523,0.0069717009575007175
17,2020-02-08,0,78.60739808123408,12.646261785981508,False,18,0.0035307091032814094,0.0069717009575007175
18,2020-02-09,0,78.60739808123408,12.646261785981508,False,19,0.004087517449227126,0.0069717009575007175
19,2020-02-10,0,78.60739808123408,12.646261785981508,False,20,0.004732120487586439,0.0069717009575007175
