,Report_Date,Morocco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.71902664358817,1605.044726524352,False,1,0.0370216175718324,3210.089453048703
1,2020-01-23,0,80.71902664358817,1605.044726524352,False,2,0.04269705164213341,3210.089453048703
2,2020-01-24,0,80.71902664358817,1605.044726524352,False,3,0.049242519489613605,3210.089453048703
3,2020-01-25,0,80.71902664358817,1605.044726524352,False,4,0.056791391312866465,3210.089453048703
4,2020-01-26,0,80.71902664358817,1605.044726524352,False,5,0.06549748059099933,3210.089453048703
5,2020-01-27,0,80.71902664358817,1605.044726524352,False,6,0.07553817719504485,3210.089453048703
6,2020-01-28,0,80.71902664358817,1605.044726524352,False,7,0.08711806051760618,3210.089453048703
7,2020-01-29,0,80.71902664358817,1605.044726524352,False,8,0.10047306611112988,3210.089453048703
8,2020-01-30,0,80.71902664358817,1605.044726524352,False,9,0.11587529055924485,3210.089453048703
9,2020-01-31,0,80.71902664358817,1605.044726524352,False,10,0.1336385322512254,3210.089453048703
10,2020-02-01,0,80.71902664358817,1605.044726524352,False,11,0.15412468064571355,3210.089453048703
11,2020-02-02,0,80.71902664358817,1605.044726524352,False,12,0.1777510837937838,3210.089453048703
12,2020-02-03,0,80.71902664358817,1605.044726524352,False,13,0.20499904368471852,3210.089453048703
13,2020-02-04,0,80.71902664358817,1605.044726524352,False,14,0.23642361177226237,3210.089453048703
14,2020-02-05,0,80.71902664358817,1605.044726524352,False,15,0.27266488328375094,3210.089453048703
15,2020-02-06,0,80.71902664358817,1605.044726524352,False,16,0.314461019123722,3210.089453048703
16,2020-02-07,0,80.71902664358817,1605.044726524352,False,17,0.36266325894582446,3210.089453048703
17,2020-02-08,0,80.71902664358817,1605.044726524352,False,18,0.4182532289542772,3210.089453048703
18,2020-02-09,0,80.71902664358817,1605.044726524352,False,19,0.48236289397561416,3210.089453048703
19,2020-02-10,0,80.71902664358817,1605.044726524352,False,20,0.5562975561861062,3210.089453048703
20,2020-02-11,0,80.71902664358817,1605.044726524352,False,21,0.6415623635820858,3210.089453048703
21,2020-02-12,0,80.71902664358817,1605.044726524352,False,22,0.7398928609636778,3210.089453048703
22,2020-02-13,0,80.71902664358817,1605.044726524352,False,23,0.8532901961373831,3210.089453048703
23,2020-02-14,0,80.71902664358817,1605.044726524352,False,24,0.9840616856596155,3210.089453048703
24,2020-02-15,0,80.71902664358817,1605.044726524352,False,25,1.1348675493444447,3210.089453048703
25,2020-02-16,0,80.71902664358817,1605.044726524352,False,26,1.308774742731513,3210.089453048703
26,2020-02-17,0,80.71902664358817,1605.044726524352,False,27,1.5093189537338119,3210.089453048703
27,2020-02-18,0,80.71902664358817,1605.044726524352,False,28,1.740575985934554,3210.089453048703
28,2020-02-19,0,80.71902664358817,1605.044726524352,False,29,2.0072439288430353,3210.089453048703
29,2020-02-20,0,80.71902664358817,1605.044726524352,False,30,2.3147377173897463,3210.089453048703
30,2020-02-21,0,80.71902664358817,1605.044726524352,False,31,2.6692979117187914,3210.089453048703
31,2020-02-22,0,80.71902664358817,1605.044726524352,False,32,3.078115786678712,3210.089453048703
32,2020-02-23,0,80.71902664358817,1605.044726524352,False,33,3.549477111066219,3210.089453048703
33,2020-02-24,0,80.71902664358817,1605.044726524352,False,34,4.092927322232908,3210.089453048703
34,2020-02-25,0,80.71902664358817,1605.044726524352,False,35,4.719461164357326,3210.089453048703
35,2020-02-26,0,80.71902664358817,1605.044726524352,False,36,5.441740260099671,3210.089453048703
36,2020-02-27,0,80.71902664358817,1605.044726524352,False,37,6.2743425260249,3210.089453048703
37,2020-02-28,0,80.71902664358817,1605.044726524352,False,38,7.234047821017264,3210.089453048703
38,2020-02-29,0,80.71902664358817,1605.044726524352,False,39,8.340164730454154,3210.089453048703
39,2020-03-01,0,80.71902664358817,1605.044726524352,False,40,9.614903930295538,3210.089453048703
40,2020-03-02,1,80.71902664358817,1605.044726524352,False,41,11.083804132849409,3210.089453048703
41,2020-03-03,1,80.71902664358817,1605.044726524352,False,42,12.776217171603202,3210.089453048703
42,2020-03-04,1,80.71902664358817,1605.044726524352,False,43,14.725859309074215,3210.089453048703
43,2020-03-05,2,80.71902664358817,1605.044726524352,False,44,16.971436310114612,3210.089453048703
44,2020-03-06,2,80.71902664358817,1605.044726524352,False,45,19.55735015873071,3210.089453048703
45,2020-03-07,2,80.71902664358817,1605.044726524352,False,46,22.534495433871395,3210.089453048703
46,2020-03-08,2,80.71902664358817,1605.044726524352,False,47,25.96115319688907,3210.089453048703
47,2020-03-09,2,80.71902664358817,1605.044726524352,False,48,29.90398964481022,3210.089453048703
48,2020-03-10,3,80.71902664358817,1605.044726524352,False,49,34.43916557128405,3210.089453048703
49,2020-03-11,5,80.71902664358817,1605.044726524352,False,50,39.65356062139696,3210.089453048703
