,Report_Date,Kazakhstan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.11998957445672,1049.057176378981,False,1,0.02413853174400678,2098.114352757962
1,2020-01-23,0,82.11998957445672,1049.057176378981,False,2,0.027771325658198696,2098.114352757962
2,2020-01-24,0,82.11998957445672,1049.057176378981,False,3,0.03195083843619986,2098.114352757962
3,2020-01-25,0,82.11998957445672,1049.057176378981,False,4,0.036759346071131495,2098.114352757962
4,2020-01-26,0,82.11998957445672,1049.057176378981,False,5,0.04229150543906179,2098.114352757962
5,2020-01-27,0,82.11998957445672,1049.057176378981,False,6,0.04865621709074919,2098.114352757962
6,2020-01-28,0,82.11998957445672,1049.057176378981,False,7,0.055978768222281934,2098.114352757962
7,2020-01-29,0,82.11998957445672,1049.057176378981,False,8,0.064403297936212,2098.114352757962
8,2020-01-30,0,82.11998957445672,1049.057176378981,False,9,0.0740956332246905,2098.114352757962
9,2020-01-31,0,82.11998957445672,1049.057176378981,False,10,0.08524655137138179,2098.114352757962
10,2020-02-01,0,82.11998957445672,1049.057176378981,False,11,0.09807553281997175,2098.114352757962
11,2020-02-02,0,82.11998957445672,1049.057176378981,False,12,0.11283507815482537,2098.114352757962
12,2020-02-03,0,82.11998957445672,1049.057176378981,False,13,0.12981567386814313,2098.114352757962
13,2020-02-04,0,82.11998957445672,1049.057176378981,False,14,0.14935150425885407,2098.114352757962
14,2020-02-05,0,82.11998957445672,1049.057176378981,False,15,0.17182702136286945,2098.114352757962
15,2020-02-06,0,82.11998957445672,1049.057176378981,False,16,0.19768450152808367,2098.114352757962
16,2020-02-07,0,82.11998957445672,1049.057176378981,False,17,0.22743273643560244,2098.114352757962
17,2020-02-08,0,82.11998957445672,1049.057176378981,False,18,0.2616570283902115,2098.114352757962
18,2020-02-09,0,82.11998957445672,1049.057176378981,False,19,0.30103068496695495,2098.114352757962
19,2020-02-10,0,82.11998957445672,1049.057176378981,False,20,0.346328237071619,2098.114352757962
20,2020-02-11,0,82.11998957445672,1049.057176378981,False,21,0.398440637678119,2098.114352757962
21,2020-02-12,0,82.11998957445672,1049.057176378981,False,22,0.4583927365419522,2098.114352757962
22,2020-02-13,0,82.11998957445672,1049.057176378981,False,23,0.5273633697293765,2098.114352757962
23,2020-02-14,0,82.11998957445672,1049.057176378981,False,24,0.606708452604323,2098.114352757962
24,2020-02-15,0,82.11998957445672,1049.057176378981,False,25,0.6979875218279102,2098.114352757962
25,2020-02-16,0,82.11998957445672,1049.057176378981,False,26,0.8029942368951825,2098.114352757962
26,2020-02-17,0,82.11998957445672,1049.057176378981,False,27,0.9237914258094012,2098.114352757962
27,2020-02-18,0,82.11998957445672,1049.057176378981,False,28,1.0627513438305132,2098.114352757962
28,2020-02-19,0,82.11998957445672,1049.057176378981,False,29,1.2226019100907637,2098.114352757962
29,2020-02-20,0,82.11998957445672,1049.057176378981,False,30,1.4064797956049129,2098.114352757962
30,2020-02-21,0,82.11998957445672,1049.057176378981,False,31,1.6179913592581376,2098.114352757962
31,2020-02-22,0,82.11998957445672,1049.057176378981,False,32,1.8612825672344464,2098.114352757962
32,2020-02-23,0,82.11998957445672,1049.057176378981,False,33,2.141119187574797,2098.114352757962
33,2020-02-24,0,82.11998957445672,1049.057176378981,False,34,2.462978726608144,2098.114352757962
34,2020-02-25,0,82.11998957445672,1049.057176378981,False,35,2.8331557692289846,2098.114352757962
35,2020-02-26,0,82.11998957445672,1049.057176378981,False,36,3.2588826014891303,2098.114352757962
36,2020-02-27,0,82.11998957445672,1049.057176378981,False,37,3.7484672323745234,2098.114352757962
37,2020-02-28,0,82.11998957445672,1049.057176378981,False,38,4.3114511919019955,2098.114352757962
38,2020-02-29,0,82.11998957445672,1049.057176378981,False,39,4.9587897637152984,2098.114352757962
39,2020-03-01,0,82.11998957445672,1049.057176378981,False,40,5.703057609611327,2098.114352757962
40,2020-03-02,0,82.11998957445672,1049.057176378981,False,41,6.558683056210253,2098.114352757962
41,2020-03-03,0,82.11998957445672,1049.057176378981,False,42,7.54221463271149,2098.114352757962
42,2020-03-04,0,82.11998957445672,1049.057176378981,False,43,8.672623761802928,2098.114352757962
43,2020-03-05,0,82.11998957445672,1049.057176378981,False,44,9.971647796440822,2098.114352757962
44,2020-03-06,0,82.11998957445672,1049.057176378981,False,45,11.464177839453626,2098.114352757962
45,2020-03-07,0,82.11998957445672,1049.057176378981,False,46,13.178695947542332,2098.114352757962
46,2020-03-08,0,82.11998957445672,1049.057176378981,False,47,15.147766361046495,2098.114352757962
47,2020-03-09,0,82.11998957445672,1049.057176378981,False,48,17.4085852552638,2098.114352757962
48,2020-03-10,0,82.11998957445672,1049.057176378981,False,49,20.003593098233043,2098.114352757962
49,2020-03-11,0,82.11998957445672,1049.057176378981,False,50,22.98115291977136,2098.114352757962
50,2020-03-12,0,82.11998957445672,1049.057176378981,False,51,26.396296514001186,2098.114352757962
51,2020-03-13,4,82.11998957445672,1049.057176378981,False,52,30.311538644649062,2098.114352757962
52,2020-03-14,6,82.11998957445672,1049.057176378981,False,53,34.79775649103959,2098.114352757962
53,2020-03-15,9,82.11998957445672,1049.057176378981,False,54,39.93512761075154,2098.114352757962
54,2020-03-16,10,82.11998957445672,1049.057176378981,False,55,45.81411430449651,2098.114352757962
55,2020-03-17,33,82.11998957445672,1049.057176378981,False,56,52.536475109863105,2098.114352757962
56,2020-03-18,35,82.11998957445672,1049.057176378981,False,57,60.21627485266704,2098.114352757962
57,2020-03-19,44,82.11998957445672,1049.057176378981,False,58,68.9808528716661,2098.114352757962
58,2020-03-20,49,82.11998957445672,1049.057176378981,False,59,78.97169436671643,2098.114352757962
59,2020-03-21,53,82.11998957445672,1049.057176378981,False,60,90.34513207400744,2098.114352757962
60,2020-03-22,60,82.11998957445672,1049.057176378981,False,61,103.27278463325509,2098.114352757962
61,2020-03-23,62,82.11998957445672,1049.057176378981,False,62,117.94161443686387,2098.114352757962
62,2020-03-24,72,82.11998957445672,1049.057176378981,False,63,134.55346236534493,2098.114352757962
63,2020-03-25,81,82.11998957445672,1049.057176378981,False,64,153.32389136057182,2098.114352757962
64,2020-03-26,111,82.11998957445672,1049.057176378981,False,65,174.48014811285466,2098.114352757962
65,2020-03-27,150,82.11998957445672,1049.057176378981,False,66,198.25803645753473,2098.114352757962
66,2020-03-28,228,82.11998957445672,1049.057176378981,False,67,224.8974931751524,2098.114352757962
67,2020-03-29,284,82.11998957445672,1049.057176378981,False,68,254.63667410385167,2098.114352757962
68,2020-03-30,302,82.11998957445672,1049.057176378981,False,69,287.7044043166984,2098.114352757962
69,2020-03-31,343,82.11998957445672,1049.057176378981,False,70,324.3109293348714,2098.114352757962
70,2020-04-01,380,82.11998957445672,1049.057176378981,False,71,364.6370322245505,2098.114352757962
71,2020-04-02,435,82.11998957445672,1049.057176378981,False,72,408.821757259151,2098.114352757962
72,2020-04-03,464,82.11998957445672,1049.057176378981,False,73,456.9492007170396,2098.114352757962
73,2020-04-04,531,82.11998957445672,1049.057176378981,False,74,509.0350788362578,2098.114352757962
