,Report_Date,Papua New Guinea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.30245130761809,0.828596144253753,True,1,1.982098544417804e-05,1.6337221706350886
1,2020-01-23,0,64.30245130761809,0.828596144253753,True,2,2.3707281548785695e-05,1.6337221706350886
2,2020-01-24,0,64.30245130761809,0.828596144253753,True,3,2.835554980789057e-05,1.6337221706350886
3,2020-01-25,0,64.30245130761809,0.828596144253753,True,4,3.3915181758071325e-05,1.6337221706350886
4,2020-01-26,0,64.30245130761809,0.828596144253753,True,5,4.056485608137069e-05,1.6337221706350886
5,2020-01-27,0,64.30245130761809,0.828596144253753,True,6,4.8518279100517266e-05,1.6337221706350886
6,2020-01-28,0,64.30245130761809,0.828596144253753,True,7,5.8031050005143534e-05,1.6337221706350886
7,2020-01-29,0,64.30245130761809,0.828596144253753,True,8,6.940887098373493e-05,1.6337221706350886
8,2020-01-30,0,64.30245130761809,0.828596144253753,True,9,8.301736545382377e-05,1.6337221706350886
9,2020-01-31,0,64.30245130761809,0.828596144253753,True,10,9.929381896972076e-05,1.6337221706350886
10,2020-02-01,0,64.30245130761809,0.828596144253753,True,11,0.00011876121875556895,1.6337221706350886
11,2020-02-02,0,64.30245130761809,0.828596144253753,True,12,0.00014204504107848928,1.6337221706350886
12,2020-02-03,0,64.30245130761809,0.828596144253753,True,13,0.00016989332311733777,1.6337221706350886
13,2020-02-04,0,64.30245130761809,0.828596144253753,True,14,0.00020320066029370557,1.6337221706350886
14,2020-02-05,0,64.30245130761809,0.828596144253753,True,15,0.0002430368944031699,1.6337221706350886
15,2020-02-06,0,64.30245130761809,0.828596144253753,True,16,0.0002906814060811929,1.6337221706350886
16,2020-02-07,0,64.30245130761809,0.828596144253753,True,17,0.00034766410159008576,1.6337221706350886
17,2020-02-08,0,64.30245130761809,0.828596144253753,True,18,0.0004158143938172573,1.6337221706350886
18,2020-02-09,0,64.30245130761809,0.828596144253753,True,19,0.000497319726798168,1.6337221706350886
19,2020-02-10,0,64.30245130761809,0.828596144253753,True,20,0.0005947954890671872,1.6337221706350886
20,2020-02-11,0,64.30245130761809,0.828596144253753,True,21,0.0007113685118251416,1.6337221706350886
21,2020-02-12,0,64.30245130761809,0.828596144253753,True,22,0.000850776762589827,1.6337221706350886
22,2020-02-13,0,64.30245130761809,0.828596144253753,True,23,0.0010174883341759417,1.6337221706350886
23,2020-02-14,0,64.30245130761809,0.828596144253753,True,24,0.0012168434042404753,1.6337221706350886
24,2020-02-15,0,64.30245130761809,0.828596144253753,True,25,0.001455223515001572,1.6337221706350886
25,2020-02-16,0,64.30245130761809,0.828596144253753,True,26,0.0017402533096269096,1.6337221706350886
26,2020-02-17,0,64.30245130761809,0.828596144253753,True,27,0.002081040774908263,1.6337221706350886
27,2020-02-18,0,64.30245130761809,0.828596144253753,True,28,0.002488463092105464,1.6337221706350886
28,2020-02-19,0,64.30245130761809,0.828596144253753,True,29,0.002975506399774308,1.6337221706350886
29,2020-02-20,0,64.30245130761809,0.828596144253753,True,30,0.00355766912964275,1.6337221706350886
30,2020-02-21,0,64.30245130761809,0.828596144253753,True,31,0.004253440086222387,1.6337221706350886
31,2020-02-22,0,64.30245130761809,0.828596144253753,True,32,0.005084864085771384,1.6337221706350886
32,2020-02-23,0,64.30245130761809,0.828596144253753,True,33,0.0060782097112535355,1.6337221706350886
33,2020-02-24,0,64.30245130761809,0.828596144253753,True,34,0.007264755504266063,1.6337221706350886
34,2020-02-25,0,64.30245130761809,0.828596144253753,True,35,0.008681712580047253,1.6337221706350886
35,2020-02-26,0,64.30245130761809,0.828596144253753,True,36,0.010373303023215196,1.6337221706350886
36,2020-02-27,0,64.30245130761809,0.828596144253753,True,37,0.012392014203370789,1.6337221706350886
37,2020-02-28,0,64.30245130761809,0.828596144253753,True,38,0.014800048902700778,1.6337221706350886
38,2020-02-29,0,64.30245130761809,0.828596144253753,True,39,0.017670989240490605,1.6337221706350886
39,2020-03-01,0,64.30245130761809,0.828596144253753,True,40,0.021091687923322073,1.6337221706350886
40,2020-03-02,0,64.30245130761809,0.828596144253753,True,41,0.02516439212464142,1.6337221706350886
41,2020-03-03,0,64.30245130761809,0.828596144253753,True,42,0.03000909167242431,1.6337221706350886
42,2020-03-04,0,64.30245130761809,0.828596144253753,True,43,0.03576606208620706,1.6337221706350886
43,2020-03-05,0,64.30245130761809,0.828596144253753,True,44,0.04259854172534764,1.6337221706350886
