,Report_Date,Denmark_greenland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.36855487662407,6.6574594921277015,True,1,0.00015878984522650752,13.072101318237344
1,2020-01-23,0,65.36855487662407,6.6574594921277015,True,2,0.00018936996738358987,13.072101318237344
2,2020-01-24,0,65.36855487662407,6.6574594921277015,True,3,0.0002258391815559949,13.072101318237344
3,2020-01-25,0,65.36855487662407,6.6574594921277015,True,4,0.00026933156153074344,13.072101318237344
4,2020-01-26,0,65.36855487662407,6.6574594921277015,True,5,0.00032119955405762247,13.072101318237344
5,2020-01-27,0,65.36855487662407,6.6574594921277015,True,6,0.00038305602040159686,13.072101318237344
6,2020-01-28,0,65.36855487662407,6.6574594921277015,True,7,0.00045682436863453635,13.072101318237344
7,2020-01-29,0,65.36855487662407,6.6574594921277015,True,8,0.0005447983323578409,13.072101318237344
8,2020-01-30,0,65.36855487662407,6.6574594921277015,True,9,0.0006497132501103762,13.072101318237344
9,2020-01-31,0,65.36855487662407,6.6574594921277015,True,10,0.0007748310553387377,13.072101318237344
10,2020-02-01,0,65.36855487662407,6.6574594921277015,True,11,0.0009240416102929063,13.072101318237344
11,2020-02-02,0,65.36855487662407,6.6574594921277015,True,12,0.0011019835213660722,13.072101318237344
12,2020-02-03,0,65.36855487662407,6.6574594921277015,True,13,0.0013141881733843158,13.072101318237344
13,2020-02-04,0,65.36855487662407,6.6574594921277015,True,14,0.0015672514340936835,13.072101318237344
14,2020-02-05,0,65.36855487662407,6.6574594921277015,True,15,0.0018690383287405935,13.072101318237344
15,2020-02-06,0,65.36855487662407,6.6574594921277015,True,16,0.0022289269931031895,13.072101318237344
16,2020-02-07,0,65.36855487662407,6.6574594921277015,True,17,0.0026580994108579728,13.072101318237344
17,2020-02-08,0,65.36855487662407,6.6574594921277015,True,18,0.0031698878620011503,13.072101318237344
18,2020-02-09,0,65.36855487662407,6.6574594921277015,True,19,0.0037801876931155163,13.072101318237344
19,2020-02-10,0,65.36855487662407,6.6574594921277015,True,20,0.004507949013907,13.072101318237344
20,2020-02-11,0,65.36855487662407,6.6574594921277015,True,21,0.00537576228104627,13.072101318237344
21,2020-02-12,0,65.36855487662407,6.6574594921277015,True,22,0.0064105555110480685,13.072101318237344
22,2020-02-13,0,65.36855487662407,6.6574594921277015,True,23,0.007644424137906293,13.072101318237344
23,2020-02-14,0,65.36855487662407,6.6574594921277015,True,24,0.009115618375806645,13.072101318237344
24,2020-02-15,0,65.36855487662407,6.6574594921277015,True,25,0.010869717447336818,13.072101318237344
25,2020-02-16,0,65.36855487662407,6.6574594921277015,True,26,0.01296102528405606,13.072101318237344
26,2020-02-17,0,65.36855487662407,6.6574594921277015,True,27,0.01545422839279983,13.072101318237344
27,2020-02-18,0,65.36855487662407,6.6574594921277015,True,28,0.01842636359889179,13.072101318237344
28,2020-02-19,0,65.36855487662407,6.6574594921277015,True,29,0.02196915140641753,13.072101318237344
29,2020-02-20,0,65.36855487662407,6.6574594921277015,True,30,0.026191759810743613,13.072101318237344
30,2020-02-21,0,65.36855487662407,6.6574594921277015,True,31,0.031224073568538745,13.072101318237344
31,2020-02-22,0,65.36855487662407,6.6574594921277015,True,32,0.03722055510794279,13.072101318237344
32,2020-02-23,0,65.36855487662407,6.6574594921277015,True,33,0.04436479525689498,13.072101318237344
33,2020-02-24,0,65.36855487662407,6.6574594921277015,True,34,0.05287486440581399,13.072101318237344
34,2020-02-25,0,65.36855487662407,6.6574594921277015,True,35,0.06300958695041739,13.072101318237344
35,2020-02-26,0,65.36855487662407,6.6574594921277015,True,36,0.0750758728285268,13.072101318237344
36,2020-02-27,0,65.36855487662407,6.6574594921277015,True,37,0.08943724804606498,13.072101318237344
37,2020-02-28,0,65.36855487662407,6.6574594921277015,True,38,0.10652372885691017,13.072101318237344
38,2020-02-29,0,65.36855487662407,6.6574594921277015,True,39,0.12684317819675012,13.072101318237344
39,2020-03-01,0,65.36855487662407,6.6574594921277015,True,40,0.15099426307891592,13.072101318237344
40,2020-03-02,0,65.36855487662407,6.6574594921277015,True,41,0.1796810910222746,13.072101318237344
41,2020-03-03,0,65.36855487662407,6.6574594921277015,True,42,0.2137295328425127,13.072101318237344
42,2020-03-04,0,65.36855487662407,6.6574594921277015,True,43,0.2541051259880138,13.072101318237344
43,2020-03-05,0,65.36855487662407,6.6574594921277015,True,44,0.30193228136559813,13.072101318237344
44,2020-03-06,0,65.36855487662407,6.6574594921277015,True,45,0.35851426815902016,13.072101318237344
45,2020-03-07,0,65.36855487662407,6.6574594921277015,True,46,0.4253531035403081,13.072101318237344
46,2020-03-08,0,65.36855487662407,6.6574594921277015,True,47,0.5041680045141995,13.072101318237344
47,2020-03-09,0,65.36855487662407,6.6574594921277015,True,48,0.5969104476005658,13.072101318237344
48,2020-03-10,0,65.36855487662407,6.6574594921277015,True,49,0.7057731191876604,13.072101318237344
49,2020-03-11,0,65.36855487662407,6.6574594921277015,True,50,0.8331891379070044,13.072101318237344
50,2020-03-12,0,65.36855487662407,6.6574594921277015,True,51,0.9818169426704266,13.072101318237344
51,2020-03-13,0,65.36855487662407,6.6574594921277015,True,52,1.1545052812850447,13.072101318237344
52,2020-03-14,0,65.36855487662407,6.6574594921277015,True,53,1.354232009374269,13.072101318237344
53,2020-03-15,0,65.36855487662407,6.6574594921277015,True,54,1.584010234450585,13.072101318237344
54,2020-03-16,1,65.36855487662407,6.6574594921277015,True,55,1.8467561497231897,13.072101318237344
55,2020-03-17,1,65.36855487662407,6.6574594921277015,True,56,2.145115214014484,13.072101318237344
56,2020-03-18,1,65.36855487662407,6.6574594921277015,True,57,2.481247646450784,13.072101318237344
57,2020-03-19,2,65.36855487662407,6.6574594921277015,True,58,2.856580803844089,13.072101318237344
58,2020-03-20,2,65.36855487662407,6.6574594921277015,True,59,3.2715446885456148,13.072101318237344
59,2020-03-21,2,65.36855487662407,6.6574594921277015,True,60,3.7253165868790923,13.072101318237344
60,2020-03-22,4,65.36855487662407,6.6574594921277015,True,61,4.215609656083804,13.072101318237344
