,Report_Date,Brazil_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.35748880848949,30589.268738369814,False,1,0.6990254643488155,61178.53747673964
1,2020-01-23,0,86.35748880848949,30589.268738369814,False,2,0.7987137244926159,61178.53747673964
2,2020-01-24,0,86.35748880848949,30589.268738369814,False,3,0.9126183493774572,61178.53747673964
3,2020-01-25,0,86.35748880848949,30589.268738369814,False,4,1.0427666445883013,61178.53747673964
4,2020-01-26,0,86.35748880848949,30589.268738369814,False,5,1.1914749970977287,61178.53747673964
5,2020-01-27,0,86.35748880848949,30589.268738369814,False,6,1.361390090455147,61178.53747673964
6,2020-01-28,0,86.35748880848949,30589.268738369814,False,7,1.5555359942988563,61178.53747673964
7,2020-01-29,0,86.35748880848949,30589.268738369814,False,8,1.777367964882168,61178.53747673964
8,2020-01-30,0,86.35748880848949,30589.268738369814,False,9,2.030833912303654,61178.53747673964
9,2020-01-31,0,86.35748880848949,30589.268738369814,False,10,2.3204446260023746,61178.53747673964
10,2020-02-01,0,86.35748880848949,30589.268738369814,False,11,2.651354005197584,61178.53747673964
11,2020-02-02,0,86.35748880848949,30589.268738369814,False,12,3.029450718024476,61178.53747673964
12,2020-02-03,0,86.35748880848949,30589.268738369814,False,13,3.4614629152225267,61178.53747673964
13,2020-02-04,0,86.35748880848949,30589.268738369814,False,14,3.9550778548737555,61178.53747673964
14,2020-02-05,0,86.35748880848949,30589.268738369814,False,15,4.519078557846834,61178.53747673964
15,2020-02-06,0,86.35748880848949,30589.268738369814,False,16,5.1634999138025295,61178.53747673964
16,2020-02-07,0,86.35748880848949,30589.268738369814,False,17,5.899806999990019,61178.53747673964
17,2020-02-08,0,86.35748880848949,30589.268738369814,False,18,6.741098765432064,61178.53747673964
18,2020-02-09,0,86.35748880848949,30589.268738369814,False,19,7.702340678050791,61178.53747673964
19,2020-02-10,0,86.35748880848949,30589.268738369814,False,20,8.800630439278317,61178.53747673964
20,2020-02-11,0,86.35748880848949,30589.268738369814,False,21,10.055501448143078,61178.53747673964
21,2020-02-12,0,86.35748880848949,30589.268738369814,False,22,11.48926935420795,61178.53747673964
22,2020-02-13,0,86.35748880848949,30589.268738369814,False,23,13.127427786725441,61178.53747673964
23,2020-02-14,0,86.35748880848949,30589.268738369814,False,24,14.999100197931773,61178.53747673964
24,2020-02-15,0,86.35748880848949,30589.268738369814,False,25,17.137555724903844,61178.53747673964
25,2020-02-16,0,86.35748880848949,30589.268738369814,False,26,19.580798071758363,61178.53747673964
26,2020-02-17,0,86.35748880848949,30589.268738369814,False,27,22.37223765872092,61178.53747673964
27,2020-02-18,0,86.35748880848949,30589.268738369814,False,28,25.561458694991046,61178.53747673964
28,2020-02-19,0,86.35748880848949,30589.268738369814,False,29,29.205094428401292,61178.53747673964
29,2020-02-20,0,86.35748880848949,30589.268738369814,False,30,33.36782562840925,61178.53747673964
30,2020-02-21,0,86.35748880848949,30589.268738369814,False,31,38.12351939345942,61178.53747673964
31,2020-02-22,0,86.35748880848949,30589.268738369814,False,32,43.55652766421406,61178.53747673964
32,2020-02-23,0,86.35748880848949,30589.268738369814,False,33,49.76316739676958,61178.53747673964
