,Report_Date,France_saint barthelemy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.55618702044903,4.111077169136708,True,1,0.013541871524062811,7.5149891138114375
1,2020-01-23,0,64.55618702044903,4.111077169136708,True,2,0.014975606497857449,7.5149891138114375
2,2020-01-24,0,64.55618702044903,4.111077169136708,True,3,0.01656083078520763,7.5149891138114375
3,2020-01-25,0,64.55618702044903,4.111077169136708,True,4,0.018313482594173633,7.5149891138114375
4,2020-01-26,0,64.55618702044903,4.111077169136708,True,5,0.020251161792193672,7.5149891138114375
5,2020-01-27,0,64.55618702044903,4.111077169136708,True,6,0.022393299757319265,7.5149891138114375
6,2020-01-28,0,64.55618702044903,4.111077169136708,True,7,0.024761345834229287,7.5149891138114375
7,2020-01-29,0,64.55618702044903,4.111077169136708,True,8,0.027378971847381445,7.5149891138114375
8,2020-01-30,0,64.55618702044903,4.111077169136708,True,9,0.030272296210911678,7.5149891138114375
9,2020-01-31,0,64.55618702044903,4.111077169136708,True,10,0.03347012925724037,7.5149891138114375
10,2020-02-01,0,64.55618702044903,4.111077169136708,True,11,0.037004241480369675,7.5149891138114375
11,2020-02-02,0,64.55618702044903,4.111077169136708,True,12,0.040909656451218614,7.5149891138114375
12,2020-02-03,0,64.55618702044903,4.111077169136708,True,13,0.04522497020558738,7.5149891138114375
13,2020-02-04,0,64.55618702044903,4.111077169136708,True,14,0.04999269892368088,7.5149891138114375
14,2020-02-05,0,64.55618702044903,4.111077169136708,True,15,0.05525965670516648,7.5149891138114375
15,2020-02-06,0,64.55618702044903,4.111077169136708,True,16,0.06107736518521939,7.5149891138114375
16,2020-02-07,0,64.55618702044903,4.111077169136708,True,17,0.06750249662242283,7.5149891138114375
17,2020-02-08,0,64.55618702044903,4.111077169136708,True,18,0.07459735190365734,7.5149891138114375
18,2020-02-09,0,64.55618702044903,4.111077169136708,True,19,0.0824303746361635,7.5149891138114375
19,2020-02-10,0,64.55618702044903,4.111077169136708,True,20,0.09107670211132324,7.5149891138114375
20,2020-02-11,0,64.55618702044903,4.111077169136708,True,21,0.10061875340307848,7.5149891138114375
21,2020-02-12,0,64.55618702044903,4.111077169136708,True,22,0.11114685417676287,7.5149891138114375
22,2020-02-13,0,64.55618702044903,4.111077169136708,True,23,0.12275989689736348,7.5149891138114375
23,2020-02-14,0,64.55618702044903,4.111077169136708,True,24,0.1355660340009446,7.5149891138114375
24,2020-02-15,0,64.55618702044903,4.111077169136708,True,25,0.14968340018539553,7.5149891138114375
25,2020-02-16,0,64.55618702044903,4.111077169136708,True,26,0.16524085823842877,7.5149891138114375
26,2020-02-17,0,64.55618702044903,4.111077169136708,True,27,0.18237876069951106,7.5149891138114375
27,2020-02-18,0,64.55618702044903,4.111077169136708,True,28,0.20124971709309783,7.5149891138114375
28,2020-02-19,0,64.55618702044903,4.111077169136708,True,29,0.22201935341740295,7.5149891138114375
29,2020-02-20,0,64.55618702044903,4.111077169136708,True,30,0.24486704697261616,7.5149891138114375
30,2020-02-21,0,64.55618702044903,4.111077169136708,True,31,0.26998661541847196,7.5149891138114375
31,2020-02-22,0,64.55618702044903,4.111077169136708,True,32,0.2975869341298289,7.5149891138114375
32,2020-02-23,0,64.55618702044903,4.111077169136708,True,33,0.327892450458089,7.5149891138114375
33,2020-02-24,0,64.55618702044903,4.111077169136708,True,34,0.3611435574252713,7.5149891138114375
34,2020-02-25,0,64.55618702044903,4.111077169136708,True,35,0.39759678274087407,7.5149891138114375
35,2020-02-26,0,64.55618702044903,4.111077169136708,True,36,0.43752474196505065,7.5149891138114375
36,2020-02-27,0,64.55618702044903,4.111077169136708,True,37,0.48121579735099784,7.5149891138114375
37,2020-02-28,0,64.55618702044903,4.111077169136708,True,38,0.5289733566920204,7.5149891138114375
38,2020-02-29,0,64.55618702044903,4.111077169136708,True,39,0.5811147398052403,7.5149891138114375
