,Report_Date,Mongolia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,60.93295295565169,7.824118094088506,True,1,0.0001890242621378414,15.554736317269686
1,2020-01-23,0,60.93295295565169,7.824118094088506,True,2,0.00022833572483463242,15.554736317269686
2,2020-01-24,0,60.93295295565169,7.824118094088506,True,3,0.00027582266639225193,15.554736317269686
3,2020-01-25,0,60.93295295565169,7.824118094088506,True,4,0.00033318524876486694,15.554736317269686
4,2020-01-26,0,60.93295295565169,7.824118094088506,True,5,0.000402477166990356,15.554736317269686
5,2020-01-27,0,60.93295295565169,7.824118094088506,True,6,0.00048617914919967903,15.554736317269686
6,2020-01-28,0,60.93295295565169,7.824118094088506,True,7,0.0005872877309713445,15.554736317269686
7,2020-01-29,0,60.93295295565169,7.824118094088506,True,8,0.0007094224753144625,15.554736317269686
8,2020-01-30,0,60.93295295565169,7.824118094088506,True,9,0.0008569554666393044,15.554736317269686
9,2020-01-31,0,60.93295295565169,7.824118094088506,True,10,0.0010351676996716002,15.554736317269686
10,2020-02-01,0,60.93295295565169,7.824118094088506,True,11,0.0012504379400515484,15.554736317269686
11,2020-02-02,0,60.93295295565169,7.824118094088506,True,12,0.0015104707855117165,15.554736317269686
12,2020-02-03,0,60.93295295565169,7.824118094088506,True,13,0.001824572044784391,15.554736317269686
13,2020-02-04,0,60.93295295565169,7.824118094088506,True,14,0.0022039812232408714,15.554736317269686
14,2020-02-05,0,60.93295295565169,7.824118094088506,True,15,0.0026622729163448375,15.554736317269686
15,2020-02-06,0,60.93295295565169,7.824118094088506,True,16,0.0032158413316448454,15.554736317269686
16,2020-02-07,0,60.93295295565169,7.824118094088506,True,17,0.003884485067012126,15.554736317269686
17,2020-02-08,0,60.93295295565169,7.824118094088506,True,18,0.0046921127612369485,15.554736317269686
18,2020-02-09,0,60.93295295565169,7.824118094088506,True,19,0.005667594413270264,15.554736317269686
19,2020-02-10,0,60.93295295565169,7.824118094088506,True,20,0.006845788166804277,15.554736317269686
20,2020-02-11,0,60.93295295565169,7.824118094088506,True,21,0.008268778325704633,15.554736317269686
21,2020-02-12,0,60.93295295565169,7.824118094088506,True,22,0.00998736747185956,15.554736317269686
22,2020-02-13,0,60.93295295565169,7.824118094088506,True,23,0.01206287398947286,15.554736317269686
23,2020-02-14,0,60.93295295565169,7.824118094088506,True,24,0.014569296265837648,15.554736317269686
24,2020-02-15,0,60.93295295565169,7.824118094088506,True,25,0.017595916557480693,15.554736317269686
25,2020-02-16,0,60.93295295565169,7.824118094088506,True,26,0.02125043120252052,15.554736317269686
26,2020-02-17,0,60.93295295565169,7.824118094088506,True,27,0.025662709726886928,15.554736317269686
27,2020-02-18,0,60.93295295565169,7.824118094088506,True,28,0.03098930358504177,15.554736317269686
28,2020-02-19,0,60.93295295565169,7.824118094088506,True,29,0.037418845845595614,15.554736317269686
29,2020-02-20,0,60.93295295565169,7.824118094088506,True,30,0.04517850595134784,15.554736317269686
30,2020-02-21,0,60.93295295565169,7.824118094088506,True,31,0.05454168833067594,15.554736317269686
31,2020-02-22,0,60.93295295565169,7.824118094088506,True,32,0.06583718922777057,15.554736317269686
32,2020-02-23,0,60.93295295565169,7.824118094088506,True,33,0.07946005105799739,15.554736317269686
33,2020-02-24,0,60.93295295565169,7.824118094088506,True,34,0.09588437522828343,15.554736317269686
34,2020-02-25,0,60.93295295565169,7.824118094088506,True,35,0.11567836849479204,15.554736317269686
35,2020-02-26,0,60.93295295565169,7.824118094088506,True,36,0.1395218981655377,15.554736317269686
36,2020-02-27,0,60.93295295565169,7.824118094088506,True,37,0.1682268083335001,15.554736317269686
37,2020-02-28,0,60.93295295565169,7.824118094088506,True,38,0.20276018922637581,15.554736317269686
38,2020-02-29,0,60.93295295565169,7.824118094088506,True,39,0.24427067559653684,15.554736317269686
39,2020-03-01,0,60.93295295565169,7.824118094088506,True,40,0.29411765187905997,15.554736317269686
40,2020-03-02,0,60.93295295565169,7.824118094088506,True,41,0.3539029274910332,15.554736317269686
41,2020-03-03,0,60.93295295565169,7.824118094088506,True,42,0.42550397225669023,15.554736317269686
42,2020-03-04,0,60.93295295565169,7.824118094088506,True,43,0.5111071189531765,15.554736317269686
43,2020-03-05,0,60.93295295565169,7.824118094088506,True,44,0.6132381934515745,15.554736317269686
44,2020-03-06,0,60.93295295565169,7.824118094088506,True,45,0.7347867756648736,15.554736317269686
45,2020-03-07,0,60.93295295565169,7.824118094088506,True,46,0.879018705238237,15.554736317269686
46,2020-03-08,0,60.93295295565169,7.824118094088506,True,47,1.0495695616255118,15.554736317269686
47,2020-03-09,0,60.93295295565169,7.824118094088506,True,48,1.2504098128064252,15.554736317269686
48,2020-03-10,1,60.93295295565169,7.824118094088506,True,49,1.4857704557402747,15.554736317269686
49,2020-03-11,1,60.93295295565169,7.824118094088506,True,50,1.7600168222517367,15.554736317269686
50,2020-03-12,1,60.93295295565169,7.824118094088506,True,51,2.0774586468182252,15.554736317269686
51,2020-03-13,1,60.93295295565169,7.824118094088506,True,52,2.4420876105142724,15.554736317269686
52,2020-03-14,1,60.93295295565169,7.824118094088506,True,53,2.8572406151192298,15.554736317269686
53,2020-03-15,1,60.93295295565169,7.824118094088506,True,54,3.325198934694288,15.554736317269686
54,2020-03-16,1,60.93295295565169,7.824118094088506,True,55,3.8467501090203795,15.554736317269686
