,Report_Date,Suriname_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.3156951108797,5.759511401039013,True,1,0.00013815919377802762,11.391008531155583
1,2020-01-23,0,63.3156951108797,5.759511401039013,True,2,0.00016570976933134792,11.391008531155583
2,2020-01-24,0,63.3156951108797,5.759511401039013,True,3,0.00019875416035727224,11.391008531155583
3,2020-01-25,0,63.3156951108797,5.759511401039013,True,4,0.00023838783809012652,11.391008531155583
4,2020-01-26,0,63.3156951108797,5.759511401039013,True,5,0.0002859246933770983,11.391008531155583
5,2020-01-27,0,63.3156951108797,5.759511401039013,True,6,0.0003429405780922093,11.391008531155583
6,2020-01-28,0,63.3156951108797,5.759511401039013,True,7,0.0004113255229168427,11.391008531155583
7,2020-01-29,0,63.3156951108797,5.759511401039013,True,8,0.0004933463588618287,11.391008531155583
8,2020-01-30,0,63.3156951108797,5.759511401039013,True,9,0.0005917218131336774,11.391008531155583
9,2020-01-31,0,63.3156951108797,5.759511401039013,True,10,0.0007097125610778148,11.391008531155583
10,2020-02-01,0,63.3156951108797,5.759511401039013,True,11,0.0008512292082679468,11.391008531155583
11,2020-02-02,0,63.3156951108797,5.759511401039013,True,12,0.001020961766205179,11.391008531155583
12,2020-02-03,0,63.3156951108797,5.759511401039013,True,13,0.0012245348904071712,11.391008531155583
13,2020-02-04,0,63.3156951108797,5.759511401039013,True,14,0.0014686939933172452,11.391008531155583
14,2020-02-05,0,63.3156951108797,5.759511401039013,True,15,0.0017615283530172197,11.391008531155583
15,2020-02-06,0,63.3156951108797,5.759511401039013,True,16,0.002112738543612294,11.391008531155583
16,2020-02-07,0,63.3156951108797,5.759511401039013,True,17,0.002533956951428012,11.391008531155583
17,2020-02-08,0,63.3156951108797,5.759511401039013,True,18,0.003039131856350058,11.391008531155583
18,2020-02-09,0,63.3156951108797,5.759511401039013,True,19,0.003644987600647713,11.391008531155583
19,2020-02-10,0,63.3156951108797,5.759511401039013,True,20,0.004371575797619887,11.391008531155583
20,2020-02-11,0,63.3156951108797,5.759511401039013,True,21,0.005242935417657787,11.391008531155583
21,2020-02-12,0,63.3156951108797,5.759511401039013,True,22,0.006287883007848175,11.391008531155583
22,2020-02-13,0,63.3156951108797,5.759511401039013,True,23,0.0075409583410879465,11.391008531155583
23,2020-02-14,0,63.3156951108797,5.759511401039013,True,24,0.009043555549531972,11.391008531155583
24,2020-02-15,0,63.3156951108797,5.759511401039013,True,25,0.010845275380920751,11.391008531155583
25,2020-02-16,0,63.3156951108797,5.759511401039013,True,26,0.013005540735800505,11.391008531155583
26,2020-02-17,0,63.3156951108797,5.759511401039013,True,27,0.01559552520889883,11.391008531155583
27,2020-02-18,0,63.3156951108797,5.759511401039013,True,28,0.018700453068365812,11.391008531155583
28,2020-02-19,0,63.3156951108797,5.759511401039013,True,29,0.022422339035329156,11.391008531155583
29,2020-02-20,0,63.3156951108797,5.759511401039013,True,30,0.026883247395764653,11.391008531155583
30,2020-02-21,0,63.3156951108797,5.759511401039013,True,31,0.032229162322447706,11.391008531155583
31,2020-02-22,0,63.3156951108797,5.759511401039013,True,32,0.0386345746010315,11.391008531155583
32,2020-02-23,0,63.3156951108797,5.759511401039013,True,33,0.046307903816047,11.391008531155583
33,2020-02-24,0,63.3156951108797,5.759511401039013,True,34,0.05549788870386039,11.391008531155583
34,2020-02-25,0,63.3156951108797,5.759511401039013,True,35,0.0665010905770226,11.391008531155583
35,2020-02-26,0,63.3156951108797,5.759511401039013,True,36,0.07967066352206897,11.391008531155583
36,2020-02-27,0,63.3156951108797,5.759511401039013,True,37,0.09542654753215786,11.391008531155583
37,2020-02-28,0,63.3156951108797,5.759511401039013,True,38,0.11426723254536159,11.391008531155583
38,2020-02-29,0,63.3156951108797,5.759511401039013,True,39,0.13678321635170632,11.391008531155583
39,2020-03-01,0,63.3156951108797,5.759511401039013,True,40,0.16367222890123526,11.391008531155583
40,2020-03-02,0,63.3156951108797,5.759511401039013,True,41,0.19575620799254653,11.391008531155583
41,2020-03-03,0,63.3156951108797,5.759511401039013,True,42,0.2339998712125055,11.391008531155583
42,2020-03-04,0,63.3156951108797,5.759511401039013,True,43,0.27953051671144863,11.391008531155583
43,2020-03-05,0,63.3156951108797,5.759511401039013,True,44,0.3336583771916242,11.391008531155583
44,2020-03-06,0,63.3156951108797,5.759511401039013,True,45,0.39789642064484537,11.391008531155583
45,2020-03-07,0,63.3156951108797,5.759511401039013,True,46,0.4739779113219465,11.391008531155583
46,2020-03-08,0,63.3156951108797,5.759511401039013,True,47,0.5638692950538577,11.391008531155583
47,2020-03-09,0,63.3156951108797,5.759511401039013,True,48,0.6697750519421238,11.391008531155583
48,2020-03-10,0,63.3156951108797,5.759511401039013,True,49,0.794130099576078,11.391008531155583
49,2020-03-11,0,63.3156951108797,5.759511401039013,True,50,0.9395742250495985,11.391008531155583
50,2020-03-12,0,63.3156951108797,5.759511401039013,True,51,1.108902060463239,11.391008531155583
51,2020-03-13,0,63.3156951108797,5.759511401039013,True,52,1.3049816057521815,11.391008531155583
52,2020-03-14,1,63.3156951108797,5.759511401039013,True,53,1.5306347006112793,11.391008531155583
53,2020-03-15,1,63.3156951108797,5.759511401039013,True,54,1.788474736318837,11.391008531155583
54,2020-03-16,1,63.3156951108797,5.759511401039013,True,55,2.0807008959445064,11.391008531155583
55,2020-03-17,1,63.3156951108797,5.759511401039013,True,56,2.4088547709625683,11.391008531155583
56,2020-03-18,1,63.3156951108797,5.759511401039013,True,57,2.7735542921827783,11.391008531155583
57,2020-03-19,1,63.3156951108797,5.759511401039013,True,58,3.174230626854499,11.391008531155583
58,2020-03-20,4,63.3156951108797,5.759511401039013,True,59,3.608903944989485,11.391008531155583
59,2020-03-21,4,63.3156951108797,5.759511401039013,True,60,4.074040516326297,11.391008531155583
60,2020-03-22,5,63.3156951108797,5.759511401039013,True,61,4.5645327438963275,11.391008531155583
61,2020-03-23,5,63.3156951108797,5.759511401039013,True,62,5.073832607719014,11.391008531155583
62,2020-03-24,7,63.3156951108797,5.759511401039013,True,63,5.594247278694299,11.391008531155583
