,Report_Date,Nicaragua_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.23420308170485,3.9371673919562493,True,1,9.298810274294974e-05,7.541508299141221
1,2020-01-23,0,69.23420308170485,3.9371673919562493,True,2,0.00010981081103088653,7.541508299141221
2,2020-01-24,0,69.23420308170485,3.9371673919562493,True,3,0.00012967690707651878,7.541508299141221
3,2020-01-25,0,69.23420308170485,3.9371673919562493,True,4,0.0001531369488644348,7.541508299141221
4,2020-01-26,0,69.23420308170485,3.9371673919562493,True,5,0.0001808410841696396,7.541508299141221
5,2020-01-27,0,69.23420308170485,3.9371673919562493,True,6,0.00021355706215996922,7.541508299141221
6,2020-01-28,0,69.23420308170485,3.9371673919562493,True,7,0.0002521915013248727,7.541508299141221
7,2020-01-29,0,69.23420308170485,3.9371673919562493,True,8,0.00029781500196413393,7.541508299141221
8,2020-01-30,0,69.23420308170485,3.9371673919562493,True,9,0.0003516917975414189,7.541508299141221
9,2020-01-31,0,69.23420308170485,3.9371673919562493,True,10,0.00041531476433112505,7.541508299141221
10,2020-02-01,0,69.23420308170485,3.9371673919562493,True,11,0.0004904467563554669,7.541508299141221
11,2020-02-02,0,69.23420308170485,3.9371673919562493,True,12,0.0005791694066070491,7.541508299141221
12,2020-02-03,0,69.23420308170485,3.9371673919562493,True,13,0.0006839407406564877,7.541508299141221
13,2020-02-04,0,69.23420308170485,3.9371673919562493,True,14,0.0008076631904355708,7.541508299141221
14,2020-02-05,0,69.23420308170485,3.9371673919562493,True,15,0.0009537638806782916,7.541508299141221
15,2020-02-06,0,69.23420308170485,3.9371673919562493,True,16,0.0011262893956890357,7.541508299141221
16,2020-02-07,0,69.23420308170485,3.9371673919562493,True,17,0.0013300176285270112,7.541508299141221
17,2020-02-08,0,69.23420308170485,3.9371673919562493,True,18,0.0015705897785110185,7.541508299141221
18,2020-02-09,0,69.23420308170485,3.9371673919562493,True,19,0.0018546661079421461,7.541508299141221
19,2020-02-10,0,69.23420308170485,3.9371673919562493,True,20,0.0021901097087263324,7.541508299141221
20,2020-02-11,0,69.23420308170485,3.9371673919562493,True,21,0.0025862032798079373,7.541508299141221
21,2020-02-12,0,69.23420308170485,3.9371673919562493,True,22,0.0030539047949000356,7.541508299141221
22,2020-02-13,0,69.23420308170485,3.9371673919562493,True,23,0.003606148967242286,7.541508299141221
23,2020-02-14,0,69.23420308170485,3.9371673919562493,True,24,0.004258202616905421,7.541508299141221
24,2020-02-15,0,69.23420308170485,3.9371673919562493,True,25,0.005028083441934635,7.541508299141221
25,2020-02-16,0,69.23420308170485,3.9371673919562493,True,26,0.005937053315252897,7.541508299141221
26,2020-02-17,0,69.23420308170485,3.9371673919562493,True,27,0.007010199104630484,7.541508299141221
27,2020-02-18,0,69.23420308170485,3.9371673919562493,True,28,0.008277116174313379,7.541508299141221
28,2020-02-19,0,69.23420308170485,3.9371673919562493,True,29,0.00977271220511553,7.541508299141221
29,2020-02-20,0,69.23420308170485,3.9371673919562493,True,30,0.011538151793623623,7.541508299141221
