,Report_Date,Nicaragua_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
30,2020-02-21,0,69.23420308170485,3.9371673919562493,True,31,0.013621965483622276,7.541508299141221
31,2020-02-22,0,69.23420308170485,3.9371673919562493,True,32,0.016081350456090743,7.541508299141221
32,2020-02-23,0,69.23420308170485,3.9371673919562493,True,33,0.01898369405203532,7.541508299141221
33,2020-02-24,0,69.23420308170485,3.9371673919562493,True,34,0.022408355589869377,7.541508299141221
34,2020-02-25,0,69.23420308170485,3.9371673919562493,True,35,0.026448746486678873,7.541508299141221
35,2020-02-26,0,69.23420308170485,3.9371673919562493,True,36,0.03121475335571793,7.541508299141221
36,2020-02-27,0,69.23420308170485,3.9371673919562493,True,37,0.036835553291431476,7.541508299141221
37,2020-02-28,0,69.23420308170485,3.9371673919562493,True,38,0.04346287459452064,7.541508299141221
38,2020-02-29,0,69.23420308170485,3.9371673919562493,True,39,0.05127475917223228,7.541508299141221
39,2020-03-01,0,69.23420308170485,3.9371673919562493,True,40,0.06047988395586478,7.541508299141221
40,2020-03-02,0,69.23420308170485,3.9371673919562493,True,41,0.07132249674568909,7.541508299141221
41,2020-03-03,0,69.23420308170485,3.9371673919562493,True,42,0.08408801530394126,7.541508299141221
42,2020-03-04,0,69.23420308170485,3.9371673919562493,True,43,0.09910932506052161,7.541508299141221
43,2020-03-05,0,69.23420308170485,3.9371673919562493,True,44,0.11677378752391947,7.541508299141221
44,2020-03-06,0,69.23420308170485,3.9371673919562493,True,45,0.13753093455419493,7.541508299141221
45,2020-03-07,0,69.23420308170485,3.9371673919562493,True,46,0.16190076817405563,7.541508299141221
46,2020-03-08,0,69.23420308170485,3.9371673919562493,True,47,0.1904825055861921,7.541508299141221
47,2020-03-09,0,69.23420308170485,3.9371673919562493,True,48,0.2239634975344982,7.541508299141221
48,2020-03-10,0,69.23420308170485,3.9371673919562493,True,49,0.26312789745610055,7.541508299141221
49,2020-03-11,0,69.23420308170485,3.9371673919562493,True,50,0.3088644615922991,7.541508299141221
50,2020-03-12,0,69.23420308170485,3.9371673919562493,True,51,0.36217261073936774,7.541508299141221
51,2020-03-13,0,69.23420308170485,3.9371673919562493,True,52,0.42416558148702255,7.541508299141221
52,2020-03-14,0,69.23420308170485,3.9371673919562493,True,53,0.49606914605404456,7.541508299141221
53,2020-03-15,0,69.23420308170485,3.9371673919562493,True,54,0.5792140069596468,7.541508299141221
54,2020-03-16,0,69.23420308170485,3.9371673919562493,True,55,0.6750196191706831,7.541508299141221
55,2020-03-17,0,69.23420308170485,3.9371673919562493,True,56,0.7849669310745374,7.541508299141221
56,2020-03-18,0,69.23420308170485,3.9371673919562493,True,57,0.9105574758763239,7.541508299141221
57,2020-03-19,1,69.23420308170485,3.9371673919562493,True,58,1.0532565333753252,7.541508299141221
58,2020-03-20,1,69.23420308170485,3.9371673919562493,True,59,1.2144188920475327,7.541508299141221
59,2020-03-21,2,69.23420308170485,3.9371673919562493,True,60,1.3951972438763995,7.541508299141221
60,2020-03-22,2,69.23420308170485,3.9371673919562493,True,61,1.5964355525807563,7.541508299141221
61,2020-03-23,2,69.23420308170485,3.9371673919562493,True,62,1.818552823819501,7.541508299141221
62,2020-03-24,2,69.23420308170485,3.9371673919562493,True,63,2.061426313979607,7.541508299141221
63,2020-03-25,2,69.23420308170485,3.9371673919562493,True,64,2.3242867742386353,7.541508299141221
64,2020-03-26,2,69.23420308170485,3.9371673919562493,True,65,2.6056409602329897,7.541508299141221
65,2020-03-27,2,69.23420308170485,3.9371673919562493,True,66,2.9032372842562153,7.541508299141221
66,2020-03-28,4,69.23420308170485,3.9371673919562493,True,67,3.21408819115964,7.541508299141221
67,2020-03-29,4,69.23420308170485,3.9371673919562493,True,68,3.5345571538465914,7.541508299141221
68,2020-03-30,4,69.23420308170485,3.9371673919562493,True,69,3.8605095487031353,7.541508299141221
69,2020-03-31,5,69.23420308170485,3.9371673919562493,True,70,4.187516560500305,7.541508299141221
70,2020-04-01,5,69.23420308170485,3.9371673919562493,True,71,4.511091942551893,7.541508299141221
71,2020-04-02,5,69.23420308170485,3.9371673919562493,True,72,4.8269353193554325,7.541508299141221
72,2020-04-03,5,69.23420308170485,3.9371673919562493,True,73,5.1311544661508925,7.541508299141221
73,2020-04-04,5,69.23420308170485,3.9371673919562493,True,74,5.420442990080798,7.541508299141221
74,2020-04-05,6,69.23420308170485,3.9371673919562493,True,75,5.692197944688175,7.541508299141221
75,2020-04-06,6,69.23420308170485,3.9371673919562493,True,76,5.9445719604681235,7.541508299141221
76,2020-04-07,6,69.23420308170485,3.9371673919562493,True,77,6.176464043331906,7.541508299141221
77,2020-04-08,6,69.23420308170485,3.9371673919562493,True,78,6.387460378397675,7.541508299141221
