,Report_Date,China_heilongjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,16.88020497696633,243.6743291764308,True,1,7.014042168671924,487.34865542075
1,2020-01-23,2,16.88020497696633,243.6743291764308,True,2,9.112875977388013,487.34865542075
2,2020-01-24,4,16.88020497696633,243.6743291764308,True,3,11.824290065335994,487.34865542075
3,2020-01-25,9,16.88020497696633,243.6743291764308,True,4,15.316611189521744,487.34865542075
4,2020-01-26,15,16.88020497696633,243.6743291764308,True,5,19.79745165161135,487.34865542075
5,2020-01-27,21,16.88020497696633,243.6743291764308,True,6,25.51828626801223,487.34865542075
6,2020-01-28,33,16.88020497696633,243.6743291764308,True,7,32.77637162749296,487.34865542075
7,2020-01-29,38,16.88020497696633,243.6743291764308,True,8,41.911505660797985,487.34865542075
8,2020-01-30,44,16.88020497696633,243.6743291764308,True,9,53.294200556121964,487.34865542075
9,2020-01-31,59,16.88020497696633,243.6743291764308,True,10,67.30122537188528,487.34865542075
10,2020-02-01,80,16.88020497696633,243.6743291764308,True,11,84.27487130183913,487.34865542075
11,2020-02-02,95,16.88020497696633,243.6743291764308,True,12,104.46471086941027,487.34865542075
12,2020-02-03,121,16.88020497696633,243.6743291764308,True,13,127.9559781024745,487.34865542075
13,2020-02-04,155,16.88020497696633,243.6743291764308,True,14,154.5968603493248,487.34865542075
14,2020-02-05,190,16.88020497696633,243.6743291764308,True,15,183.94552479439116,487.34865542075
15,2020-02-06,227,16.88020497696633,243.6743291764308,True,16,215.2614315810942,487.34865542075
16,2020-02-07,277,16.88020497696633,243.6743291764308,True,17,247.5586367374378,487.34865542075
17,2020-02-08,295,16.88020497696633,243.6743291764308,True,18,279.71990650123615,487.34865542075
18,2020-02-09,307,16.88020497696633,243.6743291764308,True,19,310.64654568882025,487.34865542075
19,2020-02-10,331,16.88020497696633,243.6743291764308,True,20,339.40305701651346,487.34865542075
20,2020-02-11,360,16.88020497696633,243.6743291764308,True,21,365.3181012687855,487.34865542075
21,2020-02-12,378,16.88020497696633,243.6743291764308,True,22,388.0221781500247,487.34865542075
22,2020-02-13,395,16.88020497696633,243.6743291764308,True,23,407.4262445581531,487.34865542075
23,2020-02-14,419,16.88020497696633,243.6743291764308,True,24,423.6617787547205,487.34865542075
24,2020-02-15,425,16.88020497696633,243.6743291764308,True,25,437.0067239817222,487.34865542075
25,2020-02-16,445,16.88020497696633,243.6743291764308,True,26,447.8162959719097,487.34865542075
26,2020-02-17,457,16.88020497696633,243.6743291764308,True,27,456.4688154695353,487.34865542075
27,2020-02-18,464,16.88020497696633,243.6743291764308,True,28,463.3291198281444,487.34865542075
28,2020-02-19,470,16.88020497696633,243.6743291764308,True,29,468.7275041903719,487.34865542075
29,2020-02-20,476,16.88020497696633,243.6743291764308,True,30,472.9503071087796,487.34865542075
30,2020-02-21,479,16.88020497696633,243.6743291764308,True,31,476.23818503057356,487.34865542075
31,2020-02-22,479,16.88020497696633,243.6743291764308,True,32,478.78886108239675,487.34865542075
32,2020-02-23,480,16.88020497696633,243.6743291764308,True,33,480.76206685909386,487.34865542075
33,2020-02-24,480,16.88020497696633,243.6743291764308,True,34,482.2852193562468,487.34865542075
34,2020-02-25,480,16.88020497696633,243.6743291764308,True,35,483.45899185469136,487.34865542075
35,2020-02-26,480,16.88020497696633,243.6743291764308,True,36,484.3623530940927,487.34865542075
36,2020-02-27,480,16.88020497696633,243.6743291764308,True,37,485.0569064231642,487.34865542075
37,2020-02-28,480,16.88020497696633,243.6743291764308,True,38,485.59050725693686,487.34865542075
38,2020-02-29,480,16.88020497696633,243.6743291764308,True,39,486.00021234776307,487.34865542075
39,2020-03-01,480,16.88020497696633,243.6743291764308,True,40,486.31464643144295,487.34865542075
40,2020-03-02,480,16.88020497696633,243.6743291764308,True,41,486.5558795751277,487.34865542075
41,2020-03-03,480,16.88020497696633,243.6743291764308,True,42,486.7409037881189,487.34865542075
42,2020-03-04,480,16.88020497696633,243.6743291764308,True,43,486.8827871126798,487.34865542075
43,2020-03-05,481,16.88020497696633,243.6743291764308,True,44,486.99157137000145,487.34865542075
44,2020-03-06,481,16.88020497696633,243.6743291764308,True,45,487.074968006469,487.34865542075
45,2020-03-07,481,16.88020497696633,243.6743291764308,True,46,487.13889598803144,487.34865542075
46,2020-03-08,481,16.88020497696633,243.6743291764308,True,47,487.18789674247233,487.34865542075
47,2020-03-09,481,16.88020497696633,243.6743291764308,True,48,487.22545375355753,487.34865542075
48,2020-03-10,481,16.88020497696633,243.6743291764308,True,49,487.2542384233526,487.34865542075
49,2020-03-11,482,16.88020497696633,243.6743291764308,True,50,487.2762990408934,487.34865542075
50,2020-03-12,482,16.88020497696633,243.6743291764308,True,51,487.2932059216884,487.34865542075
51,2020-03-13,482,16.88020497696633,243.6743291764308,True,52,487.3061628244914,487.34865542075
52,2020-03-14,482,16.88020497696633,243.6743291764308,True,53,487.31609244594443,487.34865542075
53,2020-03-15,482,16.88020497696633,243.6743291764308,True,54,487.32370200369843,487.34865542075
54,2020-03-16,482,16.88020497696633,243.6743291764308,True,55,487.32953353337996,487.34865542075
55,2020-03-17,482,16.88020497696633,243.6743291764308,True,56,487.3340024552747,487.34865542075
56,2020-03-18,482,16.88020497696633,243.6743291764308,True,57,487.33742714233864,487.34865542075
57,2020-03-19,483,16.88020497696633,243.6743291764308,True,58,487.3400515867508,487.34865542075
