,Report_Date,Australia_victoria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,4,68.99187708599506,781.3571619416608,True,36,6.32587769531393,1499.8387186800658
36,2020-02-27,4,68.99187708599506,781.3571619416608,True,37,7.469197475014767,1499.8387186800658
37,2020-02-28,4,68.99187708599506,781.3571619416608,True,38,8.817986618385346,1499.8387186800658
38,2020-02-29,7,68.99187708599506,781.3571619416608,True,39,10.408710277001987,1499.8387186800658
39,2020-03-01,7,68.99187708599506,781.3571619416608,True,40,12.284124546538226,1499.8387186800658
40,2020-03-02,9,68.99187708599506,781.3571619416608,True,41,14.494290937669797,1499.8387186800658
41,2020-03-03,9,68.99187708599506,781.3571619416608,True,42,17.097726446910496,1499.8387186800658
42,2020-03-04,10,68.99187708599506,781.3571619416608,True,43,20.162695894124194,1499.8387186800658
43,2020-03-05,10,68.99187708599506,781.3571619416608,True,44,23.76864810185777,1499.8387186800658
44,2020-03-06,10,68.99187708599506,781.3571619416608,True,45,28.007789472133688,1499.8387186800658
45,2020-03-07,11,68.99187708599506,781.3571619416608,True,46,32.986776533304536,1499.8387186800658
46,2020-03-08,11,68.99187708599506,781.3571619416608,True,47,38.82849182063692,1499.8387186800658
47,2020-03-09,15,68.99187708599506,781.3571619416608,True,48,45.67384355511897,1499.8387186800658
48,2020-03-10,18,68.99187708599506,781.3571619416608,True,49,53.68349741840445,1499.8387186800658
49,2020-03-11,21,68.99187708599506,781.3571619416608,True,50,63.03940679415887,1499.8387186800658
50,2020-03-12,21,68.99187708599506,781.3571619416608,True,51,73.94595510868834,1499.8387186800658
51,2020-03-13,36,68.99187708599506,781.3571619416608,True,52,86.63046034970269,1499.8387186800658
52,2020-03-14,49,68.99187708599506,781.3571619416608,True,53,101.34271940862807,1499.8387186800658
53,2020-03-15,57,68.99187708599506,781.3571619416608,True,54,118.35319370970119,1499.8387186800658
54,2020-03-16,71,68.99187708599506,781.3571619416608,True,55,137.94936753588743,1499.8387186800658
55,2020-03-17,94,68.99187708599506,781.3571619416608,True,56,160.42976280533247,1499.8387186800658
56,2020-03-18,121,68.99187708599506,781.3571619416608,True,57,186.09509267848486,1499.8387186800658
57,2020-03-19,121,68.99187708599506,781.3571619416608,True,58,215.2361126915328,1499.8387186800658
58,2020-03-20,121,68.99187708599506,781.3571619416608,True,59,248.11791827070257,1499.8387186800658
59,2020-03-21,229,68.99187708599506,781.3571619416608,True,60,284.9607753473405,1499.8387186800658
60,2020-03-22,355,68.99187708599506,781.3571619416608,True,61,325.9180754118968,1499.8387186800658
61,2020-03-23,355,68.99187708599506,781.3571619416608,True,62,371.0526642569972,1499.8387186800658
62,2020-03-24,411,68.99187708599506,781.3571619416608,True,63,420.3135394858364,1499.8387186800658
63,2020-03-25,466,68.99187708599506,781.3571619416608,True,64,473.515614945003,1499.8387186800658
64,2020-03-26,520,68.99187708599506,781.3571619416608,True,65,530.3257189477013,1499.8387186800658
65,2020-03-27,574,68.99187708599506,781.3571619416608,True,66,590.2580082764006,1499.8387186800658
66,2020-03-28,685,68.99187708599506,781.3571619416608,True,67,652.6813606905921,1499.8387186800658
67,2020-03-29,769,68.99187708599506,781.3571619416608,True,68,716.839997902594,1499.8387186800658
68,2020-03-30,821,68.99187708599506,781.3571619416608,True,69,781.8867267569673,1499.8387186800658
69,2020-03-31,917,68.99187708599506,781.3571619416608,True,70,846.9261163552646,1499.8387186800658
70,2020-04-01,968,68.99187708599506,781.3571619416608,True,71,911.0631384686334,1499.8387186800658
71,2020-04-02,1036,68.99187708599506,781.3571619416608,True,72,973.4517617319964,1499.8387186800658
72,2020-04-03,1085,68.99187708599506,781.3571619416608,True,73,1033.3379990309425,1499.8387186800658
73,2020-04-04,1115,68.99187708599506,781.3571619416608,True,74,1090.0929596136473,1499.8387186800658
74,2020-04-05,1135,68.99187708599506,781.3571619416608,True,75,1143.2332564578116,1499.8387186800658
75,2020-04-06,1158,68.99187708599506,781.3571619416608,True,76,1192.4281897480723,1499.8387186800658
76,2020-04-07,1191,68.99187708599506,781.3571619416608,True,77,1237.494984812783,1499.8387186800658
77,2020-04-08,1212,68.99187708599506,781.3571619416608,True,78,1278.384662911083,1499.8387186800658
