,Report_Date,Australia_victoria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.99187708599506,781.3571619416608,True,1,0.018464891544177346,1499.8387186800658
1,2020-01-23,0,68.99187708599506,781.3571619416608,True,2,0.021818160338315688,1499.8387186800658
2,2020-01-24,0,68.99187708599506,781.3571619416608,True,3,0.02578038077863926,1499.8387186800658
3,2020-01-25,0,68.99187708599506,781.3571619416608,True,4,0.030462134146773623,1499.8387186800658
4,2020-01-26,1,68.99187708599506,781.3571619416608,True,5,0.03599408092061067,1499.8387186800658
5,2020-01-27,1,68.99187708599506,781.3571619416608,True,6,0.04253060610229843,1499.8387186800658
6,2020-01-28,1,68.99187708599506,781.3571619416608,True,7,0.05025412609893126,1499.8387186800658
7,2020-01-29,1,68.99187708599506,781.3571619416608,True,8,0.05938017711620275,1499.8387186800658
8,2020-01-30,2,68.99187708599506,781.3571619416608,True,9,0.07016342673898134,1499.8387186800658
9,2020-01-31,3,68.99187708599506,781.3571619416608,True,10,0.08290477600139735,1499.8387186800658
10,2020-02-01,4,68.99187708599506,781.3571619416608,True,11,0.09795974949232568,1499.8387186800658
11,2020-02-02,4,68.99187708599506,781.3571619416608,True,12,0.11574840672247505,1499.8387186800658
12,2020-02-03,4,68.99187708599506,781.3571619416608,True,13,0.13676705006216328,1499.8387186800658
13,2020-02-04,4,68.99187708599506,781.3571619416608,True,14,0.16160205417646453,1499.8387186800658
14,2020-02-05,4,68.99187708599506,781.3571619416608,True,15,0.19094620036249965,1499.8387186800658
15,2020-02-06,4,68.99187708599506,781.3571619416608,True,16,0.2256179680818742,1499.8387186800658
16,2020-02-07,4,68.99187708599506,781.3571619416608,True,17,0.2665843170872752,1499.8387186800658
17,2020-02-08,4,68.99187708599506,781.3571619416608,True,18,0.3149875889691884,1499.8387186800658
18,2020-02-09,4,68.99187708599506,781.3571619416608,True,19,0.37217726913612276,1499.8387186800658
19,2020-02-10,4,68.99187708599506,781.3571619416608,True,20,0.4397474820086362,1499.8387186800658
20,2020-02-11,4,68.99187708599506,781.3571619416608,True,21,0.5195812467963263,1499.8387186800658
21,2020-02-12,4,68.99187708599506,781.3571619416608,True,22,0.6139027023459447,1499.8387186800658
22,2020-02-13,4,68.99187708599506,781.3571619416608,True,23,0.7253387214081333,1499.8387186800658
23,2020-02-14,4,68.99187708599506,781.3571619416608,True,24,0.8569915820065133,1499.8387186800658
24,2020-02-15,4,68.99187708599506,781.3571619416608,True,25,1.0125246516717252,1499.8387186800658
25,2020-02-16,4,68.99187708599506,781.3571619416608,True,26,1.196263374887114,1499.8387186800658
26,2020-02-17,4,68.99187708599506,781.3571619416608,True,27,1.413314241354108,1499.8387186800658
27,2020-02-18,4,68.99187708599506,781.3571619416608,True,28,1.6697048590349264,1499.8387186800658
28,2020-02-19,4,68.99187708599506,781.3571619416608,True,29,1.9725487677236049,1499.8387186800658
29,2020-02-20,4,68.99187708599506,781.3571619416608,True,30,2.3302392119603614,1499.8387186800658
30,2020-02-21,4,68.99187708599506,781.3571619416608,True,31,2.7526767510068972,1499.8387186800658
31,2020-02-22,4,68.99187708599506,781.3571619416608,True,32,3.251536320556057,1499.8387186800658
32,2020-02-23,4,68.99187708599506,781.3571619416608,True,33,3.8405801741191508,1499.8387186800658
33,2020-02-24,4,68.99187708599506,781.3571619416608,True,34,4.536024013622372,1499.8387186800658
34,2020-02-25,4,68.99187708599506,781.3571619416608,True,35,5.356964551138982,1499.8387186800658
