,Report_Date,Libyan Arab Jamahiriya_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.7389352918388,27.79708934975989,False,1,0.016820230737302783,0.5395434500771003
1,2020-01-23,0,86.7389352918388,27.79708934975989,False,2,0.018486848902112576,0.5395434500771003
2,2020-01-24,0,86.7389352918388,27.79708934975989,False,3,0.020318542129279363,0.5395434500771003
3,2020-01-25,0,86.7389352918388,27.79708934975989,False,4,0.022331648204919573,0.5395434500771003
4,2020-01-26,0,86.7389352918388,27.79708934975989,False,5,0.024544119285317346,0.5395434500771003
5,2020-01-27,0,86.7389352918388,27.79708934975989,False,6,0.026975680873165504,0.5395434500771003
6,2020-01-28,0,86.7389352918388,27.79708934975989,False,7,0.029648006336121475,0.5395434500771003
7,2020-01-29,0,86.7389352918388,27.79708934975989,False,8,0.03258490846362417,0.5395434500771003
8,2020-01-30,0,86.7389352918388,27.79708934975989,False,9,0.035812549696971806,0.5395434500771003
9,2020-01-31,0,86.7389352918388,27.79708934975989,False,10,0.03935967281859624,0.5395434500771003
10,2020-02-01,0,86.7389352918388,27.79708934975989,False,11,0.0432578540500734,0.5395434500771003
11,2020-02-02,0,86.7389352918388,27.79708934975989,False,12,0.04754178068546956,0.5395434500771003
12,2020-02-03,0,86.7389352918388,27.79708934975989,False,13,0.05224955557790662,0.5395434500771003
13,2020-02-04,0,86.7389352918388,27.79708934975989,False,14,0.057423031003469134,0.5395434500771003
14,2020-02-05,0,86.7389352918388,27.79708934975989,False,15,0.06310817464843643,0.5395434500771003
15,2020-02-06,0,86.7389352918388,27.79708934975989,False,16,0.06935547070387335,0.5395434500771003
16,2020-02-07,0,86.7389352918388,27.79708934975989,False,17,0.0762203593062814,0.5395434500771003
17,2020-02-08,0,86.7389352918388,27.79708934975989,False,18,0.083763717834532,0.5395434500771003
18,2020-02-09,0,86.7389352918388,27.79708934975989,False,19,0.09205238786165477,0.5395434500771003
19,2020-02-10,0,86.7389352918388,27.79708934975989,False,20,0.10115975186487429,0.5395434500771003
20,2020-02-11,0,86.7389352918388,27.79708934975989,False,21,0.11116636411778597,0.5395434500771003
21,2020-02-12,0,86.7389352918388,27.79708934975989,False,22,0.12216064052338378,0.5395434500771003
22,2020-02-13,0,86.7389352918388,27.79708934975989,False,23,0.13423961249375552,0.5395434500771003
23,2020-02-14,0,86.7389352918388,27.79708934975989,False,24,0.147509750338722,0.5395434500771003
24,2020-02-15,0,86.7389352918388,27.79708934975989,False,25,0.16208786198751673,0.5395434500771003
25,2020-02-16,0,86.7389352918388,27.79708934975989,False,26,0.17810207322944588,0.5395434500771003
26,2020-02-17,0,86.7389352918388,27.79708934975989,False,27,0.1956928960143731,0.5395434500771003
27,2020-02-18,0,86.7389352918388,27.79708934975989,False,28,0.21501439169289344,0.5395434500771003
28,2020-02-19,0,86.7389352918388,27.79708934975989,False,29,0.2362354363878492,0.5395434500771003
29,2020-02-20,0,86.7389352918388,27.79708934975989,False,30,0.2595410959591624,0.5395434500771003
30,2020-02-21,0,86.7389352918388,27.79708934975989,False,31,0.28513411823512974,0.5395434500771003
31,2020-02-22,0,86.7389352918388,27.79708934975989,False,32,0.3132365503135375,0.5395434500771003
32,2020-02-23,0,86.7389352918388,27.79708934975989,False,33,0.34409148875854,0.5395434500771003
