,Report_Date,Libyan Arab Jamahiriya_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,0,86.7389352918388,27.79708934975989,False,34,0.37796497040179794,0.5395434500771003
34,2020-02-25,0,86.7389352918388,27.79708934975989,False,35,0.41514801115980626,0.5395434500771003
35,2020-02-26,0,86.7389352918388,27.79708934975989,False,36,0.4559587997567831,0.5395434500771003
36,2020-02-27,0,86.7389352918388,27.79708934975989,False,37,0.5007450524381368,0.5395434500771003
37,2020-02-28,0,86.7389352918388,27.79708934975989,False,38,0.549886533607364,0.5395434500771003
38,2020-02-29,0,86.7389352918388,27.79708934975989,False,39,0.6037977457417273,0.5395434500771003
39,2020-03-01,0,86.7389352918388,27.79708934975989,False,40,0.6629307898488646,0.5395434500771003
40,2020-03-02,0,86.7389352918388,27.79708934975989,False,41,0.7277783950131042,0.5395434500771003
41,2020-03-03,0,86.7389352918388,27.79708934975989,False,42,0.79887711212712,0.5395434500771003
42,2020-03-04,0,86.7389352918388,27.79708934975989,False,43,0.8768106625760148,0.5395434500771003
43,2020-03-05,0,86.7389352918388,27.79708934975989,False,44,0.9622134272852245,0.5395434500771003
44,2020-03-06,0,86.7389352918388,27.79708934975989,False,45,1.055774054993278,0.5395434500771003
45,2020-03-07,0,86.7389352918388,27.79708934975989,False,46,1.158239160683834,0.5395434500771003
46,2020-03-08,0,86.7389352918388,27.79708934975989,False,47,1.2704170756161859,0.5395434500771003
47,2020-03-09,0,86.7389352918388,27.79708934975989,False,48,1.3931815991312613,0.5395434500771003
48,2020-03-10,0,86.7389352918388,27.79708934975989,False,49,1.527475689185542,0.5395434500771003
49,2020-03-11,0,86.7389352918388,27.79708934975989,False,50,1.6743150131960238,0.5395434500771003
50,2020-03-12,0,86.7389352918388,27.79708934975989,False,51,1.8347912631134622,0.5395434500771003
51,2020-03-13,0,86.7389352918388,27.79708934975989,False,52,2.0100751185771233,0.5395434500771003
52,2020-03-14,0,86.7389352918388,27.79708934975989,False,53,2.2014187195198316,0.5395434500771003
53,2020-03-15,0,86.7389352918388,27.79708934975989,False,54,2.4101574847778497,0.5395434500771003
54,2020-03-16,0,86.7389352918388,27.79708934975989,False,55,2.6377110863638755,0.5395434500771003
55,2020-03-17,0,86.7389352918388,27.79708934975989,False,56,2.8855833605383046,0.5395434500771003
56,2020-03-18,0,86.7389352918388,27.79708934975989,False,57,3.1553609073867968,0.5395434500771003
57,2020-03-19,0,86.7389352918388,27.79708934975989,False,58,3.4487101013373365,0.5395434500771003
58,2020-03-20,0,86.7389352918388,27.79708934975989,False,59,3.767372207386134,0.5395434500771003
59,2020-03-21,0,86.7389352918388,27.79708934975989,False,60,4.113156273679689,0.5395434500771003
60,2020-03-22,0,86.7389352918388,27.79708934975989,False,61,4.487929452979775,0.5395434500771003
61,2020-03-23,0,86.7389352918388,27.79708934975989,False,62,4.893604396448473,0.5395434500771003
62,2020-03-24,1,86.7389352918388,27.79708934975989,False,63,5.3321233667320715,0.5395434500771003
63,2020-03-25,1,86.7389352918388,27.79708934975989,False,64,5.805438737619809,0.5395434500771003
64,2020-03-26,1,86.7389352918388,27.79708934975989,False,65,6.31548958912656,0.5395434500771003
65,2020-03-27,1,86.7389352918388,27.79708934975989,False,66,6.8641741743952736,0.5395434500771003
66,2020-03-28,3,86.7389352918388,27.79708934975989,False,67,7.453318132864217,0.5395434500771003
67,2020-03-29,8,86.7389352918388,27.79708934975989,False,68,8.08463845658066,0.5395434500771003
68,2020-03-30,8,86.7389352918388,27.79708934975989,False,69,8.759703385985002,0.5395434500771003
69,2020-03-31,10,86.7389352918388,27.79708934975989,False,70,9.479888618541287,0.5395434500771003
70,2020-04-01,10,86.7389352918388,27.79708934975989,False,71,10.246330456007566,0.5395434500771003
71,2020-04-02,11,86.7389352918388,27.79708934975989,False,72,11.059876787977368,0.5395434500771003
72,2020-04-03,11,86.7389352918388,27.79708934975989,False,73,11.921037100193908,0.5395434500771003
73,2020-04-04,18,86.7389352918388,27.79708934975989,False,74,12.82993299070824,0.5395434500771003
74,2020-04-05,18,86.7389352918388,27.79708934975989,False,75,13.786250954886057,0.5395434500771003
75,2020-04-06,19,86.7389352918388,27.79708934975989,False,76,14.789199436771316,0.5395434500771003
76,2020-04-07,20,86.7389352918388,27.79708934975989,False,77,15.83747231146975,0.5395434500771003
77,2020-04-08,21,86.7389352918388,27.79708934975989,False,78,16.929221032152835,0.5395434500771003
