,Report_Date,Saint Lucia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.22499300793166,11.183124068974534,True,1,0.0002623107919732289,20.692325688539476
1,2020-01-23,0,72.22499300793166,11.183124068974534,True,2,0.00030764041730521483,20.692325688539476
2,2020-01-24,0,72.22499300793166,11.183124068974534,True,3,0.0003608032765277847,20.692325688539476
3,2020-01-25,0,72.22499300793166,11.183124068974534,True,4,0.00042315295246780937,20.692325688539476
4,2020-01-26,0,72.22499300793166,11.183124068974534,True,5,0.0004962769092510007,20.692325688539476
5,2020-01-27,0,72.22499300793166,11.183124068974534,True,6,0.0005820368972231177,20.692325688539476
6,2020-01-28,0,72.22499300793166,11.183124068974534,True,7,0.0006826163356424848,20.692325688539476
7,2020-01-29,0,72.22499300793166,11.183124068974534,True,8,0.0008005758772343836,20.692325688539476
8,2020-01-30,0,72.22499300793166,11.183124068974534,True,9,0.000938918566122597,20.692325688539476
9,2020-01-31,0,72.22499300793166,11.183124068974534,True,10,0.0011011662436773715,20.692325688539476
10,2020-02-01,0,72.22499300793166,11.183124068974534,True,11,0.0012914491415019446,20.692325688539476
11,2020-02-02,0,72.22499300793166,11.183124068974534,True,12,0.0015146109341937469,20.692325688539476
12,2020-02-03,0,72.22499300793166,11.183124068974534,True,13,0.001776331914908201,20.692325688539476
13,2020-02-04,0,72.22499300793166,11.183124068974534,True,14,0.002083273413729161,20.692325688539476
14,2020-02-05,0,72.22499300793166,11.183124068974534,True,15,0.002443247113587191,20.692325688539476
15,2020-02-06,0,72.22499300793166,11.183124068974534,True,16,0.0028654135439496343,20.692325688539476
16,2020-02-07,0,72.22499300793166,11.183124068974534,True,17,0.0033605147637935946,20.692325688539476
17,2020-02-08,0,72.22499300793166,11.183124068974534,True,18,0.0039411470998924536,20.692325688539476
18,2020-02-09,0,72.22499300793166,11.183124068974534,True,19,0.004622080804317929,20.692325688539476
19,2020-02-10,0,72.22499300793166,11.183124068974534,True,20,0.005420634659439603,20.692325688539476
20,2020-02-11,0,72.22499300793166,11.183124068974534,True,21,0.006357114916147572,20.692325688539476
