,Report_Date,Swaziland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.02938455696403,6.201400787434565,True,1,0.0001476517121972379,12.139471816466575
1,2020-01-23,0,66.02938455696403,6.201400787434565,True,2,0.00017577672337317757,12.139471816466575
2,2020-01-24,0,66.02938455696403,6.201400787434565,True,3,0.00020925895591662774,12.139471816466575
3,2020-01-25,0,66.02938455696403,6.201400787434565,True,4,0.00024911880977990773,12.139471816466575
4,2020-01-26,0,66.02938455696403,6.201400787434565,True,5,0.00029657102666266435,12.139471816466575
5,2020-01-27,0,66.02938455696403,6.201400787434565,True,6,0.00035306169708446497,12.139471816466575
6,2020-01-28,0,66.02938455696403,6.201400787434565,True,7,0.0004203123117030916,12.139471816466575
7,2020-01-29,0,66.02938455696403,6.201400787434565,True,8,0.0005003721965979418,12.139471816466575
8,2020-01-30,0,66.02938455696403,6.201400787434565,True,9,0.0005956809265571803,12.139471816466575
9,2020-01-31,0,66.02938455696403,6.201400787434565,True,10,0.0007091426128047679,12.139471816466575
10,2020-02-01,0,66.02938455696403,6.201400787434565,True,11,0.0008442143210849359,12.139471816466575
11,2020-02-02,0,66.02938455696403,6.201400787434565,True,12,0.0010050113032447111,12.139471816466575
12,2020-02-03,0,66.02938455696403,6.201400787434565,True,13,0.0011964322330175908,12.139471816466575
13,2020-02-04,0,66.02938455696403,6.201400787434565,True,14,0.0014243082394834973,12.139471816466575
14,2020-02-05,0,66.02938455696403,6.201400787434565,True,15,0.0016955802471840954,12.139471816466575
15,2020-02-06,0,66.02938455696403,6.201400787434565,True,16,0.002018509980713175,12.139471816466575
16,2020-02-07,0,66.02938455696403,6.201400787434565,True,17,0.00240293099794762,12.139471816466575
17,2020-02-08,0,66.02938455696403,6.201400787434565,True,18,0.0028605473081964503,12.139471816466575
18,2020-02-09,0,66.02938455696403,6.201400787434565,True,19,0.0034052885423452883,12.139471816466575
19,2020-02-10,0,66.02938455696403,6.201400787434565,True,20,0.004053732309731888,12.139471816466575
20,2020-02-11,0,66.02938455696403,6.201400787434565,True,21,0.004825606345002976,12.139471816466575
21,2020-02-12,0,66.02938455696403,6.201400787434565,True,22,0.005744385367912851,12.139471816466575
22,2020-02-13,0,66.02938455696403,6.201400787434565,True,23,0.006838000306980246,12.139471816466575
23,2020-02-14,0,66.02938455696403,6.201400787434565,True,24,0.008139680737981334,12.139471816466575
24,2020-02-15,0,66.02938455696403,6.201400787434565,True,25,0.009688955130729603,12.139471816466575
25,2020-02-16,0,66.02938455696403,6.201400787434565,True,26,0.011532837858132272,12.139471816466575
26,2020-02-17,0,66.02938455696403,6.201400787434565,True,27,0.01372723697887955,12.139471816466575
27,2020-02-18,0,66.02938455696403,6.201400787434565,True,28,0.01633862263722657,12.139471816466575
28,2020-02-19,0,66.02938455696403,6.201400787434565,True,29,0.01944600260072088,12.139471816466575
29,2020-02-20,0,66.02938455696403,6.201400787434565,True,30,0.023143259032407083,12.139471816466575
30,2020-02-21,0,66.02938455696403,6.201400787434565,True,31,0.02754190908793665,12.139471816466575
31,2020-02-22,0,66.02938455696403,6.201400787434565,True,32,0.03277436130398379,12.139471816466575
32,2020-02-23,0,66.02938455696403,6.201400787434565,True,33,0.03899774987669238,12.139471816466575
33,2020-02-24,0,66.02938455696403,6.201400787434565,True,34,0.04639843955427472,12.139471816466575
34,2020-02-25,0,66.02938455696403,6.201400787434565,True,35,0.05519730451788021,12.139471816466575
35,2020-02-26,0,66.02938455696403,6.201400787434565,True,36,0.0656558945319151,12.139471816466575
36,2020-02-27,0,66.02938455696403,6.201400787434565,True,37,0.07808360961434349,12.139471816466575
37,2020-02-28,0,66.02938455696403,6.201400787434565,True,38,0.0928460087153253,12.139471816466575
38,2020-02-29,0,66.02938455696403,6.201400787434565,True,39,0.11037437578085642,12.139471816466575
39,2020-03-01,0,66.02938455696403,6.201400787434565,True,40,0.1311766543877672,12.139471816466575
40,2020-03-02,0,66.02938455696403,6.201400787434565,True,41,0.15584983467525454,12.139471816466575
41,2020-03-03,0,66.02938455696403,6.201400787434565,True,42,0.18509382650170197,12.139471816466575
42,2020-03-04,0,66.02938455696403,6.201400787434565,True,43,0.21972677125269072,12.139471816466575
43,2020-03-05,0,66.02938455696403,6.201400787434565,True,44,0.2607016194499307,12.139471816466575
44,2020-03-06,0,66.02938455696403,6.201400787434565,True,45,0.30912361729508675,12.139471816466575
45,2020-03-07,0,66.02938455696403,6.201400787434565,True,46,0.366268084887022,12.139471816466575
46,2020-03-08,0,66.02938455696403,6.201400787434565,True,47,0.43359751281225395,12.139471816466575
47,2020-03-09,0,66.02938455696403,6.201400787434565,True,48,0.5127765337102878,12.139471816466575
48,2020-03-10,0,66.02938455696403,6.201400787434565,True,49,0.6056827284038018,12.139471816466575
49,2020-03-11,0,66.02938455696403,6.201400787434565,True,50,0.7144105029370137,12.139471816466575
50,2020-03-12,0,66.02938455696403,6.201400787434565,True,51,0.8412644498350403,12.139471816466575
51,2020-03-13,0,66.02938455696403,6.201400787434565,True,52,0.9887377533649866,12.139471816466575
52,2020-03-14,1,66.02938455696403,6.201400787434565,True,53,1.1594704477215572,12.139471816466575
53,2020-03-15,1,66.02938455696403,6.201400787434565,True,54,1.3561819073924422,12.139471816466575
54,2020-03-16,1,66.02938455696403,6.201400787434565,True,55,1.5815721578551794,12.139471816466575
55,2020-03-17,1,66.02938455696403,6.201400787434565,True,56,1.8381878493631023,12.139471816466575
56,2020-03-18,1,66.02938455696403,6.201400787434565,True,57,2.128251481212879,12.139471816466575
57,2020-03-19,1,66.02938455696403,6.201400787434565,True,58,2.4534570614820934,12.139471816466575
58,2020-03-20,1,66.02938455696403,6.201400787434565,True,59,2.814741923213198,12.139471816466575
59,2020-03-21,1,66.02938455696403,6.201400787434565,True,60,3.2120524471612506,12.139471816466575
60,2020-03-22,4,66.02938455696403,6.201400787434565,True,61,3.644129754146733,12.139471816466575
61,2020-03-23,4,66.02938455696403,6.201400787434565,True,62,4.108347981996695,12.139471816466575
62,2020-03-24,4,66.02938455696403,6.201400787434565,True,63,4.600639939109668,12.139471816466575
63,2020-03-25,4,66.02938455696403,6.201400787434565,True,64,5.115540261701416,12.139471816466575
64,2020-03-26,6,66.02938455696403,6.201400787434565,True,65,5.64636345033059,12.139471816466575
65,2020-03-27,9,66.02938455696403,6.201400787434565,True,66,6.185514352614867,12.139471816466575
66,2020-03-28,9,66.02938455696403,6.201400787434565,True,67,6.7249055217516345,12.139471816466575
67,2020-03-29,9,66.02938455696403,6.201400787434565,True,68,7.256435139001795,12.139471816466575
68,2020-03-30,9,66.02938455696403,6.201400787434565,True,69,7.772466732132306,12.139471816466575
69,2020-03-31,9,66.02938455696403,6.201400787434565,True,70,8.266251545248787,12.139471816466575
70,2020-04-01,9,66.02938455696403,6.201400787434565,True,71,8.732246235813346,12.139471816466575
71,2020-04-02,9,66.02938455696403,6.201400787434565,True,72,9.166298982108284,12.139471816466575
72,2020-04-03,9,66.02938455696403,6.201400787434565,True,73,9.565700251293725,12.139471816466575
73,2020-04-04,9,66.02938455696403,6.201400787434565,True,74,9.929114610943792,12.139471816466575
74,2020-04-05,9,66.02938455696403,6.201400787434565,True,75,10.256423187801326,12.139471816466575
75,2020-04-06,10,66.02938455696403,6.201400787434565,True,76,10.548511501102539,12.139471816466575
76,2020-04-07,10,66.02938455696403,6.201400787434565,True,77,10.807035561025751,12.139471816466575
77,2020-04-08,12,66.02938455696403,6.201400787434565,True,78,11.034192752829242,12.139471816466575
