,Report_Date,Sierra Leone_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.05654459465833,13.11145118695836,False,1,0.00030229343102181,0.005427588102571624
1,2020-01-23,0,88.05654459465833,13.11145118695836,False,2,0.00034447095106160993,0.005427588102571624
2,2020-01-24,0,88.05654459465833,13.11145118695836,False,3,0.0003925332055503588,0.005427588102571624
3,2020-01-25,0,88.05654459465833,13.11145118695836,False,4,0.0004473012240405638,0.005427588102571624
4,2020-01-26,0,88.05654459465833,13.11145118695836,False,5,0.0005097105770783876,0.005427588102571624
5,2020-01-27,0,88.05654459465833,13.11145118695836,False,6,0.000580827353357266,0.005427588102571624
6,2020-01-28,0,88.05654459465833,13.11145118695836,False,7,0.000661866364801497,0.005427588102571624
7,2020-01-29,0,88.05654459465833,13.11145118695836,False,8,0.000754211890044071,0.005427588102571624
8,2020-01-30,0,88.05654459465833,13.11145118695836,False,9,0.0008594413099641568,0.005427588102571624
9,2020-01-31,0,88.05654459465833,13.11145118695836,False,10,0.0009793520381436301,0.005427588102571624
10,2020-02-01,0,88.05654459465833,13.11145118695836,False,11,0.0011159922051145535,0.005427588102571624
11,2020-02-02,0,88.05654459465833,13.11145118695836,False,12,0.0012716956190384702,0.005427588102571624
12,2020-02-03,0,88.05654459465833,13.11145118695836,False,13,0.0014491215980484216,0.005427588102571624
13,2020-02-04,0,88.05654459465833,13.11145118695836,False,14,0.0016513003521037373,0.005427588102571624
14,2020-02-05,0,88.05654459465833,13.11145118695836,False,15,0.0018816846862256603,0.005427588102571624
15,2020-02-06,0,88.05654459465833,13.11145118695836,False,16,0.002144208903950788,0.005427588102571624
16,2020-02-07,0,88.05654459465833,13.11145118695836,False,17,0.0024433559115163493,0.005427588102571624
17,2020-02-08,0,88.05654459465833,13.11145118695836,False,18,0.002784233661664026,0.005427588102571624
18,2020-02-09,0,88.05654459465833,13.11145118695836,False,19,0.0031726622332628853,0.005427588102571624
19,2020-02-10,0,88.05654459465833,13.11145118695836,False,20,0.003615273021741117,0.005427588102571624
20,2020-02-11,0,88.05654459465833,13.11145118695836,False,21,0.00411962171843552,0.005427588102571624
21,2020-02-12,0,88.05654459465833,13.11145118695836,False,22,0.004694316987628843,0.005427588102571624
22,2020-02-13,0,88.05654459465833,13.11145118695836,False,23,0.005349167011852928,0.005427588102571624
23,2020-02-14,0,88.05654459465833,13.11145118695836,False,24,0.006095346373027863,0.005427588102571624
24,2020-02-15,0,88.05654459465833,13.11145118695836,False,25,0.006945586073693289,0.005427588102571624
25,2020-02-16,0,88.05654459465833,13.11145118695836,False,26,0.007914389883987571,0.005427588102571624
26,2020-02-17,0,88.05654459465833,13.11145118695836,False,27,0.009018280631710472,0.005427588102571624
27,2020-02-18,0,88.05654459465833,13.11145118695836,False,28,0.010276080540910303,0.005427588102571624
28,2020-02-19,0,88.05654459465833,13.11145118695836,False,29,0.01170923027571132,0.005427588102571624
29,2020-02-20,0,88.05654459465833,13.11145118695836,False,30,0.013342151967894822,0.005427588102571624
30,2020-02-21,0,88.05654459465833,13.11145118695836,False,31,0.015202662207015712,0.005427588102571624
31,2020-02-22,0,88.05654459465833,13.11145118695836,False,32,0.01732244175907577,0.005427588102571624
32,2020-02-23,0,88.05654459465833,13.11145118695836,False,33,0.019737569662954847,0.005427588102571624
33,2020-02-24,0,88.05654459465833,13.11145118695836,False,34,0.02248913034221227,0.005427588102571624
34,2020-02-25,0,88.05654459465833,13.11145118695836,False,35,0.025623903472908684,0.005427588102571624
35,2020-02-26,0,88.05654459465833,13.11145118695836,False,36,0.029195147574927315,0.005427588102571624
36,2020-02-27,0,88.05654459465833,13.11145118695836,False,37,0.03326348965335614,0.005427588102571624
37,2020-02-28,0,88.05654459465833,13.11145118695836,False,38,0.03789793471493222,0.005427588102571624
38,2020-02-29,0,88.05654459465833,13.11145118695836,False,39,0.04317701062717237,0.005427588102571624
39,2020-03-01,0,88.05654459465833,13.11145118695836,False,40,0.04919006557595099,0.005427588102571624
40,2020-03-02,0,88.05654459465833,13.11145118695836,False,41,0.056038737307111355,0.005427588102571624
41,2020-03-03,0,88.05654459465833,13.11145118695836,False,42,0.06383861539805569,0.005427588102571624
42,2020-03-04,0,88.05654459465833,13.11145118695836,False,43,0.07272111997480596,0.005427588102571624
43,2020-03-05,0,88.05654459465833,13.11145118695836,False,44,0.08283562253348624,0.005427588102571624
44,2020-03-06,0,88.05654459465833,13.11145118695836,False,45,0.09435183678856564,0.005427588102571624
45,2020-03-07,0,88.05654459465833,13.11145118695836,False,46,0.10746250967466235,0.005427588102571624
46,2020-03-08,0,88.05654459465833,13.11145118695836,False,47,0.12238644466275282,0.005427588102571624
47,2020-03-09,0,88.05654459465833,13.11145118695836,False,48,0.13937189126137478,0.005427588102571624
48,2020-03-10,0,88.05654459465833,13.11145118695836,False,49,0.15870033575044892,0.005427588102571624
49,2020-03-11,0,88.05654459465833,13.11145118695836,False,50,0.1806907285619565,0.005427588102571624
50,2020-03-12,0,88.05654459465833,13.11145118695836,False,51,0.20570418291289425,0.005427588102571624
51,2020-03-13,0,88.05654459465833,13.11145118695836,False,52,0.2341491768382813,0.005427588102571624
52,2020-03-14,0,88.05654459465833,13.11145118695836,False,53,0.26648728605910466,0.005427588102571624
53,2020-03-15,0,88.05654459465833,13.11145118695836,False,54,0.30323946738511265,0.005427588102571624
54,2020-03-16,0,88.05654459465833,13.11145118695836,False,55,0.34499290063863136,0.005427588102571624
55,2020-03-17,0,88.05654459465833,13.11145118695836,False,56,0.3924083802171585,0.005427588102571624
56,2020-03-18,0,88.05654459465833,13.11145118695836,False,57,0.4462282239685883,0.005427588102571624
57,2020-03-19,0,88.05654459465833,13.11145118695836,False,58,0.5072846353512366,0.005427588102571624
58,2020-03-20,0,88.05654459465833,13.11145118695836,False,59,0.5765084129490421,0.005427588102571624
59,2020-03-21,0,88.05654459465833,13.11145118695836,False,60,0.6549378471401855,0.005427588102571624
60,2020-03-22,0,88.05654459465833,13.11145118695836,False,61,0.7437275747570279,0.005427588102571624
61,2020-03-23,0,88.05654459465833,13.11145118695836,False,62,0.8441570766144948,0.005427588102571624
62,2020-03-24,0,88.05654459465833,13.11145118695836,False,63,0.9576383977721477,0.005427588102571624
63,2020-03-25,0,88.05654459465833,13.11145118695836,False,64,1.0857225449401795,0.005427588102571624
64,2020-03-26,0,88.05654459465833,13.11145118695836,False,65,1.2301038693869264,0.005427588102571624
65,2020-03-27,0,88.05654459465833,13.11145118695836,False,66,1.3926215789398237,0.005427588102571624
66,2020-03-28,0,88.05654459465833,13.11145118695836,False,67,1.5752573441682562,0.005427588102571624
67,2020-03-29,0,88.05654459465833,13.11145118695836,False,68,1.780127780962772,0.005427588102571624
68,2020-03-30,0,88.05654459465833,13.11145118695836,False,69,2.00947041973092,0.005427588102571624
