,Report_Date,Georgia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,79,82.6401572024894,276.44819015573694,False,65,75.90649853222666,552.8963799802061
65,2020-03-27,83,82.6401572024894,276.44819015573694,False,66,82.99099255374665,552.8963799802061
66,2020-03-28,90,82.6401572024894,276.44819015573694,False,67,90.61108936701321,552.8963799802061
67,2020-03-29,91,82.6401572024894,276.44819015573694,False,68,98.78376705692963,552.8963799802061
68,2020-03-30,103,82.6401572024894,276.44819015573694,False,69,107.5221312681279,552.8963799802061
69,2020-03-31,110,82.6401572024894,276.44819015573694,False,70,116.83461082105507,552.8963799802061
70,2020-04-01,117,82.6401572024894,276.44819015573694,False,71,126.7241514124259,552.8963799802061
71,2020-04-02,134,82.6401572024894,276.44819015573694,False,72,137.1874401828853,552.8963799802061
72,2020-04-03,155,82.6401572024894,276.44819015573694,False,73,148.21419935660515,552.8963799802061
73,2020-04-04,162,82.6401572024894,276.44819015573694,False,74,159.7865910867478,552.8963799802061
74,2020-04-05,174,82.6401572024894,276.44819015573694,False,75,171.87877732163298,552.8963799802061
75,2020-04-06,188,82.6401572024894,276.44819015573694,False,76,184.45667723114664,552.8963799802061
76,2020-04-07,196,82.6401572024894,276.44819015573694,False,77,197.47795995474556,552.8963799802061
77,2020-04-08,211,82.6401572024894,276.44819015573694,False,78,210.89230188765492,552.8963799802061
