,Report_Date,Ukraine_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.51324631005716,2773.1261114158074,False,1,0.06355966178904358,5546.252222831616
1,2020-01-23,0,84.51324631005716,2773.1261114158074,False,2,0.07283546207641163,5546.252222831616
2,2020-01-24,0,84.51324631005716,2773.1261114158074,False,3,0.08346493816571052,5546.252222831616
3,2020-01-25,0,84.51324631005716,2773.1261114158074,False,4,0.09564563408991501,5546.252222831616
4,2020-01-26,0,84.51324631005716,2773.1261114158074,False,5,0.10960391979456063,5546.252222831616
5,2020-01-27,0,84.51324631005716,2773.1261114158074,False,6,0.12559919683110168,5546.252222831616
6,2020-01-28,0,84.51324631005716,2773.1261114158074,False,7,0.1439287174639049,5546.252222831616
7,2020-01-29,0,84.51324631005716,2773.1261114158074,False,8,0.1649331065978169,5546.252222831616
8,2020-01-30,0,84.51324631005716,2773.1261114158074,False,9,0.1890026889453554,5546.252222831616
9,2020-01-31,0,84.51324631005716,2773.1261114158074,False,10,0.21658473875241754,5546.252222831616
10,2020-02-01,0,84.51324631005716,2773.1261114158074,False,11,0.24819178646094742,5546.252222831616
11,2020-02-02,0,84.51324631005716,2773.1261114158074,False,12,0.2844111362168179,5546.252222831616
12,2020-02-03,0,84.51324631005716,2773.1261114158074,False,13,0.3259157704856994,5546.252222831616
13,2020-02-04,0,84.51324631005716,2773.1261114158074,False,14,0.3734768436231705,5546.252222831616
14,2020-02-05,0,84.51324631005716,2773.1261114158074,False,15,0.42797799551854987,5546.252222831616
15,2020-02-06,0,84.51324631005716,2773.1261114158074,False,16,0.49043174991963695,5546.252222831616
16,2020-02-07,0,84.51324631005716,2773.1261114158074,False,17,0.5619983003447622,5546.252222831616
17,2020-02-08,0,84.51324631005716,2773.1261114158074,False,18,0.6440070302778235,5546.252222831616
18,2020-02-09,0,84.51324631005716,2773.1261114158074,False,19,0.7379811643914592,5546.252222831616
19,2020-02-10,0,84.51324631005716,2773.1261114158074,False,20,0.8456660047260693,5546.252222831616
20,2020-02-11,0,84.51324631005716,2773.1261114158074,False,21,0.9690612710555968,5546.252222831616
21,2020-02-12,0,84.51324631005716,2773.1261114158074,False,22,1.1104581392097925,5546.252222831616
22,2020-02-13,0,84.51324631005716,2773.1261114158074,False,23,1.2724816561530183,5546.252222831616
23,2020-02-14,0,84.51324631005716,2773.1261114158074,False,24,1.4581393075519622,5546.252222831616
24,2020-02-15,0,84.51324631005716,2773.1261114158074,False,25,1.670876623977795,5546.252222831616
25,2020-02-16,0,84.51324631005716,2773.1261114158074,False,26,1.9146408375423822,5546.252222831616
26,2020-02-17,0,84.51324631005716,2773.1261114158074,False,27,2.1939537436157215,5546.252222831616
27,2020-02-18,0,84.51324631005716,2773.1261114158074,False,28,2.5139950844661128,5546.252222831616
28,2020-02-19,0,84.51324631005716,2773.1261114158074,False,29,2.8806979555630496,5546.252222831616
29,2020-02-20,0,84.51324631005716,2773.1261114158074,False,30,3.3008579434426144,5546.252222831616
30,2020-02-21,0,84.51324631005716,2773.1261114158074,False,31,3.782257939198572,5546.252222831616
31,2020-02-22,0,84.51324631005716,2773.1261114158074,False,32,4.333810836725865,5546.252222831616
32,2020-02-23,0,84.51324631005716,2773.1261114158074,False,33,4.965722622805584,5546.252222831616
33,2020-02-24,0,84.51324631005716,2773.1261114158074,False,34,5.6896786999999724,5546.252222831616
34,2020-02-25,0,84.51324631005716,2773.1261114158074,False,35,6.519056656037769,5546.252222831616
35,2020-02-26,0,84.51324631005716,2773.1261114158074,False,36,7.4691691075475175,5546.252222831616
36,2020-02-27,0,84.51324631005716,2773.1261114158074,False,37,8.557540703739102,5546.252222831616
37,2020-02-28,0,84.51324631005716,2773.1261114158074,False,38,9.804223878159684,5546.252222831616
38,2020-02-29,0,84.51324631005716,2773.1261114158074,False,39,11.232158483816756,5546.252222831616
39,2020-03-01,0,84.51324631005716,2773.1261114158074,False,40,12.867581036623445,5546.252222831616
40,2020-03-02,0,84.51324631005716,2773.1261114158074,False,41,14.740489919271495,5546.252222831616
41,2020-03-03,1,84.51324631005716,2773.1261114158074,False,42,16.88517355326839,5546.252222831616
42,2020-03-04,1,84.51324631005716,2773.1261114158074,False,43,19.340809216494957,5546.252222831616
43,2020-03-05,1,84.51324631005716,2773.1261114158074,False,44,22.152140845336962,5546.252222831616
44,2020-03-06,1,84.51324631005716,2773.1261114158074,False,45,25.370244782414254,5546.252222831616
45,2020-03-07,1,84.51324631005716,2773.1261114158074,False,46,29.053392968314764,5546.252222831616
46,2020-03-08,1,84.51324631005716,2773.1261114158074,False,47,33.26802346666651,5546.252222831616
47,2020-03-09,1,84.51324631005716,2773.1261114158074,False,48,38.08982837253695,5546.252222831616
48,2020-03-10,1,84.51324631005716,2773.1261114158074,False,49,43.60496897278315,5546.252222831616
49,2020-03-11,1,84.51324631005716,2773.1261114158074,False,50,49.9114273566854,5546.252222831616
50,2020-03-12,1,84.51324631005716,2773.1261114158074,False,51,57.120502325525045,5546.252222831616
51,2020-03-13,3,84.51324631005716,2773.1261114158074,False,52,65.35845517718676,5546.252222831616
52,2020-03-14,3,84.51324631005716,2773.1261114158074,False,53,74.76830743953194,5546.252222831616
53,2020-03-15,3,84.51324631005716,2773.1261114158074,False,54,85.51178751380604,5546.252222831616
54,2020-03-16,7,84.51324631005716,2773.1261114158074,False,55,97.77141600384377,5546.252222831616
55,2020-03-17,14,84.51324631005716,2773.1261114158074,False,56,111.75270969764179,5546.252222831616
56,2020-03-18,14,84.51324631005716,2773.1261114158074,False,57,127.68647109804027,5546.252222831616
57,2020-03-19,16,84.51324631005716,2773.1261114158074,False,58,145.8311133591648,5546.252222831616
58,2020-03-20,29,84.51324631005716,2773.1261114158074,False,59,166.47494872528537,5546.252222831616
59,2020-03-21,47,84.51324631005716,2773.1261114158074,False,60,189.93834136065422,5546.252222831616
60,2020-03-22,73,84.51324631005716,2773.1261114158074,False,61,216.5755921984577,5546.252222831616
61,2020-03-23,73,84.51324631005716,2773.1261114158074,False,62,246.77638380248086,5546.252222831616
62,2020-03-24,97,84.51324631005716,2773.1261114158074,False,63,280.96656741711814,5546.252222831616
63,2020-03-25,145,84.51324631005716,2773.1261114158074,False,64,319.6080233990496,5546.252222831616
64,2020-03-26,196,84.51324631005716,2773.1261114158074,False,65,363.1972723329102,5546.252222831616
65,2020-03-27,310,84.51324631005716,2773.1261114158074,False,66,412.26246131726697,5546.252222831616
66,2020-03-28,356,84.51324631005716,2773.1261114158074,False,67,467.35830441343177,5546.252222831616
67,2020-03-29,475,84.51324631005716,2773.1261114158074,False,68,529.0585270841111,5546.252222831616
68,2020-03-30,548,84.51324631005716,2773.1261114158074,False,69,597.9453636812817,5546.252222831616
69,2020-03-31,645,84.51324631005716,2773.1261114158074,False,70,674.5956996918717,5546.252222831616
70,2020-04-01,794,84.51324631005716,2773.1261114158074,False,71,759.563553642156,5546.252222831616
71,2020-04-02,897,84.51324631005716,2773.1261114158074,False,72,853.3587746073503,5546.252222831616
72,2020-04-03,1072,84.51324631005716,2773.1261114158074,False,73,956.4221043428049,5546.252222831616
73,2020-04-04,1225,84.51324631005716,2773.1261114158074,False,74,1069.0971243305964,5546.252222831616
74,2020-04-05,1308,84.51324631005716,2773.1261114158074,False,75,1191.6000696257195,5546.252222831616
75,2020-04-06,1319,84.51324631005716,2773.1261114158074,False,76,1323.9890149271744,5546.252222831616
76,2020-04-07,1462,84.51324631005716,2773.1261114158074,False,77,1466.1344700417724,5546.252222831616
77,2020-04-08,1668,84.51324631005716,2773.1261114158074,False,78,1617.6938817944545,5546.252222831616
