,Report_Date,Lebanon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,10,63.047405389668775,298.7566681254516,True,40,8.752956396544981,591.3055558475626
40,2020-03-02,13,63.047405389668775,298.7566681254516,True,41,10.47580630752548,591.3055558475626
41,2020-03-03,13,63.047405389668775,298.7566681254516,True,42,12.53054860166123,591.3055558475626
42,2020-03-04,13,63.047405389668775,298.7566681254516,True,43,14.97802859993839,591.3055558475626
43,2020-03-05,16,63.047405389668775,298.7566681254516,True,44,17.888934250188495,591.3055558475626
44,2020-03-06,22,63.047405389668775,298.7566681254516,True,45,21.34483129111247,591.3055558475626
45,2020-03-07,22,63.047405389668775,298.7566681254516,True,46,25.439058687784787,591.3055558475626
46,2020-03-08,32,63.047405389668775,298.7566681254516,True,47,30.27734571073563,591.3055558475626
47,2020-03-09,32,63.047405389668775,298.7566681254516,True,48,35.977961000423875,591.3055558475626
48,2020-03-10,41,63.047405389668775,298.7566681254516,True,49,42.67114611884152,591.3055558475626
49,2020-03-11,61,63.047405389668775,298.7566681254516,True,50,50.49752733821909,591.3055558475626
50,2020-03-12,61,63.047405389668775,298.7566681254516,True,51,59.60515103899309,591.3055558475626
51,2020-03-13,77,63.047405389668775,298.7566681254516,True,52,70.14476846753573,591.3055558475626
52,2020-03-14,93,63.047405389668775,298.7566681254516,True,53,82.26303098962686,591.3055558475626
53,2020-03-15,110,63.047405389668775,298.7566681254516,True,54,96.0933798378196,591.3055558475626
54,2020-03-16,110,63.047405389668775,298.7566681254516,True,55,111.74465730826091,591.3055558475626
55,2020-03-17,120,63.047405389668775,298.7566681254516,True,56,129.28784986084867,591.3055558475626
56,2020-03-18,133,63.047405389668775,298.7566681254516,True,57,148.7418871895234,591.3055558475626
57,2020-03-19,157,63.047405389668775,298.7566681254516,True,58,170.0600025771922,591.3055558475626
58,2020-03-20,163,63.047405389668775,298.7566681254516,True,59,193.11868041833804,591.3055558475626
59,2020-03-21,187,63.047405389668775,298.7566681254516,True,60,217.71149119047956,591.3055558475626
60,2020-03-22,248,63.047405389668775,298.7566681254516,True,61,243.54994449578837,591.3055558475626
61,2020-03-23,267,63.047405389668775,298.7566681254516,True,62,270.2727476631675,591.3055558475626
62,2020-03-24,318,63.047405389668775,298.7566681254516,True,63,297.4635711530712,591.3055558475626
63,2020-03-25,333,63.047405389668775,298.7566681254516,True,64,324.67583445814876,591.3055558475626
64,2020-03-26,368,63.047405389668775,298.7566681254516,True,65,351.4615526656353,591.3055558475626
65,2020-03-27,391,63.047405389668775,298.7566681254516,True,66,377.4003748967278,591.3055558475626
66,2020-03-28,412,63.047405389668775,298.7566681254516,True,67,402.12490194412743,591.3055558475626
67,2020-03-29,438,63.047405389668775,298.7566681254516,True,68,425.33920647583005,591.3055558475626
68,2020-03-30,446,63.047405389668775,298.7566681254516,True,69,446.8289175408238,591.3055558475626
69,2020-03-31,470,63.047405389668775,298.7566681254516,True,70,466.4628275274191,591.3055558475626
70,2020-04-01,479,63.047405389668775,298.7566681254516,True,71,484.18730825346864,591.3055558475626
71,2020-04-02,494,63.047405389668775,298.7566681254516,True,72,500.01562193779273,591.3055558475626
72,2020-04-03,508,63.047405389668775,298.7566681254516,True,73,514.0144331374167,591.3055558475626
73,2020-04-04,520,63.047405389668775,298.7566681254516,True,74,526.2895873250086,591.3055558475626
74,2020-04-05,527,63.047405389668775,298.7566681254516,True,75,536.9727159372599,591.3055558475626
75,2020-04-06,541,63.047405389668775,298.7566681254516,True,76,546.2096456676318,591.3055558475626
76,2020-04-07,548,63.047405389668775,298.7566681254516,True,77,554.1510660971247,591.3055558475626
77,2020-04-08,576,63.047405389668775,298.7566681254516,True,78,560.9455128137779,591.3055558475626
