,Report_Date,Lebanon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.047405389668775,298.7566681254516,True,1,0.007172124085411034,591.3055558475626
1,2020-01-23,0,63.047405389668775,298.7566681254516,True,2,0.008608989042290557,591.3055558475626
2,2020-01-24,0,63.047405389668775,298.7566681254516,True,3,0.010333710870208878,591.3055558475626
3,2020-01-25,0,63.047405389668775,298.7566681254516,True,4,0.012403955687672106,591.3055558475626
4,2020-01-26,0,63.047405389668775,298.7566681254516,True,5,0.01488894084953611,591.3055558475626
5,2020-01-27,0,63.047405389668775,298.7566681254516,True,6,0.017871748375996796,591.3055558475626
6,2020-01-28,0,63.047405389668775,298.7566681254516,True,7,0.021452101516619467,591.3055558475626
7,2020-01-29,0,63.047405389668775,298.7566681254516,True,8,0.025749697083480478,591.3055558475626
8,2020-01-30,0,63.047405389668775,298.7566681254516,True,9,0.03090820467918102,591.3055558475626
9,2020-01-31,0,63.047405389668775,298.7566681254516,True,10,0.037100066112383034,591.3055558475626
10,2020-02-01,0,63.047405389668775,298.7566681254516,True,11,0.044532254858929476,591.3055558475626
11,2020-02-02,0,63.047405389668775,298.7566681254516,True,12,0.05345318725306365,591.3055558475626
12,2020-02-03,0,63.047405389668775,298.7566681254516,True,13,0.06416101520784599,591.3055558475626
13,2020-02-04,0,63.047405389668775,298.7566681254516,True,14,0.07701357588760392,591.3055558475626
14,2020-02-05,0,63.047405389668775,298.7566681254516,True,15,0.09244032833674592,591.3055558475626
15,2020-02-06,0,63.047405389668775,298.7566681254516,True,16,0.11095667232283284,591.3055558475626
16,2020-02-07,0,63.047405389668775,298.7566681254516,True,17,0.13318112259992107,591.3055558475626
17,2020-02-08,0,63.047405389668775,298.7566681254516,True,18,0.1598559048178547,591.3055558475626
18,2020-02-09,0,63.047405389668775,298.7566681254516,True,19,0.19187165017470076,591.3055558475626
19,2020-02-10,0,63.047405389668775,298.7566681254516,True,20,0.23029699786553384,591.3055558475626
20,2020-02-11,0,63.047405389668775,298.7566681254516,True,21,0.27641407115123917,591.3055558475626
21,2020-02-12,0,63.047405389668775,298.7566681254516,True,22,0.3317609787175041,591.3055558475626
22,2020-02-13,0,63.047405389668775,298.7566681254516,True,23,0.3981827127229382,591.3055558475626
23,2020-02-14,0,63.047405389668775,298.7566681254516,True,24,0.4778920738727828,591.3055558475626
24,2020-02-15,0,63.047405389668775,298.7566681254516,True,25,0.5735425577615074,591.3055558475626
25,2020-02-16,0,63.047405389668775,298.7566681254516,True,26,0.6883154916144256,591.3055558475626
26,2020-02-17,0,63.047405389668775,298.7566681254516,True,27,0.8260241223517848,591.3055558475626
27,2020-02-18,0,63.047405389668775,298.7566681254516,True,28,0.9912378308801876,591.3055558475626
28,2020-02-19,0,63.047405389668775,298.7566681254516,True,29,1.1894301874269524,591.3055558475626
29,2020-02-20,0,63.047405389668775,298.7566681254516,True,30,1.4271551693911946,591.3055558475626
30,2020-02-21,1,63.047405389668775,298.7566681254516,True,31,1.7122565324030525,591.3055558475626
31,2020-02-22,1,63.047405389668775,298.7566681254516,True,32,2.054116044792036,591.3055558475626
32,2020-02-23,1,63.047405389668775,298.7566681254516,True,33,2.4639470406645554,591.3055558475626
33,2020-02-24,1,63.047405389668775,298.7566681254516,True,34,2.955140473592819,591.3055558475626
34,2020-02-25,1,63.047405389668775,298.7566681254516,True,35,3.543671290058332,591.3055558475626
35,2020-02-26,2,63.047405389668775,298.7566681254516,True,36,4.248573377807346,591.3055558475626
36,2020-02-27,2,63.047405389668775,298.7566681254516,True,37,5.092491411259069,591.3055558475626
37,2020-02-28,2,63.047405389668775,298.7566681254516,True,38,6.102317368214983,591.3055558475626
38,2020-02-29,4,63.047405389668775,298.7566681254516,True,39,7.309917978425601,591.3055558475626
