,Report_Date,Gabon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,84.71980369061767,56.11777688409202,False,24,0.0292720418793467,8.297005486373095
24,2020-02-15,0,84.71980369061767,56.11777688409202,False,25,0.033531623144719525,8.297005486373095
25,2020-02-16,0,84.71980369061767,56.11777688409202,False,26,0.038410833935920194,8.297005486373095
26,2020-02-17,0,84.71980369061767,56.11777688409202,False,27,0.043999743810427885,8.297005486373095
27,2020-02-18,0,84.71980369061767,56.11777688409202,False,28,0.05040149419130431,8.297005486373095
28,2020-02-19,0,84.71980369061767,56.11777688409202,False,29,0.057734189043509625,8.297005486373095
29,2020-02-20,0,84.71980369061767,56.11777688409202,False,30,0.06613305699675293,8.297005486373095
30,2020-02-21,0,84.71980369061767,56.11777688409202,False,31,0.07575292325645872,8.297005486373095
31,2020-02-22,0,84.71980369061767,56.11777688409202,False,32,0.08677103486214785,8.297005486373095
32,2020-02-23,0,84.71980369061767,56.11777688409202,False,33,0.09939028871737776,8.297005486373095
33,2020-02-24,0,84.71980369061767,56.11777688409202,False,34,0.11384291838702701,8.297005486373095
34,2020-02-25,0,84.71980369061767,56.11777688409202,False,35,0.13039470299396366,8.297005486373095
35,2020-02-26,0,84.71980369061767,56.11777688409202,False,36,0.1493497697006051,8.297005486373095
36,2020-02-27,0,84.71980369061767,56.11777688409202,False,37,0.17105607027408665,8.297005486373095
37,2020-02-28,0,84.71980369061767,56.11777688409202,False,38,0.19591162213248428,8.297005486373095
38,2020-02-29,0,84.71980369061767,56.11777688409202,False,39,0.2243716150536716,8.297005486373095
39,2020-03-01,0,84.71980369061767,56.11777688409202,False,40,0.2569564963595831,8.297005486373095
40,2020-03-02,0,84.71980369061767,56.11777688409202,False,41,0.29426115977382494,8.297005486373095
41,2020-03-03,0,84.71980369061767,56.11777688409202,False,42,0.3369653761201409,8.297005486373095
42,2020-03-04,0,84.71980369061767,56.11777688409202,False,43,0.3858456173085833,8.297005486373095
43,2020-03-05,0,84.71980369061767,56.11777688409202,False,44,0.44178843822861247,8.297005486373095
44,2020-03-06,0,84.71980369061767,56.11777688409202,False,45,0.5058055936273497,8.297005486373095
45,2020-03-07,0,84.71980369061767,56.11777688409202,False,46,0.5790510779401701,8.297005486373095
46,2020-03-08,0,84.71980369061767,56.11777688409202,False,47,0.6628402841765592,8.297005486373095
47,2020-03-09,0,84.71980369061767,56.11777688409202,False,48,0.7586714817424464,8.297005486373095
48,2020-03-10,0,84.71980369061767,56.11777688409202,False,49,0.8682498103599906,8.297005486373095
49,2020-03-11,0,84.71980369061767,56.11777688409202,False,50,0.9935139752101451,8.297005486373095
50,2020-03-12,0,84.71980369061767,56.11777688409202,False,51,1.1366658034169015,8.297005486373095
51,2020-03-13,0,84.71980369061767,56.11777688409202,False,52,1.300202779336298,8.297005486373095
52,2020-03-14,1,84.71980369061767,56.11777688409202,False,53,1.4869536099056575,8.297005486373095
53,2020-03-15,1,84.71980369061767,56.11777688409202,False,54,1.700116774220929,8.297005486373095
54,2020-03-16,1,84.71980369061767,56.11777688409202,False,55,1.9433018746078317,8.297005486373095
55,2020-03-17,1,84.71980369061767,56.11777688409202,False,56,2.220573419078083,8.297005486373095
56,2020-03-18,1,84.71980369061767,56.11777688409202,False,57,2.536496414843479,8.297005486373095
57,2020-03-19,1,84.71980369061767,56.11777688409202,False,58,2.8961828256411746,8.297005486373095
58,2020-03-20,3,84.71980369061767,56.11777688409202,False,59,3.305337527245472,8.297005486373095
59,2020-03-21,4,84.71980369061767,56.11777688409202,False,60,3.7703018711657763,8.297005486373095
60,2020-03-22,5,84.71980369061767,56.11777688409202,False,61,4.298092323726932,8.297005486373095
61,2020-03-23,5,84.71980369061767,56.11777688409202,False,62,4.896430879120679,8.297005486373095
62,2020-03-24,6,84.71980369061767,56.11777688409202,False,63,5.573763052589741,8.297005486373095
63,2020-03-25,6,84.71980369061767,56.11777688409202,False,64,6.339258260959401,8.297005486373095
64,2020-03-26,7,84.71980369061767,56.11777688409202,False,65,7.202786332647029,8.297005486373095
65,2020-03-27,7,84.71980369061767,56.11777688409202,False,66,8.174862830967694,8.297005486373095
66,2020-03-28,7,84.71980369061767,56.11777688409202,False,67,9.266554938935414,8.297005486373095
67,2020-03-29,7,84.71980369061767,56.11777688409202,False,68,10.489339009777666,8.297005486373095
68,2020-03-30,7,84.71980369061767,56.11777688409202,False,69,11.854900763828617,8.297005486373095
69,2020-03-31,16,84.71980369061767,56.11777688409202,False,70,13.374869797404788,8.297005486373095
70,2020-04-01,18,84.71980369061767,56.11777688409202,False,71,15.060481896213432,8.297005486373095
71,2020-04-02,21,84.71980369061767,56.11777688409202,False,72,16.92216595988403,8.297005486373095
72,2020-04-03,21,84.71980369061767,56.11777688409202,False,73,18.969057441506674,8.297005486373095
73,2020-04-04,21,84.71980369061767,56.11777688409202,False,74,21.208447243411626,8.297005486373095
74,2020-04-05,21,84.71980369061767,56.11777688409202,False,75,23.64518388877006,8.297005486373095
75,2020-04-06,24,84.71980369061767,56.11777688409202,False,76,26.281057026366515,8.297005486373095
76,2020-04-07,30,84.71980369061767,56.11777688409202,False,77,29.114200953991112,8.297005486373095
77,2020-04-08,34,84.71980369061767,56.11777688409202,False,78,32.13856637163705,8.297005486373095
