,Report_Date,Gabon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.71980369061767,56.11777688409202,False,1,0.0012857196243815311,8.297005486373095
1,2020-01-23,0,84.71980369061767,56.11777688409202,False,2,0.0014728672121134597,8.297005486373095
2,2020-01-24,0,84.71980369061767,56.11777688409202,False,3,0.0016872553368947514,8.297005486373095
3,2020-01-25,0,84.71980369061767,56.11777688409202,False,4,0.001932848906488765,8.297005486373095
4,2020-01-26,0,84.71980369061767,56.11777688409202,False,5,0.0022141898879696627,8.297005486373095
5,2020-01-27,0,84.71980369061767,56.11777688409202,False,6,0.0025364812814262683,8.297005486373095
6,2020-01-28,0,84.71980369061767,56.11777688409202,False,7,0.0029056833096284197,8.297005486373095
7,2020-01-29,0,84.71980369061767,56.11777688409202,False,8,0.0033286235995399188,8.297005486373095
8,2020-01-30,0,84.71980369061767,56.11777688409202,False,9,0.0038131233893495984,8.297005486373095
9,2020-01-31,0,84.71980369061767,56.11777688409202,False,10,0.004368142089781024,8.297005486373095
10,2020-02-01,0,84.71980369061767,56.11777688409202,False,11,0.005003942866192438,8.297005486373095
11,2020-02-02,0,84.71980369061767,56.11777688409202,False,12,0.005732282294510464,8.297005486373095
12,2020-02-03,0,84.71980369061767,56.11777688409202,False,13,0.00656662758633547,8.297005486373095
13,2020-02-04,0,84.71980369061767,56.11777688409202,False,14,0.00752240538457332,8.297005486373095
14,2020-02-05,0,84.71980369061767,56.11777688409202,False,15,0.008617286709758008,8.297005486373095
15,2020-02-06,0,84.71980369061767,56.11777688409202,False,16,0.009871513299158838,8.297005486373095
16,2020-02-07,0,84.71980369061767,56.11777688409202,False,17,0.011308271337560101,8.297005486373095
17,2020-02-08,0,84.71980369061767,56.11777688409202,False,18,0.012954119443606093,8.297005486373095
18,2020-02-09,0,84.71980369061767,56.11777688409202,False,19,0.014839478763963769,8.297005486373095
19,2020-02-10,0,84.71980369061767,56.11777688409202,False,20,0.016999194156428334,8.297005486373095
20,2020-02-11,0,84.71980369061767,56.11777688409202,False,21,0.019473176731892403,8.297005486373095
21,2020-02-12,0,84.71980369061767,56.11777688409202,False,22,0.022307139495727057,8.297005486373095
22,2020-02-13,0,84.71980369061767,56.11777688409202,False,23,0.02555343950625569,8.297005486373095
