,Report_Date,Botswana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.69222409215804,7.8219638756748795,False,1,0.0066292083578525385,0.030400786523262988
1,2020-01-23,0,86.69222409215804,7.8219638756748795,False,2,0.0072577584448591335,0.030400786523262988
2,2020-01-24,0,86.69222409215804,7.8219638756748795,False,3,0.00794587438628167,0.030400786523262988
3,2020-01-25,0,86.69222409215804,7.8219638756748795,False,4,0.008699195049905952,0.030400786523262988
4,2020-01-26,0,86.69222409215804,7.8219638756748795,False,5,0.009523891918932421,0.030400786523262988
5,2020-01-27,0,86.69222409215804,7.8219638756748795,False,6,0.01042671916262135,0.030400786523262988
6,2020-01-28,0,86.69222409215804,7.8219638756748795,False,7,0.011415068366890966,0.030400786523262988
7,2020-01-29,0,86.69222409215804,7.8219638756748795,False,8,0.012497028349168035,0.030400786523262988
8,2020-01-30,0,86.69222409215804,7.8219638756748795,False,9,0.01368145051854118,0.030400786523262988
9,2020-01-31,0,86.69222409215804,7.8219638756748795,False,10,0.014978020281817266,0.030400786523262988
10,2020-02-01,0,86.69222409215804,7.8219638756748795,False,11,0.016397335038562326,0.030400786523262988
11,2020-02-02,0,86.69222409215804,7.8219638756748795,False,12,0.017950989353739538,0.030400786523262988
12,2020-02-03,0,86.69222409215804,7.8219638756748795,False,13,0.019651667945235998,0.030400786523262988
13,2020-02-04,0,86.69222409215804,7.8219638756748795,False,14,0.021513247175470204,0.030400786523262988
14,2020-02-05,0,86.69222409215804,7.8219638756748795,False,15,0.023550905791428368,0.030400786523262988
15,2020-02-06,0,86.69222409215804,7.8219638756748795,False,16,0.0257812457158777,0.030400786523262988
16,2020-02-07,0,86.69222409215804,7.8219638756748795,False,17,0.028222423754074657,0.030400786523262988
17,2020-02-08,0,86.69222409215804,7.8219638756748795,False,18,0.0308942951448727,0.030400786523262988
18,2020-02-09,0,86.69222409215804,7.8219638756748795,False,19,0.033818569952484834,0.030400786523262988
19,2020-02-10,0,86.69222409215804,7.8219638756748795,False,20,0.037018983364894745,0.030400786523262988
20,2020-02-11,0,86.69222409215804,7.8219638756748795,False,21,0.04052148103650728,0.030400786523262988
21,2020-02-12,0,86.69222409215804,7.8219638756748795,False,22,0.04435442068536455,0.030400786523262988
22,2020-02-13,0,86.69222409215804,7.8219638756748795,False,23,0.0485487912281792,0.030400786523262988
23,2020-02-14,0,86.69222409215804,7.8219638756748795,False,24,0.0531384508083227,0.030400786523262988
24,2020-02-15,0,86.69222409215804,7.8219638756748795,False,25,0.0581603851411838,0.030400786523262988
25,2020-02-16,0,86.69222409215804,7.8219638756748795,False,26,0.06365498766600769,0.030400786523262988
26,2020-02-17,0,86.69222409215804,7.8219638756748795,False,27,0.06966636305097826,0.030400786523262988
27,2020-02-18,0,86.69222409215804,7.8219638756748795,False,28,0.07624265564587221,0.030400786523262988
28,2020-02-19,0,86.69222409215804,7.8219638756748795,False,29,0.08343640451037217,0.030400786523262988
29,2020-02-20,0,86.69222409215804,7.8219638756748795,False,30,0.0913049266615398,0.030400786523262988
30,2020-02-21,0,86.69222409215804,7.8219638756748795,False,31,0.0999107301755419,0.030400786523262988
31,2020-02-22,0,86.69222409215804,7.8219638756748795,False,32,0.1093219587399107,0.030400786523262988
32,2020-02-23,0,86.69222409215804,7.8219638756748795,False,33,0.11961286917554725,0.030400786523262988
33,2020-02-24,0,86.69222409215804,7.8219638756748795,False,34,0.13086434332301763,0.030400786523262988
34,2020-02-25,0,86.69222409215804,7.8219638756748795,False,35,0.1431644355044532,0.030400786523262988
35,2020-02-26,0,86.69222409215804,7.8219638756748795,False,36,0.1566089565176557,0.030400786523262988
36,2020-02-27,0,86.69222409215804,7.8219638756748795,False,37,0.17130209477781996,0.030400786523262988
37,2020-02-28,0,86.69222409215804,7.8219638756748795,False,38,0.18735707477728053,0.030400786523262988
