,Report_Date,UK_cayman islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.84947704233157,88.46938800963767,False,1,0.002028094440710379,149.42372349601115
1,2020-01-23,0,85.84947704233157,88.46938800963767,False,2,0.0023190857643167356,149.42372349601115
2,2020-01-24,0,85.84947704233157,88.46938800963767,False,3,0.0026518279451017393,149.42372349601115
3,2020-01-25,0,85.84947704233157,88.46938800963767,False,4,0.003032311120687027,149.42372349601115
4,2020-01-26,0,85.84947704233157,88.46938800963767,False,5,0.0034673847949469134,149.42372349601115
5,2020-01-27,0,85.84947704233157,88.46938800963767,False,6,0.003964881107517285,149.42372349601115
6,2020-01-28,0,85.84947704233157,88.46938800963767,False,7,0.004533755779773613,149.42372349601115
7,2020-01-29,0,85.84947704233157,88.46938800963767,False,8,0.005184249270307699,149.42372349601115
8,2020-01-30,0,85.84947704233157,88.46938800963767,False,9,0.005928071035385025,149.42372349601115
9,2020-01-31,0,85.84947704233157,88.46938800963767,False,10,0.006778610204017261,149.42372349601115
10,2020-02-01,0,85.84947704233157,88.46938800963767,False,11,0.007751176450462006,149.42372349601115
11,2020-02-02,0,85.84947704233157,88.46938800963767,False,12,0.008863275387510486,149.42372349601115
12,2020-02-03,0,85.84947704233157,88.46938800963767,False,13,0.010134923421350464,149.42372349601115
13,2020-02-04,0,85.84947704233157,88.46938800963767,False,14,0.011589007713916726,149.42372349601115
14,2020-02-05,0,85.84947704233157,88.46938800963767,False,15,0.013251697703775468,149.42372349601115
15,2020-02-06,0,85.84947704233157,88.46938800963767,False,16,0.015152915555722754,149.42372349601115
16,2020-02-07,0,85.84947704233157,88.46938800963767,False,17,0.017326873958301292,149.42372349601115
17,2020-02-08,0,85.84947704233157,88.46938800963767,False,18,0.01981269088537961,149.42372349601115
18,2020-02-09,0,85.84947704233157,88.46938800963767,False,19,0.022655092303218816,149.42372349601115
19,2020-02-10,0,85.84947704233157,88.46938800963767,False,20,0.025905215361185927,149.42372349601115
20,2020-02-11,0,85.84947704233157,88.46938800963767,False,21,0.029621526378565903,149.42372349601115
21,2020-02-12,0,85.84947704233157,88.46938800963767,False,22,0.03387086996121537,149.42372349601115
22,2020-02-13,0,85.84947704233157,88.46938800963767,False,23,0.03872966788320259,149.42372349601115
23,2020-02-14,0,85.84947704233157,88.46938800963767,False,24,0.04428528898724916,149.42372349601115
24,2020-02-15,0,85.84947704233157,88.46938800963767,False,25,0.050637614335285956,149.42372349601115
25,2020-02-16,0,85.84947704233157,88.46938800963767,False,26,0.05790082522307432,149.42372349601115
26,2020-02-17,0,85.84947704233157,88.46938800963767,False,27,0.06620544551200193,149.42372349601115
27,2020-02-18,0,85.84947704233157,88.46938800963767,False,28,0.075700674083535,149.42372349601115
28,2020-02-19,0,85.84947704233157,88.46938800963767,False,29,0.08655704814954973,149.42372349601115
29,2020-02-20,0,85.84947704233157,88.46938800963767,False,30,0.09896948372244768,149.42372349601115
30,2020-02-21,0,85.84947704233157,88.46938800963767,False,31,0.11316074583532273,149.42372349601115
31,2020-02-22,0,85.84947704233157,88.46938800963767,False,32,0.12938540818175043,149.42372349601115
32,2020-02-23,0,85.84947704233157,88.46938800963767,False,33,0.14793436979768876,149.42372349601115
33,2020-02-24,0,85.84947704233157,88.46938800963767,False,34,0.16914000531680473,149.42372349601115
34,2020-02-25,0,85.84947704233157,88.46938800963767,False,35,0.19338203527643202,149.42372349601115
35,2020-02-26,0,85.84947704233157,88.46938800963767,False,36,0.22109421401040502,149.42372349601115
36,2020-02-27,0,85.84947704233157,88.46938800963767,False,37,0.25277194490253946,149.42372349601115
37,2020-02-28,0,85.84947704233157,88.46938800963767,False,38,0.28898094623727083,149.42372349601115
38,2020-02-29,0,85.84947704233157,88.46938800963767,False,39,0.33036710558933274,149.42372349601115
39,2020-03-01,0,85.84947704233157,88.46938800963767,False,40,0.3776676766158619,149.42372349601115
40,2020-03-02,0,85.84947704233157,88.46938800963767,False,41,0.4317239891622134,149.42372349601115
41,2020-03-03,0,85.84947704233157,88.46938800963767,False,42,0.4934958615882736,149.42372349601115
42,2020-03-04,0,85.84947704233157,88.46938800963767,False,43,0.564077922863792,149.42372349601115
43,2020-03-05,0,85.84947704233157,88.46938800963767,False,44,0.6447180708014074,149.42372349601115
44,2020-03-06,0,85.84947704233157,88.46938800963767,False,45,0.7368383111040889,149.42372349601115
45,2020-03-07,0,85.84947704233157,88.46938800963767,False,46,0.842058238714675,149.42372349601115
46,2020-03-08,0,85.84947704233157,88.46938800963767,False,47,0.9622214368989427,149.42372349601115
47,2020-03-09,0,85.84947704233157,88.46938800963767,False,48,1.0994250787020643,149.42372349601115
48,2020-03-10,0,85.84947704233157,88.46938800963767,False,49,1.256053017386079,149.42372349601115
49,2020-03-11,0,85.84947704233157,88.46938800963767,False,50,1.434812643872447,149.42372349601115
50,2020-03-12,0,85.84947704233157,88.46938800963767,False,51,1.6387757657630786,149.42372349601115
51,2020-03-13,1,85.84947704233157,88.46938800963767,False,52,1.8714237186434723,149.42372349601115
52,2020-03-14,1,85.84947704233157,88.46938800963767,False,53,2.1366968490373943,149.42372349601115
53,2020-03-15,1,85.84947704233157,88.46938800963767,False,54,2.4390484007719238,149.42372349601115
54,2020-03-16,1,85.84947704233157,88.46938800963767,False,55,2.783502681780387,149.42372349601115
55,2020-03-17,1,85.84947704233157,88.46938800963767,False,56,3.1757171734213885,149.42372349601115
56,2020-03-18,1,85.84947704233157,88.46938800963767,False,57,3.6220479537620975,149.42372349601115
57,2020-03-19,3,85.84947704233157,88.46938800963767,False,58,4.12961742222408,149.42372349601115
58,2020-03-20,3,85.84947704233157,88.46938800963767,False,59,4.706382815935506,149.42372349601115
59,2020-03-21,3,85.84947704233157,88.46938800963767,False,60,5.361203377607169,149.42372349601115
60,2020-03-22,3,85.84947704233157,88.46938800963767,False,61,6.103903251156999,149.42372349601115
61,2020-03-23,5,85.84947704233157,88.46938800963767,False,62,6.9453262287989626,149.42372349601115
62,2020-03-24,6,85.84947704233157,88.46938800963767,False,63,7.897377344152768,149.42372349601115
63,2020-03-25,8,85.84947704233157,88.46938800963767,False,64,8.973045006782485,149.42372349601115
64,2020-03-26,8,85.84947704233157,88.46938800963767,False,65,10.186395934022297,149.42372349601115
65,2020-03-27,8,85.84947704233157,88.46938800963767,False,66,11.552533619450372,149.42372349601115
66,2020-03-28,8,85.84947704233157,88.46938800963767,False,67,13.08750959431933,149.42372349601115
67,2020-03-29,8,85.84947704233157,88.46938800963767,False,68,14.808175460137845,149.42372349601115
68,2020-03-30,12,85.84947704233157,88.46938800963767,False,69,16.73196284306952,149.42372349601115
69,2020-03-31,14,85.84947704233157,88.46938800963767,False,70,18.876578371744277,149.42372349601115
70,2020-04-01,22,85.84947704233157,88.46938800963767,False,71,21.259601916776955,149.42372349601115
71,2020-04-02,28,85.84947704233157,88.46938800963767,False,72,23.897979118026797,149.42372349601115
72,2020-04-03,28,85.84947704233157,88.46938800963767,False,73,26.80740413834766,149.42372349601115
73,2020-04-04,35,85.84947704233157,88.46938800963767,False,74,30.001596017510415,149.42372349601115
74,2020-04-05,35,85.84947704233157,88.46938800963767,False,75,33.4914821525204,149.42372349601115
75,2020-04-06,39,85.84947704233157,88.46938800963767,False,76,37.28431513546179,149.42372349601115
