,Report_Date,Senegal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.58839642664906,150.04085192293607,True,1,0.003549220721842179,288.970176624583
1,2020-01-23,0,68.58839642664906,150.04085192293607,True,2,0.004197886553179819,288.970176624583
2,2020-01-24,0,68.58839642664906,150.04085192293607,True,3,0.0049651024640111775,288.970176624583
3,2020-01-25,0,68.58839642664906,150.04085192293607,True,4,0.005872533868292462,288.970176624583
4,2020-01-26,0,68.58839642664906,150.04085192293607,True,5,0.006945805292928669,288.970176624583
5,2020-01-27,0,68.58839642664906,150.04085192293607,True,6,0.008215223737013212,288.970176624583
6,2020-01-28,0,68.58839642664906,150.04085192293607,True,7,0.009716634144476478,288.970176624583
7,2020-01-29,0,68.58839642664906,150.04085192293607,True,8,0.011492431099348329,288.970176624583
8,2020-01-30,0,68.58839642664906,150.04085192293607,True,9,0.013592755244588488,288.970176624583
9,2020-01-31,0,68.58839642664906,150.04085192293607,True,10,0.016076908114034005,288.970176624583
10,2020-02-01,0,68.58839642664906,150.04085192293607,True,11,0.01901502519577303,288.970176624583
11,2020-02-02,0,68.58839642664906,150.04085192293607,True,12,0.022490054282768828,288.970176624583
12,2020-02-03,0,68.58839642664906,150.04085192293607,True,13,0.026600094710937765,288.970176624583
13,2020-02-04,0,68.58839642664906,150.04085192293607,True,14,0.031461163168645556,288.970176624583
14,2020-02-05,0,68.58839642664906,150.04085192293607,True,15,0.037210463657216815,288.970176624583
15,2020-02-06,0,68.58839642664906,150.04085192293607,True,16,0.044010253208321706,288.970176624583
16,2020-02-07,0,68.58839642664906,150.04085192293607,True,17,0.052052411493117484,288.970176624583
17,2020-02-08,0,68.58839642664906,150.04085192293607,True,18,0.06156384192301948,288.970176624583
18,2020-02-09,0,68.58839642664906,150.04085192293607,True,19,0.0728128547457776,288.970176624583
19,2020-02-10,0,68.58839642664906,150.04085192293607,True,20,0.08611670956445869,288.970176624583
