,Report_Date,Holy See_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.62260861402775,4.4994774552229,True,1,0.00010696372325838119,8.780601668597317
1,2020-01-23,0,66.62260861402775,4.4994774552229,True,2,0.00012714085744741177,8.780601668597317
2,2020-01-24,0,66.62260861402775,4.4994774552229,True,3,0.00015112404750921692,8.780601668597317
3,2020-01-25,0,66.62260861402775,4.4994774552229,True,4,0.00017963121149486007,8.780601668597317
4,2020-01-26,0,66.62260861402775,4.4994774552229,True,5,0.00021351567399689945,8.780601668597317
5,2020-01-27,0,66.62260861402775,4.4994774552229,True,6,0.00025379170068273623,8.780601668597317
6,2020-01-28,0,66.62260861402775,4.4994774552229,True,7,0.0003016648461918091,8.780601668597317
7,2020-01-29,0,66.62260861402775,4.4994774552229,True,8,0.0003585680219686843,8.780601668597317
8,2020-01-30,0,66.62260861402775,4.4994774552229,True,9,0.00042620436103559775,8.780601668597317
9,2020-01-31,0,66.62260861402775,4.4994774552229,True,10,0.0005065981590490486,8.780601668597317
10,2020-02-01,0,66.62260861402775,4.4994774552229,True,11,0.0006021554111558364,8.780601668597317
11,2020-02-02,0,66.62260861402775,4.4994774552229,True,12,0.0007157357491606333,8.780601668597317
12,2020-02-03,0,66.62260861402775,4.4994774552229,True,13,0.0008507379215979284,8.780601668597317
13,2020-02-04,0,66.62260861402775,4.4994774552229,True,14,0.0010112013602005478,8.780601668597317
14,2020-02-05,0,66.62260861402775,4.4994774552229,True,15,0.0012019268514307914,8.780601668597317
15,2020-02-06,0,66.62260861402775,4.4994774552229,True,16,0.0014286198946432422,8.780601668597317
16,2020-02-07,0,66.62260861402775,4.4994774552229,True,17,0.0016980609948443173,8.780601668597317
17,2020-02-08,0,66.62260861402775,4.4994774552229,True,18,0.002018307926317445,8.780601668597317
18,2020-02-09,0,66.62260861402775,4.4994774552229,True,19,0.002398935935027571,8.780601668597317
19,2020-02-10,0,66.62260861402775,4.4994774552229,True,20,0.002851322947539465,8.780601668597317
20,2020-02-11,0,66.62260861402775,4.4994774552229,True,21,0.0033889881507969417,8.780601668597317
21,2020-02-12,0,66.62260861402775,4.4994774552229,True,22,0.004027993833255905,8.780601668597317
22,2020-02-13,0,66.62260861402775,4.4994774552229,True,23,0.004787422170670266,8.780601668597317
23,2020-02-14,0,66.62260861402775,4.4994774552229,True,24,0.00568994074090896,8.780601668597317
24,2020-02-15,0,66.62260861402775,4.4994774552229,True,25,0.00676247300746063,8.780601668597317
25,2020-02-16,0,66.62260861402775,4.4994774552229,True,26,0.008036992870386983,8.780601668597317
26,2020-02-17,0,66.62260861402775,4.4994774552229,True,27,0.009551465698451084,8.780601668597317
27,2020-02-18,0,66.62260861402775,4.4994774552229,True,28,0.011350962079094933,8.780601668597317
28,2020-02-19,0,66.62260861402775,4.4994774552229,True,29,0.013488974902241381,8.780601668597317
29,2020-02-20,0,66.62260861402775,4.4994774552229,True,30,0.016028975368117468,8.780601668597317
30,2020-02-21,0,66.62260861402775,4.4994774552229,True,31,0.019046249097994673,8.780601668597317
31,2020-02-22,0,66.62260861402775,4.4994774552229,True,32,0.02263005971675685,8.780601668597317
32,2020-02-23,0,66.62260861402775,4.4994774552229,True,33,0.026886194001708136,8.780601668597317
33,2020-02-24,0,66.62260861402775,4.4994774552229,True,34,0.03193994980591128,8.780601668597317
34,2020-02-25,0,66.62260861402775,4.4994774552229,True,35,0.03793963519785496,8.780601668597317
35,2020-02-26,0,66.62260861402775,4.4994774552229,True,36,0.045060654165909035,8.780601668597317
36,2020-02-27,0,66.62260861402775,4.4994774552229,True,37,0.05351026011489304,8.780601668597317
37,2020-02-28,0,66.62260861402775,4.4994774552229,True,38,0.06353306217459417,8.780601668597317
38,2020-02-29,0,66.62260861402775,4.4994774552229,True,39,0.07541736949422184,8.780601668597317
39,2020-03-01,0,66.62260861402775,4.4994774552229,True,40,0.08950245299280962,8.780601668597317
40,2020-03-02,0,66.62260861402775,4.4994774552229,True,41,0.10618678936959453,8.780601668597317
41,2020-03-03,0,66.62260861402775,4.4994774552229,True,42,0.12593732430639654,8.780601668597317
42,2020-03-04,0,66.62260861402775,4.4994774552229,True,43,0.1492997450501287,8.780601668597317
43,2020-03-05,0,66.62260861402775,4.4994774552229,True,44,0.17690967958842324,8.780601668597317
44,2020-03-06,1,66.62260861402775,4.4994774552229,True,45,0.209504631182321,8.780601668597317
45,2020-03-07,1,66.62260861402775,4.4994774552229,True,46,0.247936301992804,8.780601668597317
46,2020-03-08,1,66.62260861402775,4.4994774552229,True,47,0.29318274541469697,8.780601668597317
47,2020-03-09,1,66.62260861402775,4.4994774552229,True,48,0.3463595007854862,8.780601668597317
48,2020-03-10,1,66.62260861402775,4.4994774552229,True,49,0.4087284958671928,8.780601668597317
49,2020-03-11,1,66.62260861402775,4.4994774552229,True,50,0.4817030479056737,8.780601668597317
50,2020-03-12,1,66.62260861402775,4.4994774552229,True,51,0.5668467624401565,8.780601668597317
51,2020-03-13,1,66.62260861402775,4.4994774552229,True,52,0.6658635527675095,8.780601668597317
