,Report_Date,China_qinghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,10.028123716289917,9.033617411444208,True,1,0.5338678006802703,18.06723482288697
1,2020-01-23,0,10.028123716289917,9.033617411444208,True,2,0.7751457888886063,18.06723482288697
2,2020-01-24,0,10.028123716289917,9.033617411444208,True,3,1.1185114770965405,18.06723482288697
3,2020-01-25,1,10.028123716289917,9.033617411444208,True,4,1.599904890524075,18.06723482288697
4,2020-01-26,1,10.028123716289917,9.033617411444208,True,5,2.2608468383872338,18.06723482288697
5,2020-01-27,6,10.028123716289917,9.033617411444208,True,6,3.1427233552832408,18.06723482288697
6,2020-01-28,6,10.028123716289917,9.033617411444208,True,7,4.275541644585522,18.06723482288697
7,2020-01-29,6,10.028123716289917,9.033617411444208,True,8,5.661786986815086,18.06723482288697
8,2020-01-30,8,10.028123716289917,9.033617411444208,True,9,7.260865680911518,18.06723482288697
9,2020-01-31,8,10.028123716289917,9.033617411444208,True,10,8.98448804814774,18.06723482288697
10,2020-02-01,9,10.028123716289917,9.033617411444208,True,11,10.71169506825161,18.06723482288697
11,2020-02-02,11,10.028123716289917,9.033617411444208,True,12,12.32053612485768,18.06723482288697
12,2020-02-03,13,10.028123716289917,9.033617411444208,True,13,13.720286508020017,18.06723482288697
13,2020-02-04,15,10.028123716289917,9.033617411444208,True,14,14.867635014545922,18.06723482288697
14,2020-02-05,17,10.028123716289917,9.033617411444208,True,15,15.763007471423277,18.06723482288697
15,2020-02-06,18,10.028123716289917,9.033617411444208,True,16,16.435322057127863,18.06723482288697
16,2020-02-07,18,10.028123716289917,9.033617411444208,True,17,16.925678649081117,18.06723482288697
17,2020-02-08,18,10.028123716289917,9.033617411444208,True,18,17.275788353777227,18.06723482288697
18,2020-02-09,18,10.028123716289917,9.033617411444208,True,19,17.521980230541864,18.06723482288697
19,2020-02-10,18,10.028123716289917,9.033617411444208,True,20,17.693248096553987,18.06723482288697
