,Report_Date,Oman_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.86323407615588,535.0955904594709,False,1,0.029674068438865133,1070.1911809189417
1,2020-01-23,0,81.86323407615588,535.0955904594709,False,2,0.03378552956744575,1070.1911809189417
2,2020-01-24,0,81.86323407615588,535.0955904594709,False,3,0.03846662963965392,1070.1911809189417
3,2020-01-25,0,81.86323407615588,535.0955904594709,False,4,0.043796285510379236,1070.1911809189417
4,2020-01-26,0,81.86323407615588,535.0955904594709,False,5,0.049864345249841804,1070.1911809189417
5,2020-01-27,0,81.86323407615588,535.0955904594709,False,6,0.05677310175476515,1070.1911809189417
6,2020-01-28,0,81.86323407615588,535.0955904594709,False,7,0.06463901578671916,1070.1911809189417
7,2020-01-29,0,81.86323407615588,535.0955904594709,False,8,0.0735946773677447,1070.1911809189417
8,2020-01-30,0,81.86323407615588,535.0955904594709,False,9,0.08379103844588748,1070.1911809189417
9,2020-01-31,0,81.86323407615588,535.0955904594709,False,10,0.09539995426990017,1070.1911809189417
10,2020-02-01,0,81.86323407615588,535.0955904594709,False,11,0.10861707605623526,1070.1911809189417
11,2020-02-02,0,81.86323407615588,535.0955904594709,False,12,0.12366514337511915,1070.1911809189417
12,2020-02-03,0,81.86323407615588,535.0955904594709,False,13,0.14079773131911477,1070.1911809189417
13,2020-02-04,0,81.86323407615588,535.0955904594709,False,14,0.16030351505206436,1070.1911809189417
14,2020-02-05,0,81.86323407615588,535.0955904594709,False,15,0.18251112288665636,1070.1911809189417
15,2020-02-06,0,81.86323407615588,535.0955904594709,False,16,0.20779465873753278,1070.1911809189417
16,2020-02-07,0,81.86323407615588,535.0955904594709,False,17,0.23657998579221012,1070.1911809189417
17,2020-02-08,0,81.86323407615588,535.0955904594709,False,18,0.2693518756998761,1070.1911809189417
18,2020-02-09,0,81.86323407615588,535.0955904594709,False,19,0.306662141682967,1070.1911809189417
19,2020-02-10,0,81.86323407615588,535.0955904594709,False,20,0.34913888993322506,1070.1911809189417
20,2020-02-11,0,81.86323407615588,535.0955904594709,False,21,0.39749704168913075,1070.1911809189417
21,2020-02-12,0,81.86323407615588,535.0955904594709,False,22,0.45255029875414776,1070.1911809189417
22,2020-02-13,0,81.86323407615588,535.0955904594709,False,23,0.5152247481771558,1070.1911809189417
23,2020-02-14,0,81.86323407615588,535.0955904594709,False,24,0.5865743276727043,1070.1911809189417
24,2020-02-15,0,81.86323407615588,535.0955904594709,False,25,0.6677984024260595,1070.1911809189417
25,2020-02-16,0,81.86323407615588,535.0955904594709,False,26,0.7602617365425315,1070.1911809189417
26,2020-02-17,0,81.86323407615588,535.0955904594709,False,27,0.8655171789131949,1070.1911809189417
27,2020-02-18,0,81.86323407615588,535.0955904594709,False,28,0.9853314240387079,1070.1911809189417
28,2020-02-19,0,81.86323407615588,535.0955904594709,False,29,1.1217142537355715,1070.1911809189417
29,2020-02-20,0,81.86323407615588,535.0955904594709,False,30,1.2769517159828794,1070.1911809189417
30,2020-02-21,0,81.86323407615588,535.0955904594709,False,31,1.4536437527507833,1070.1911809189417
31,2020-02-22,0,81.86323407615588,535.0955904594709,False,32,1.6547468497134659,1070.1911809189417
32,2020-02-23,0,81.86323407615588,535.0955904594709,False,33,1.8836223474081397,1070.1911809189417
33,2020-02-24,2,81.86323407615588,535.0955904594709,False,34,2.144091125611958,1070.1911809189417
34,2020-02-25,2,81.86323407615588,535.0955904594709,False,35,2.440495450187998,1070.1911809189417
35,2020-02-26,4,81.86323407615588,535.0955904594709,False,36,2.7777688537851106,1070.1911809189417
36,2020-02-27,4,81.86323407615588,535.0955904594709,False,37,3.161515007493735,1070.1911809189417
37,2020-02-28,4,81.86323407615588,535.0955904594709,False,38,3.5980966281730744,1070.1911809189417
38,2020-02-29,6,81.86323407615588,535.0955904594709,False,39,4.094735553165147,1070.1911809189417
39,2020-03-01,6,81.86323407615588,535.0955904594709,False,40,4.659625196904687,1070.1911809189417
40,2020-03-02,6,81.86323407615588,535.0955904594709,False,41,5.302056677515251,1070.1911809189417
41,2020-03-03,12,81.86323407615588,535.0955904594709,False,42,6.032559959023225,1070.1911809189417
42,2020-03-04,15,81.86323407615588,535.0955904594709,False,43,6.863061387166974,1070.1911809189417
