,Report_Date,Uzbekistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.49130815964365,1186.5154584896702,False,1,0.02729043731360401,2373.030916979341
1,2020-01-23,0,88.49130815964365,1186.5154584896702,False,2,0.031078812353349156,2373.030916979341
2,2020-01-24,0,88.49130815964365,1186.5154584896702,False,3,0.035393070185724275,2373.030916979341
3,2020-01-25,0,88.49130815964365,1186.5154584896702,False,4,0.040306208833991275,2373.030916979341
4,2020-01-26,0,88.49130815964365,1186.5154584896702,False,5,0.04590135851791953,2373.030916979341
5,2020-01-27,0,88.49130815964365,1186.5154584896702,False,6,0.052273187807215724,2373.030916979341
6,2020-01-28,0,88.49130815964365,1186.5154584896702,False,7,0.059529504860975746,2373.030916979341
7,2020-01-29,0,88.49130815964365,1186.5154584896702,False,8,0.0677930808007816,2373.030916979341
8,2020-01-30,0,88.49130815964365,1186.5154584896702,False,9,0.0772037260096983,2373.030916979341
9,2020-01-31,0,88.49130815964365,1186.5154584896702,False,10,0.08792065441089027,2373.030916979341
10,2020-02-01,0,88.49130815964365,1186.5154584896702,False,11,0.10012517562873029,2373.030916979341
11,2020-02-02,0,88.49130815964365,1186.5154584896702,False,12,0.11402376045254906,2373.030916979341
12,2020-02-03,0,88.49130815964365,1186.5154584896702,False,13,0.12985153129982363,2373.030916979341
13,2020-02-04,0,88.49130815964365,1186.5154584896702,False,14,0.14787623651510803,2373.030916979341
14,2020-02-05,0,88.49130815964365,1186.5154584896702,False,15,0.1684027754606413,2373.030916979341
15,2020-02-06,0,88.49130815964365,1186.5154584896702,False,16,0.19177835058713325,2373.030916979341
16,2020-02-07,0,88.49130815964365,1186.5154584896702,False,17,0.21839833316900353,2373.030916979341
17,2020-02-08,0,88.49130815964365,1186.5154584896702,False,18,0.24871294131723007,2373.030916979341
18,2020-02-09,0,88.49130815964365,1186.5154584896702,False,19,0.28323484243680086,2373.030916979341
19,2020-02-10,0,88.49130815964365,1186.5154584896702,False,20,0.32254780769095154,2373.030916979341
20,2020-02-11,0,88.49130815964365,1186.5154584896702,False,21,0.3673165635146323,2373.030916979341
21,2020-02-12,0,88.49130815964365,1186.5154584896702,False,22,0.4182980050589898,2373.030916979341
22,2020-02-13,0,88.49130815964365,1186.5154584896702,False,23,0.47635395895461313,2373.030916979341
23,2020-02-14,0,88.49130815964365,1186.5154584896702,False,24,0.542465708298145,2373.030916979341
24,2020-02-15,0,88.49130815964365,1186.5154584896702,False,25,0.6177505216790661,2373.030916979341
25,2020-02-16,0,88.49130815964365,1186.5154584896702,False,26,0.7034804607989769,2373.030916979341
26,2020-02-17,0,88.49130815964365,1186.5154584896702,False,27,0.8011037782690421,2373.030916979341
27,2020-02-18,0,88.49130815964365,1186.5154584896702,False,28,0.91226925902635,2373.030916979341
28,2020-02-19,0,88.49130815964365,1186.5154584896702,False,29,1.0388539060620028,2373.030916979341
29,2020-02-20,0,88.49130815964365,1186.5154584896702,False,30,1.1829944244302188,2373.030916979341
30,2020-02-21,0,88.49130815964365,1186.5154584896702,False,31,1.3471230174874735,2373.030916979341
31,2020-02-22,0,88.49130815964365,1186.5154584896702,False,32,1.5340080767207955,2373.030916979341
32,2020-02-23,0,88.49130815964365,1186.5154584896702,False,33,1.7468004221332047,2373.030916979341
33,2020-02-24,0,88.49130815964365,1186.5154584896702,False,34,1.9890858347606704,2373.030916979341
