,Report_Date,Bahamas_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
42,2020-03-04,0,82.46038665456905,54.2510040730633,False,43,0.437517620248069,7.914355741823507
43,2020-03-05,0,82.46038665456905,54.2510040730633,False,44,0.5027689045453814,7.914355741823507
44,2020-03-06,0,82.46038665456905,54.2510040730633,False,45,0.5776997276659368,7.914355741823507
45,2020-03-07,0,82.46038665456905,54.2510040730633,False,46,0.6637293328809455,7.914355741823507
46,2020-03-08,0,82.46038665456905,54.2510040730633,False,47,0.7624797414418154,7.914355741823507
47,2020-03-09,0,82.46038665456905,54.2510040730633,False,48,0.8758030266918638,7.914355741823507
48,2020-03-10,0,82.46038665456905,54.2510040730633,False,49,1.0058117097629644,7.914355741823507
49,2020-03-11,0,82.46038665456905,54.2510040730633,False,50,1.1549124521921927,7.914355741823507
50,2020-03-12,0,82.46038665456905,54.2510040730633,False,51,1.32584316212445,7.914355741823507
51,2020-03-13,0,82.46038665456905,54.2510040730633,False,52,1.5217135404923239,7.914355741823507
52,2020-03-14,0,82.46038665456905,54.2510040730633,False,53,1.746048961776436,7.914355741823507
53,2020-03-15,0,82.46038665456905,54.2510040730633,False,54,2.0028373985904326,7.914355741823507
54,2020-03-16,1,82.46038665456905,54.2510040730633,False,55,2.2965788460887073,7.914355741823507
55,2020-03-17,1,82.46038665456905,54.2510040730633,False,56,2.6323363645965245,7.914355741823507
56,2020-03-18,1,82.46038665456905,54.2510040730633,False,57,3.015787418771665,7.914355741823507
57,2020-03-19,3,82.46038665456905,54.2510040730633,False,58,3.453273630269076,7.914355741823507
58,2020-03-20,3,82.46038665456905,54.2510040730633,False,59,3.9518463608551384,7.914355741823507
59,2020-03-21,4,82.46038665456905,54.2510040730633,False,60,4.5193046912447175,7.914355741823507
60,2020-03-22,4,82.46038665456905,54.2510040730633,False,61,5.164221353950683,7.914355741823507
61,2020-03-23,4,82.46038665456905,54.2510040730633,False,62,5.895951028686468,7.914355741823507
62,2020-03-24,5,82.46038665456905,54.2510040730633,False,63,6.724614154412192,7.914355741823507
63,2020-03-25,5,82.46038665456905,54.2510040730633,False,64,7.661048128302883,7.914355741823507
64,2020-03-26,9,82.46038665456905,54.2510040730633,False,65,8.716716574963812,7.914355741823507
65,2020-03-27,10,82.46038665456905,54.2510040730633,False,66,9.903566470078532,7.914355741823507
66,2020-03-28,10,82.46038665456905,54.2510040730633,False,67,11.233822557947756,7.914355741823507
67,2020-03-29,11,82.46038665456905,54.2510040730633,False,68,12.719709057034644,7.914355741823507
68,2020-03-30,14,82.46038665456905,54.2510040730633,False,69,14.373090512027213,7.914355741823507
69,2020-03-31,14,82.46038665456905,54.2510040730633,False,70,16.205027262698597,7.914355741823507
70,2020-04-01,21,82.46038665456905,54.2510040730633,False,71,18.225246751255373,7.914355741823507
71,2020-04-02,24,82.46038665456905,54.2510040730633,False,72,20.441540014590668,7.914355741823507
72,2020-04-03,24,82.46038665456905,54.2510040730633,False,73,22.859103130471514,7.914355741823507
73,2020-04-04,28,82.46038665456905,54.2510040730633,False,74,25.47985555424386,7.914355741823507
74,2020-04-05,28,82.46038665456905,54.2510040730633,False,75,28.30178002005592,7.914355741823507
75,2020-04-06,29,82.46038665456905,54.2510040730633,False,76,31.318340134235264,7.914355741823507
76,2020-04-07,33,82.46038665456905,54.2510040730633,False,77,34.51803953434352,7.914355741823507
77,2020-04-08,40,82.46038665456905,54.2510040730633,False,78,37.88418786727833,7.914355741823507
