,Report_Date,Bahamas_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.46038665456905,54.2510040730633,False,1,0.0012475787183813232,7.914355741823507
1,2020-01-23,0,82.46038665456905,54.2510040730633,False,2,0.0014345060522432678,7.914355741823507
2,2020-01-24,0,82.46038665456905,54.2510040730633,False,3,0.001649440674495397,7.914355741823507
3,2020-01-25,0,82.46038665456905,54.2510040730633,False,4,0.0018965787749089086,7.914355741823507
4,2020-01-26,0,82.46038665456905,54.2510040730633,False,5,0.002180745192879342,7.914355741823507
5,2020-01-27,0,82.46038665456905,54.2510040730633,False,6,0.002507487583958789,7.914355741823507
6,2020-01-28,0,82.46038665456905,54.2510040730633,False,7,0.0028831846871748353,7.914355741823507
7,2020-01-29,0,82.46038665456905,54.2510040730633,False,8,0.003315170803154916,7.914355741823507
8,2020-01-30,0,82.46038665456905,54.2510040730633,False,9,0.0038118789083387864,7.914355741823507
9,2020-01-31,0,82.46038665456905,54.2510040730633,False,10,0.004383005192776956,7.914355741823507
10,2020-02-01,0,82.46038665456905,54.2510040730633,False,11,0.005039698225121992,7.914355741823507
11,2020-02-02,0,82.46038665456905,54.2510040730633,False,12,0.0057947764263760505,7.914355741823507
12,2020-02-03,0,82.46038665456905,54.2510040730633,False,13,0.0066629780828675825,7.914355741823507
13,2020-02-04,0,82.46038665456905,54.2510040730633,False,14,0.007661248759211725,7.914355741823507
14,2020-02-05,0,82.46038665456905,54.2510040730633,False,15,0.00880907169557335,7.914355741823507
15,2020-02-06,0,82.46038665456905,54.2510040730633,False,16,0.010128847604004947,7.914355741823507
16,2020-02-07,0,82.46038665456905,54.2510040730633,False,17,0.01164633123149805,7.914355741823507
17,2020-02-08,0,82.46038665456905,54.2510040730633,False,18,0.013391133150360373,7.914355741823507
18,2020-02-09,0,82.46038665456905,54.2510040730633,False,19,0.015397296489746855,7.914355741823507
19,2020-02-10,0,82.46038665456905,54.2510040730633,False,20,0.017703959758510256,7.914355741823507
20,2020-02-11,0,82.46038665456905,54.2510040730633,False,21,0.020356118554938085,7.914355741823507
21,2020-02-12,0,82.46038665456905,54.2510040730633,False,22,0.023405500842759504,7.914355741823507
22,2020-02-13,0,82.46038665456905,54.2510040730633,False,23,0.026911572628153673,7.914355741823507
23,2020-02-14,0,82.46038665456905,54.2510040730633,False,24,0.030942693336614136,7.914355741823507
24,2020-02-15,0,82.46038665456905,54.2510040730633,False,25,0.0355774430031463,7.914355741823507
25,2020-02-16,0,82.46038665456905,54.2510040730633,False,26,0.04090614660091982,7.914355741823507
26,2020-02-17,0,82.46038665456905,54.2510040730633,False,27,0.04703262449374832,7.914355741823507
27,2020-02-18,0,82.46038665456905,54.2510040730633,False,28,0.05407620216341805,7.914355741823507
28,2020-02-19,0,82.46038665456905,54.2510040730633,False,29,0.062174017095917966,7.914355741823507
29,2020-02-20,0,82.46038665456905,54.2510040730633,False,30,0.07148366607794966,7.914355741823507
30,2020-02-21,0,82.46038665456905,54.2510040730633,False,31,0.08218624222791023,7.914355741823507
31,2020-02-22,0,82.46038665456905,54.2510040730633,False,32,0.09448981793817893,7.914355741823507
32,2020-02-23,0,82.46038665456905,54.2510040730633,False,33,0.10863343761358071,7.914355741823507
33,2020-02-24,0,82.46038665456905,54.2510040730633,False,34,0.1248916927282844,7.914355741823507
34,2020-02-25,0,82.46038665456905,54.2510040730633,False,35,0.14357996135819245,7.914355741823507
35,2020-02-26,0,82.46038665456905,54.2510040730633,False,36,0.16506040503417127,7.914355741823507
36,2020-02-27,0,82.46038665456905,54.2510040730633,False,37,0.1897488275388268,7.914355741823507
37,2020-02-28,0,82.46038665456905,54.2510040730633,False,38,0.21812251313921746,7.914355741823507
38,2020-02-29,0,82.46038665456905,54.2510040730633,False,39,0.25072917566474795,7.914355741823507
39,2020-03-01,0,82.46038665456905,54.2510040730633,False,40,0.28819716468833395,7.914355741823507
40,2020-03-02,0,82.46038665456905,54.2510040730633,False,41,0.33124709063563906,7.914355741823507
41,2020-03-03,0,82.46038665456905,54.2510040730633,False,42,0.38070504658063853,7.914355741823507
