,Report_Date,Antigua and Barbuda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.57254875460518,25.99658821768682,False,1,0.0005987375277187141,0.0834956636834614
1,2020-01-23,0,81.57254875460518,25.99658821768682,False,2,0.000689494572504791,0.0834956636834614
2,2020-01-24,0,81.57254875460518,25.99658821768682,False,3,0.0007940084222470686,0.0834956636834614
3,2020-01-25,0,81.57254875460518,25.99658821768682,False,4,0.0009143642425051215,0.0834956636834614
4,2020-01-26,0,81.57254875460518,25.99658821768682,False,5,0.0010529632321043907,0.0834956636834614
5,2020-01-27,0,81.57254875460518,25.99658821768682,False,6,0.0012125705146948389,0.0834956636834614
6,2020-01-28,0,81.57254875460518,25.99658821768682,False,7,0.0013963702854009722,0.0834956636834614
7,2020-01-29,0,81.57254875460518,25.99658821768682,False,8,0.001608029310861648,0.0834956636834614
8,2020-01-30,0,81.57254875460518,25.99658821768682,False,9,0.0018517700469690298,0.0834956636834614
9,2020-01-31,0,81.57254875460518,25.99658821768682,False,10,0.0021324548296374718,0.0834956636834614
10,2020-02-01,0,81.57254875460518,25.99658821768682,False,11,0.0024556828137060525,0.0834956636834614
11,2020-02-02,0,81.57254875460518,25.99658821768682,False,12,0.0028279015878945736,0.0834956636834614
12,2020-02-03,0,81.57254875460518,25.99658821768682,False,13,0.0032565356845128328,0.0834956636834614
13,2020-02-04,0,81.57254875460518,25.99658821768682,False,14,0.00375013453700457,0.0834956636834614
14,2020-02-05,0,81.57254875460518,25.99658821768682,False,15,0.004318542822845037,0.0834956636834614
15,2020-02-06,0,81.57254875460518,25.99658821768682,False,16,0.004973096571187013,0.0834956636834614
16,2020-02-07,0,81.57254875460518,25.99658821768682,False,17,0.005726848922398649,0.0834956636834614
17,2020-02-08,0,81.57254875460518,25.99658821768682,False,18,0.006594830009882396,0.0834956636834614
18,2020-02-09,0,81.57254875460518,25.99658821768682,False,19,0.007594346104273564,0.0834956636834614
19,2020-02-10,0,81.57254875460518,25.99658821768682,False,20,0.008745323928762868,0.0834956636834614
20,2020-02-11,0,81.57254875460518,25.99658821768682,False,21,0.010070706936027778,0.0834956636834614
21,2020-02-12,0,81.57254875460518,25.99658821768682,False,22,0.011596911348124654,0.0834956636834614
22,2020-02-13,0,81.57254875460518,25.99658821768682,False,23,0.013354350918789042,0.0834956636834614
23,2020-02-14,0,81.57254875460518,25.99658821768682,False,24,0.015378040703283835,0.0834956636834614
24,2020-02-15,0,81.57254875460518,25.99658821768682,False,25,0.017708291637049477,0.0834956636834614
25,2020-02-16,0,81.57254875460518,25.99658821768682,False,26,0.02039150945639788,0.0834956636834614
26,2020-02-17,0,81.57254875460518,25.99658821768682,False,27,0.023481113470557848,0.0834956636834614
27,2020-02-18,0,81.57254875460518,25.99658821768682,False,28,0.027038592945550367,0.0834956636834614
28,2020-02-19,0,81.57254875460518,25.99658821768682,False,29,0.03113472142045023,0.0834956636834614
29,2020-02-20,0,81.57254875460518,25.99658821768682,False,30,0.03585095218196831,0.0834956636834614
30,2020-02-21,0,81.57254875460518,25.99658821768682,False,31,0.041281021412528686,0.0834956636834614
31,2020-02-22,0,81.57254875460518,25.99658821768682,False,32,0.04753278924011716,0.0834956636834614
