,Report_Date,Congo_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.59003383100232,94.40910449676463,False,1,0.0021967167423287866,172.60789675278966
1,2020-01-23,0,86.59003383100232,94.40910449676463,False,2,0.002508553309659334,172.60789675278966
2,2020-01-24,0,86.59003383100232,94.40910449676463,False,3,0.00286465619841655,172.60789675278966
3,2020-01-25,0,86.59003383100232,94.40910449676463,False,4,0.0032713089678044526,172.60789675278966
4,2020-01-26,0,86.59003383100232,94.40910449676463,False,5,0.0037356870597591717,172.60789675278966
5,2020-01-27,0,86.59003383100232,94.40910449676463,False,6,0.0042659843731007435,172.60789675278966
6,2020-01-28,0,86.59003383100232,94.40910449676463,False,7,0.004871557795085948,172.60789675278966
7,2020-01-29,0,86.59003383100232,94.40910449676463,False,8,0.005563092236279302,172.60789675278966
8,2020-01-30,0,86.59003383100232,94.40910449676463,False,9,0.006352789075076721,172.60789675278966
9,2020-01-31,0,86.59003383100232,94.40910449676463,False,10,0.0072545813294953194,172.60789675278966
10,2020-02-01,0,86.59003383100232,94.40910449676463,False,11,0.00828437934311176,172.60789675278966
11,2020-02-02,0,86.59003383100232,94.40910449676463,False,12,0.009460351307402621,172.60789675278966
12,2020-02-03,0,86.59003383100232,94.40910449676463,False,13,0.010803243553441064,172.60789675278966
13,2020-02-04,0,86.59003383100232,94.40910449676463,False,14,0.01233674624242469,172.60789675278966
14,2020-02-05,0,86.59003383100232,94.40910449676463,False,15,0.014087910878767157,172.60789675278966
15,2020-02-06,0,86.59003383100232,94.40910449676463,False,16,0.01608762697500951,172.60789675278966
16,2020-02-07,0,86.59003383100232,94.40910449676463,False,17,0.018371166229940342,172.60789675278966
17,2020-02-08,0,86.59003383100232,94.40910449676463,False,18,0.020978803757442297,172.60789675278966
18,2020-02-09,0,86.59003383100232,94.40910449676463,False,19,0.023956527243381376,172.60789675278966
19,2020-02-10,0,86.59003383100232,94.40910449676463,False,20,0.02735684643356134,172.60789675278966
20,2020-02-11,0,86.59003383100232,94.40910449676463,False,21,0.031239717092468377,172.60789675278966
21,2020-02-12,0,86.59003383100232,94.40910449676463,False,22,0.03567359554848977,172.60789675278966
22,2020-02-13,0,86.59003383100232,94.40910449676463,False,23,0.04073664218826164,172.60789675278966
23,2020-02-14,0,86.59003383100232,94.40910449676463,False,24,0.046518094816383054,172.60789675278966
24,2020-02-15,0,86.59003383100232,94.40910449676463,False,25,0.05311983569670879,172.60789675278966
25,2020-02-16,0,86.59003383100232,94.40910449676463,False,26,0.060658179382102696,172.60789675278966
26,2020-02-17,0,86.59003383100232,94.40910449676463,False,27,0.06926591217001396,172.60789675278966
27,2020-02-18,0,86.59003383100232,94.40910449676463,False,28,0.0790946182457143,172.60789675278966
