,Report_Date,Bulgaria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.97907159567917,346.30429351367815,True,1,0.008204172367581593,670.0391928688944
1,2020-01-23,0,67.97907159567917,346.30429351367815,True,2,0.009718200966460963,670.0391928688944
2,2020-01-24,0,67.97907159567917,346.30429351367815,True,3,0.011511629411633566,670.0391928688944
3,2020-01-25,0,67.97907159567917,346.30429351367815,True,4,0.013636016464706066,670.0391928688944
4,2020-01-26,0,67.97907159567917,346.30429351367815,True,5,0.01615243447528056,670.0391928688944
5,2020-01-27,0,67.97907159567917,346.30429351367815,True,6,0.019133224517544588,670.0391928688944
6,2020-01-28,0,67.97907159567917,346.30429351367815,True,7,0.02266407520468799,670.0391928688944
7,2020-01-29,0,67.97907159567917,346.30429351367815,True,8,0.026846484823534383,670.0391928688944
8,2020-01-30,0,67.97907159567917,346.30429351367815,True,9,0.03180067740181677,670.0391928688944
9,2020-01-31,0,67.97907159567917,346.30429351367815,True,10,0.03766905630024584,670.0391928688944
10,2020-02-01,0,67.97907159567917,346.30429351367815,True,11,0.044620294275830065,670.0391928688944
11,2020-02-02,0,67.97907159567917,346.30429351367815,True,12,0.052854177121667796,670.0391928688944
12,2020-02-03,0,67.97907159567917,346.30429351367815,True,13,0.062607339457465,670.0391928688944
13,2020-02-04,0,67.97907159567917,346.30429351367815,True,14,0.07416005661878662,670.0391928688944
14,2020-02-05,0,67.97907159567917,346.30429351367815,True,15,0.08784428656906335,670.0391928688944
15,2020-02-06,0,67.97907159567917,346.30429351367815,True,16,0.1040531911536429,670.0391928688944
16,2020-02-07,0,67.97907159567917,346.30429351367815,True,17,0.12325240778446846,670.0391928688944
17,2020-02-08,0,67.97907159567917,346.30429351367815,True,18,0.14599339190006388,670.0391928688944
18,2020-02-09,0,67.97907159567917,346.30429351367815,True,19,0.1729292085810438,670.0391928688944
19,2020-02-10,0,67.97907159567917,346.30429351367815,True,20,0.20483322001185497,670.0391928688944
20,2020-02-11,0,67.97907159567917,346.30429351367815,True,21,0.24262119578645347,670.0391928688944
21,2020-02-12,0,67.97907159567917,346.30429351367815,True,22,0.2873774673285319,670.0391928688944
22,2020-02-13,0,67.97907159567917,346.30429351367815,True,23,0.34038585817095646,670.0391928688944
23,2020-02-14,0,67.97907159567917,346.30429351367815,True,24,0.4031662510255468,670.0391928688944
24,2020-02-15,0,67.97907159567917,346.30429351367815,True,25,0.4775178032576084,670.0391928688944
25,2020-02-16,0,67.97907159567917,346.30429351367815,True,26,0.5655699975924682,670.0391928688944
26,2020-02-17,0,67.97907159567917,346.30429351367815,True,27,0.6698429178463385,670.0391928688944
27,2020-02-18,0,67.97907159567917,346.30429351367815,True,28,0.7933183734944699,670.0391928688944
28,2020-02-19,0,67.97907159567917,346.30429351367815,True,29,0.9395237651646708,670.0391928688944
29,2020-02-20,0,67.97907159567917,346.30429351367815,True,30,1.1126308884741793,670.0391928688944
30,2020-02-21,0,67.97907159567917,346.30429351367815,True,31,1.317572217962333,670.0391928688944
31,2020-02-22,0,67.97907159567917,346.30429351367815,True,32,1.560177596636182,670.0391928688944
32,2020-02-23,0,67.97907159567917,346.30429351367815,True,33,1.8473346777578628,670.0391928688944
33,2020-02-24,0,67.97907159567917,346.30429351367815,True,34,2.1871769179558136,670.0391928688944
34,2020-02-25,0,67.97907159567917,346.30429351367815,True,35,2.5893033926113214,670.0391928688944
35,2020-02-26,0,67.97907159567917,346.30429351367815,True,36,3.0650351751283766,670.0391928688944
36,2020-02-27,0,67.97907159567917,346.30429351367815,True,37,3.627713457984573,670.0391928688944
37,2020-02-28,0,67.97907159567917,346.30429351367815,True,38,4.293044944541111,670.0391928688944
38,2020-02-29,0,67.97907159567917,346.30429351367815,True,39,5.079500231071783,670.0391928688944
39,2020-03-01,0,67.97907159567917,346.30429351367815,True,40,6.00877081950384,670.0391928688944
40,2020-03-02,0,67.97907159567917,346.30429351367815,True,41,7.106289899352027,670.0391928688944
41,2020-03-03,0,67.97907159567917,346.30429351367815,True,42,8.401820900136597,670.0391928688944
